year,canton,diseasesGroup,diseases,species,count
1991,NE,Epidemics to be eradicated,Rabies,Marten,2
1991,LU,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,1
1991,AR,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,2
1991,BE,Epidemics to be fought,European foulbrood of honey bees,Bees,2
1991,TI,Epidemics to be fought,Leptospirosis,Cattle,1
1991,AG,Epidemics to be fought,American foulbrood of honey bees,Bees,2
1991,JU,Epidemics to be supervised,Q fever,Cattle,4
1991,AG,Epidemics to be fought,Salmonellosis,Chicken,2
1991,TG,Epidemics to be eradicated,Tuberculosis / Mycobacteriosis,Cattle,1
1991,SG,Epidemics to be fought,Leptospirosis,Cattle,1
1991,GR,Epidemics to be supervised,Q fever,Cattle,1
1991,TI,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,3
1991,JU,Epidemics to be eradicated,Enzootic bovine leukosis,Cattle,18
1991,AI,Epidemics to be fought,Salmonellosis,Chicken,1
1991,ZH,Epidemics to be supervised,Varrosis of honey bees,Bees,3
1991,SZ,Epidemics to be eradicated,Infectious bovine rhinotracheitis,Cattle,1
1991,UR,Epidemics to be supervised,Q fever,Cattle,3
1991,VD,Epidemics to be fought,American foulbrood of honey bees,Bees,5
1991,SG,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,1
1991,BE,Epidemics to be eradicated,Rabies,Cattle,1
1991,VS,Epidemics to be fought,American foulbrood of honey bees,Bees,9
1991,TI,Epidemics to be fought,American foulbrood of honey bees,Bees,6
1991,TI,Epidemics to be fought,Leptospirosis,Goat,1
1991,FR,Epidemics to be fought,American foulbrood of honey bees,Bees,4
1991,GR,Epidemics to be eradicated,Enzootic bovine leukosis,Cattle,1
1991,VS,Epidemics to be supervised,Rabbit haemorrhagic disease,Hare,1
1991,NE,Epidemics to be eradicated,Rabies,Fox,25
1991,LU,Epidemics to be eradicated,Viral haemorrhagic septicaemia,Fish,1
1991,FR,Epidemics to be eradicated,Infectious bovine rhinotracheitis,Cattle,1
1991,BE,Epidemics to be eradicated,Rabies,Marten,4
1991,NE,Epidemics to be eradicated,Rabies,Cat,1
1991,SG,Epidemics to be fought,Avian chlamydiosis,Pigeon,1
1991,VS,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,1
1991,SZ,Epidemics to be supervised,Q fever,Cattle,1
1991,BE,Epidemics to be eradicated,Viral haemorrhagic septicaemia,Fish,3
1991,FR,Epidemics to be fought,Avian infectious laryngotracheitis,Chicken,3
1991,ZH,Epidemics to be fought,Avian chlamydiosis,Parrot,4
1991,VD,Epidemics to be supervised,Blackleg,Cattle,1
1991,NW,Epidemics to be fought,Salmonellosis,Cattle,3
1991,SZ,Epidemics to be fought,Sheep mange,Sheep,15
1991,FR,Epidemics to be fought,Salmonellosis,Other wild bird,1
1991,AR,Epidemics to be fought,Leptospirosis,Cattle,10
1991,AG,Epidemics to be eradicated,Enzootic bovine leukosis,Cattle,5
1991,BE,Epidemics to be supervised,Varrosis of honey bees,Bees,1
1991,AR,Epidemics to be fought,Avian chlamydiosis,Parrot,1
1991,ZH,Epidemics to be supervised,Q fever,Cattle,13
1991,LU,Epidemics to be fought,American foulbrood of honey bees,Bees,3
1991,FR,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,3
1991,TG,Epidemics to be eradicated,Enzootic bovine leukosis,Cattle,11
1991,SZ,Epidemics to be eradicated,Scrapie,Sheep,1
1991,VD,Epidemics to be fought,Salmonellosis,Pig,1
1991,VD,Epidemics to be fought,Avian infectious laryngotracheitis,Chicken,2
1991,SO,Epidemics to be eradicated,Rabies,Fox,1
1991,BE,Epidemics to be eradicated,Rabies,Badger,1
1991,VS,Epidemics to be supervised,Varrosis of honey bees,Bees,2
1991,SH,Epidemics to be fought,Salmonellosis,Cattle,1
1991,BE,Epidemics to be supervised,Q fever,Goat,1
1991,SG,Epidemics to be supervised,Q fever,Cattle,20
1991,BL,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,1
1991,FR,Epidemics to be fought,Leptospirosis,Cattle,36
1991,GL,Epidemics to be supervised,Q fever,Cattle,1
1991,AG,Epidemics to be fought,Avian chlamydiosis,Parrot,1
1991,AG,Epidemics to be eradicated,Viral haemorrhagic septicaemia,Fish,1
1991,SZ,Epidemics to be eradicated,Enzootic bovine leukosis,Cattle,1
1991,ZG,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,1
1991,BE,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,3
1991,ZH,Epidemics to be eradicated,Enzootic bovine leukosis,Cattle,3
1991,ZG,Epidemics to be eradicated,Enzootic bovine leukosis,Cattle,2
1991,SH,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,1
1991,SO,Epidemics to be supervised,Blackleg,Cattle,1
1991,VD,Epidemics to be fought,Leptospirosis,Cattle,1
1991,TI,Highly contagious epidemics,Newcastle disease,Pigeon,1
1991,TI,Epidemics to be eradicated,Enzootic bovine leukosis,Cattle,1
1991,BE,Epidemics to be eradicated,Enzootic bovine leukosis,Cattle,6
1991,AI,Epidemics to be supervised,Q fever,Cattle,3
1991,NE,Epidemics to be fought,Salmonellosis,Dog,1
1991,BE,Epidemics to be fought,Sheep mange,Sheep,14
1991,AG,Epidemics to be eradicated,Rabies,Fox,1
1991,SH,Epidemics to be fought,Salmonellosis,Chicken,1
1991,SZ,Epidemics to be fought,Leptospirosis,Cattle,2
1991,BL,Epidemics to be eradicated,Rabies,Fox,1
1991,BE,Epidemics to be fought,American foulbrood of honey bees,Bees,20
1991,VD,Epidemics to be fought,Infectious pancreatic necrosis,Fish,2
1991,OW,Epidemics to be fought,European foulbrood of honey bees,Bees,1
1991,FR,Epidemics to be supervised,Blackleg,Cattle,3
1991,NW,Epidemics to be supervised,Q fever,Cattle,1
1991,SO,Epidemics to be fought,Salmonellosis,Cattle,1
1991,LU,Epidemics to be eradicated,Enzootic bovine leukosis,Cattle,2
1991,VD,Epidemics to be fought,Salmonellosis,Pigeon,1
1991,JU,Epidemics to be eradicated,Rabies,Fox,29
1991,UR,Epidemics to be fought,American foulbrood of honey bees,Bees,3
1991,GR,Epidemics to be fought,American foulbrood of honey bees,Bees,7
1991,VS,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,1
1991,AR,Epidemics to be supervised,Q fever,Cattle,4
1991,SG,Epidemics to be fought,Salmonellosis,Cattle,6
1991,AG,Epidemics to be fought,Avian infectious laryngotracheitis,Chicken,1
1991,OW,Epidemics to be fought,Salmonellosis,Cattle,2
1991,AG,Epidemics to be fought,Leptospirosis,Cattle,1
1991,NE,Epidemics to be eradicated,Viral haemorrhagic septicaemia,Fish,1
1991,NE,Epidemics to be fought,Salmonellosis,Snake,1
1991,NE,Epidemics to be supervised,Q fever,Cattle,2
1991,VD,Epidemics to be fought,Salmonellosis,Cattle,2
1991,BL,Epidemics to be eradicated,Enzootic bovine leukosis,Cattle,2
1991,SG,Epidemics to be eradicated,Enzootic bovine leukosis,Cattle,1
1991,BE,Epidemics to be fought,Infectious pancreatic necrosis,Fish,2
1991,TI,Epidemics to be fought,Sheep mange,Sheep,33
1991,BE,Epidemics to be fought,Avian chlamydiosis,Pigeon,3
1991,GL,Epidemics to be fought,Avian chlamydiosis,Other wild bird,1
1991,AI,Epidemics to be fought,Leptospirosis,Cattle,1
1991,SG,Epidemics to be fought,Avian chlamydiosis,Parrot,2
1991,SH,Epidemics to be eradicated,Infectious bovine rhinotracheitis,Cattle,1
1991,UR,Epidemics to be fought,Sheep mange,Sheep,9
1991,VD,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,1
1991,ZH,Epidemics to be fought,Salmonellosis,Cattle,8
1991,SZ,Epidemics to be fought,Salmonellosis,Cattle,3
1991,GR,Epidemics to be fought,European foulbrood of honey bees,Bees,3
1991,BE,Highly contagious epidemics,Newcastle disease,Pigeon,1
1991,TG,Epidemics to be fought,European foulbrood of honey bees,Bees,3
1991,JU,Epidemics to be supervised,Varrosis of honey bees,Bees,1
1991,BE,Epidemics to be fought,Sheep mange,Goat,1
1991,ZH,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,2
1991,AI,Epidemics to be fought,Salmonellosis,Cattle,1
1991,ZH,Epidemics to be fought,European foulbrood of honey bees,Bees,1
1991,LU,Epidemics to be fought,Salmonellosis,Cattle,16
1991,FR,Epidemics to be eradicated,Enzootic bovine leukosis,Cattle,1
1991,SO,Epidemics to be eradicated,Enzootic bovine leukosis,Cattle,1
1991,VS,Epidemics to be fought,Salmonellosis,Chicken,1
1991,GR,Epidemics to be fought,Sheep mange,Sheep,1
1991,NE,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,4
1991,FR,Epidemics to be supervised,Q fever,Cattle,14
1991,AG,Epidemics to be eradicated,Infectious bovine rhinotracheitis,Cattle,2
1991,SZ,Epidemics to be supervised,Blackleg,Cattle,1
1991,VD,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,6
1991,VS,Epidemics to be supervised,Q fever,Cattle,5
1991,FR,Epidemics to be fought,Salmonellosis,Cattle,1
1991,BE,Epidemics to be eradicated,Rabies,Fox,35
1991,TG,Epidemics to be fought,Salmonellosis,Cattle,4
1991,SG,Epidemics to be fought,European foulbrood of honey bees,Bees,4
1991,BE,Epidemics to be supervised,Q fever,Cattle,27
1991,VS,Epidemics to be fought,European foulbrood of honey bees,Bees,4
1991,SH,Epidemics to be eradicated,Enzootic bovine leukosis,Cattle,5
1991,SH,Epidemics to be fought,American foulbrood of honey bees,Bees,4
1991,SZ,Epidemics to be supervised,Q fever,Goat,1
1991,SO,Epidemics to be fought,Avian chlamydiosis,Parrot,1
1991,AG,Epidemics to be fought,Salmonellosis,Cattle,8
1991,JU,Epidemics to be fought,American foulbrood of honey bees,Bees,2
1991,BE,Epidemics to be fought,Avian infectious laryngotracheitis,Chicken,1
1991,UR,Epidemics to be fought,Salmonellosis,Cattle,1
1991,BE,Epidemics to be fought,Salmonellosis,Cattle,12
1991,VD,Epidemics to be eradicated,Infectious bovine rhinotracheitis,Cattle,4
1991,ZG,Epidemics to be fought,European foulbrood of honey bees,Bees,3
1991,ZH,Epidemics to be fought,Avian chlamydiosis,Pigeon,1
1991,VD,Epidemics to be eradicated,Enzootic bovine leukosis,Cattle,2
1991,AG,Epidemics to be supervised,Q fever,Cattle,6
1991,BE,Epidemics to be fought,Salmonellosis,Chicken,13
1991,SG,Epidemics to be supervised,Varrosis of honey bees,Bees,4
1991,SG,Epidemics to be fought,Sheep mange,Sheep,1
1991,TI,Epidemics to be eradicated,Contagious agalactia,Goat,1
1991,VS,Epidemics to be eradicated,Infectious bovine rhinotracheitis,Cattle,3
1991,NE,Epidemics to be eradicated,Rabies,Badger,1
1991,NE,Epidemics to be supervised,Varrosis of honey bees,Bees,3
1991,GR,Epidemics to be supervised,Varrosis of honey bees,Bees,41
1991,GL,Epidemics to be supervised,Varrosis of honey bees,Bees,14
1992,SG,Epidemics to be supervised,Q fever,Cattle,10
1992,LU,Epidemics to be fought,Salmonellosis,Cattle,13
1992,FR,Epidemics to be supervised,Blackleg,Cattle,4
1992,NE,Epidemics to be fought,Salmonellosis,Dog,4
1992,VS,Epidemics to be eradicated,Viral haemorrhagic septicaemia,Fish,1
1992,FL,Epidemics to be eradicated,Infectious bovine rhinotracheitis,Cattle,1
1992,JU,Epidemics to be fought,Leptospirosis,Cattle,1
1992,FR,Epidemics to be fought,Salmonellosis,Sheep,1
1992,BL,Epidemics to be supervised,Q fever,Cattle,1
1992,FR,Epidemics to be fought,American foulbrood of honey bees,Bees,5
1992,BE,Highly contagious epidemics,Newcastle disease,Chicken,1
1992,TG,Epidemics to be fought,American foulbrood of honey bees,Bees,2
1992,FR,Epidemics to be eradicated,Rabies,Bat,1
1992,AR,Epidemics to be supervised,Q fever,Cattle,5
1992,SO,Epidemics to be eradicated,Rabies,Cat,3
1992,ZH,Epidemics to be fought,Infectious pancreatic necrosis,Fish,1
1992,SG,Epidemics to be fought,Leptospirosis,Cattle,1
1992,ZG,Epidemics to be fought,Salmonellosis,Cattle,3
1992,BE,Epidemics to be supervised,Q fever,Sheep,1
1992,SO,Epidemics to be eradicated,Rabies,Fox,20
1992,BE,Epidemics to be fought,Salmonellosis,Chicken,4
1992,BL,Epidemics to be eradicated,Rabies,Marten,1
1992,GR,Epidemics to be supervised,Q fever,Sheep,1
1992,VD,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,2
1992,BE,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,6
1992,TG,Epidemics to be fought,Salmonellosis,Cattle,3
1992,AG,Epidemics to be fought,Salmonellosis,Cattle,10
1992,JU,Epidemics to be eradicated,Rabies,Fox,24
1992,LU,Epidemics to be fought,Sheep mange,Sheep,2
1992,AG,Epidemics to be eradicated,Enzootic bovine leukosis,Cattle,1
1992,VD,Epidemics to be fought,American foulbrood of honey bees,Bees,12
1992,GR,Epidemics to be supervised,Q fever,Cattle,2
1992,BL,Epidemics to be eradicated,Rabies,Badger,4
1992,GR,Epidemics to be eradicated,Infectious bovine rhinotracheitis,Cattle,1
1992,UR,Epidemics to be fought,European foulbrood of honey bees,Bees,2
1992,NE,Epidemics to be fought,Salmonellosis,Cat,1
1992,SG,Epidemics to be fought,Salmonellosis,Chicken,3
1992,GR,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,1
1992,SG,Epidemics to be fought,Avian infectious laryngotracheitis,Chicken,1
1992,VS,Epidemics to be fought,European foulbrood of honey bees,Bees,18
1992,SG,Epidemics to be fought,American foulbrood of honey bees,Bees,1
1992,AG,Epidemics to be eradicated,Viral haemorrhagic septicaemia,Fish,1
1992,TI,Epidemics to be fought,American foulbrood of honey bees,Bees,19
1992,OW,Epidemics to be fought,Salmonellosis,Cattle,1
1992,NE,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,2
1992,BL,Epidemics to be fought,Salmonellosis,Cattle,1
1992,BE,Epidemics to be supervised,Blackleg,Cattle,5
1992,FR,Epidemics to be fought,Avian chlamydiosis,Other wild bird,1
1992,ZH,Epidemics to be supervised,Q fever,Cattle,11
1992,JU,Epidemics to be eradicated,Rabies,Badger,3
1992,OW,Epidemics to be supervised,Q fever,Cattle,3
1992,FR,Epidemics to be fought,Salmonellosis,Cattle,3
1992,UR,Epidemics to be fought,Leptospirosis,Cattle,3
1992,LU,Epidemics to be fought,Avian chlamydiosis,Other wild bird,2
1992,SG,Epidemics to be fought,Salmonellosis,Cattle,6
1992,GL,Epidemics to be fought,Sheep mange,Sheep,1
1992,BL,Epidemics to be eradicated,Enzootic bovine leukosis,Cattle,1
1992,ZH,Epidemics to be fought,Salmonellosis,Goat,1
1992,BE,Epidemics to be fought,Avian chlamydiosis,Parrot,6
1992,LU,Epidemics to be fought,Salmonellosis,Chicken,3
1992,BL,Epidemics to be eradicated,Rabies,Cattle,1
1992,ZH,Epidemics to be fought,Avian chlamydiosis,Parrot,3
1992,ZH,Epidemics to be fought,Sheep mange,Sheep,1
1992,JU,Epidemics to be supervised,Blackleg,Cattle,1
1992,VD,Epidemics to be supervised,Blackleg,Cattle,1
1992,FR,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,2
1992,NE,Epidemics to be supervised,Q fever,Cattle,4
1992,AG,Epidemics to be fought,American foulbrood of honey bees,Bees,3
1992,VD,Epidemics to be fought,Avian infectious laryngotracheitis,Other wild bird,1
1992,BE,Epidemics to be fought,Salmonellosis,Cattle,13
1992,UR,Epidemics to be fought,American foulbrood of honey bees,Bees,3
1992,SZ,Epidemics to be supervised,Q fever,Sheep,3
1992,SO,Epidemics to be eradicated,Enzootic bovine leukosis,Cattle,5
1992,BE,Epidemics to be fought,Avian chlamydiosis,Pigeon,2
1992,NE,Epidemics to be fought,Salmonellosis,Cattle,1
1992,TI,Epidemics to be fought,Sheep mange,Sheep,6
1992,BL,Epidemics to be supervised,Q fever,Sheep,1
1992,BS,Epidemics to be fought,Myxomatosis,Rabbit,12
1992,UR,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,1
1992,ZH,Epidemics to be fought,Salmonellosis,Cattle,8
1992,SG,Epidemics to be fought,Salmonellosis,Other pet,1
1992,FR,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,4
1992,NW,Epidemics to be fought,Salmonellosis,Cattle,3
1992,SZ,Epidemics to be fought,Salmonellosis,Cattle,3
1992,AR,Epidemics to be fought,Leptospirosis,Cattle,2
1992,VS,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,1
1992,AG,Epidemics to be fought,Salmonellosis,Chicken,2
1992,BE,Epidemics to be eradicated,Viral haemorrhagic septicaemia,Fish,2
1992,UR,Epidemics to be fought,Sheep mange,Sheep,1
1992,LU,Epidemics to be fought,American foulbrood of honey bees,Bees,6
1992,LU,Epidemics to be fought,European foulbrood of honey bees,Bees,2
1992,AG,Epidemics to be eradicated,Rabies,Fox,1
1992,SZ,Epidemics to be fought,Sheep mange,Sheep,13
1992,GR,Epidemics to be supervised,Q fever,Goat,1
1992,AR,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,1
1992,SG,Epidemics to be fought,Sheep mange,Sheep,6
1992,FR,Epidemics to be supervised,Q fever,Cattle,14
1992,VS,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,6
1992,NE,Epidemics to be fought,Leptospirosis,Cattle,1
1992,BE,Epidemics to be fought,Avian infectious laryngotracheitis,Chicken,4
1992,BE,Epidemics to be fought,Sheep mange,Sheep,4
1992,BE,Epidemics to be fought,European foulbrood of honey bees,Bees,10
1992,TG,Epidemics to be fought,European foulbrood of honey bees,Bees,2
1992,BE,Epidemics to be supervised,Q fever,Cattle,25
1992,AG,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,1
1992,JU,Epidemics to be fought,American foulbrood of honey bees,Bees,5
1992,AG,Epidemics to be fought,European foulbrood of honey bees,Bees,1
1992,SO,Epidemics to be fought,Avian chlamydiosis,Parrot,2
1992,GE,Epidemics to be fought,Sheep mange,Sheep,1
1992,BS,Epidemics to be eradicated,Rabies,Fox,6
1992,FR,Epidemics to be fought,Leptospirosis,Cattle,42
1992,SG,Epidemics to be supervised,Varrosis of honey bees,Bees,5
1992,BL,Epidemics to be eradicated,Viral haemorrhagic septicaemia,Fish,1
1992,OW,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,1
1992,FR,Epidemics to be fought,Sheep mange,Sheep,2
1992,ZG,Epidemics to be fought,American foulbrood of honey bees,Bees,1
1992,LU,Epidemics to be eradicated,Viral haemorrhagic septicaemia,Fish,1
1992,NE,Epidemics to be fought,Avian infectious laryngotracheitis,Chicken,1
1992,SG,Epidemics to be fought,Salmonellosis,Pig,1
1992,BL,Epidemics to be eradicated,Rabies,Roe Deer,1
1992,SZ,Epidemics to be fought,Leptospirosis,Cattle,1
1992,VD,Epidemics to be fought,European foulbrood of honey bees,Bees,3
1992,VD,Epidemics to be fought,Salmonellosis,Cattle,2
1992,BE,Epidemics to be fought,American foulbrood of honey bees,Bees,16
1992,AI,Epidemics to be fought,Salmonellosis,Cattle,1
1992,VS,Epidemics to be supervised,Q fever,Cattle,15
1992,LU,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,1
1992,BL,Epidemics to be eradicated,Rabies,Fox,36
1992,AG,Epidemics to be eradicated,Infectious bovine rhinotracheitis,Cattle,1
1992,AG,Epidemics to be fought,Avian chlamydiosis,Parrot,3
1992,SO,Epidemics to be eradicated,Rabies,Badger,6
1992,SZ,Epidemics to be supervised,Blackleg,Cattle,1
1992,NE,Epidemics to be eradicated,Rabies,Fox,1
1992,VS,Epidemics to be fought,American foulbrood of honey bees,Bees,13
1992,GR,Epidemics to be fought,American foulbrood of honey bees,Bees,5
1992,ZH,Epidemics to be fought,Avian infectious laryngotracheitis,Chicken,1
1992,TI,Epidemics to be eradicated,Contagious agalactia,Goat,1
1992,VS,Epidemics to be supervised,Varrosis of honey bees,Bees,22
1992,SO,Epidemics to be eradicated,Rabies,Cattle,1
1992,SO,Epidemics to be eradicated,Viral haemorrhagic septicaemia,Fish,2
1992,BE,Epidemics to be eradicated,Rabies,Fox,6
1992,SG,Epidemics to be fought,Avian chlamydiosis,Pigeon,2
1992,VS,Epidemics to be fought,Salmonellosis,Cattle,2
1992,ZH,Epidemics to be fought,American foulbrood of honey bees,Bees,1
1992,GE,Epidemics to be fought,Avian chlamydiosis,Parrot,1
1992,VD,Epidemics to be supervised,Varrosis of honey bees,Bees,1
1992,SZ,Epidemics to be supervised,Q fever,Cattle,2
1992,GR,Epidemics to be fought,European foulbrood of honey bees,Bees,2
1993,SG,Epidemics to be fought,Avian chlamydiosis,Pigeon,1
1993,VD,Epidemics to be supervised,Listeriosis,Cattle,3
1993,VD,Epidemics to be supervised,Varrosis of honey bees,Bees,7
1993,AR,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,1
1993,ZH,Epidemics to be supervised,Q fever,Cattle,4
1993,FR,Epidemics to be fought,Leptospirosis,Cattle,55
1993,SZ,Epidemics to be eradicated,Scrapie,Sheep,2
1993,BL,Epidemics to be eradicated,Rabies,Badger,6
1993,FR,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,25
1993,BE,Highly contagious epidemics,Classical swine fever,Pig,3
1993,ZH,Epidemics to be supervised,Varrosis of honey bees,Bees,4
1993,BL,Epidemics to be eradicated,Rabies,Horse,2
1993,ZH,Epidemics to be fought,Avian chlamydiosis,Other wild bird,1
1993,AG,Epidemics to be eradicated,Infectious haematopoietic necrosis,Fish,1
1993,JU,Epidemics to be eradicated,Rabies,Dog,1
1993,BL,Epidemics to be eradicated,Rabies,Cattle,2
1993,SG,Epidemics to be fought,Salmonellosis,Other wild bird,1
1993,SZ,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,3
1993,GE,Epidemics to be eradicated,Rabies,Bat,1
1993,JU,Epidemics to be eradicated,Rabies,Cat,1
1993,LU,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,4
1993,SG,Epidemics to be fought,Salmonellosis,Chicken,3
1993,VS,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,8
1993,GE,Epidemics to be fought,American foulbrood of honey bees,Bees,2
1993,BE,Epidemics to be eradicated,Rabies,Fox,2
1993,ZH,Epidemics to be supervised,Q fever,Sheep,1
1993,VD,Epidemics to be fought,Salmonellosis,Cattle,2
1993,NE,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,3
1993,BS,Epidemics to be eradicated,Rabies,Badger,1
1993,AI,Epidemics to be fought,Leptospirosis,Cattle,2
1993,BL,Epidemics to be fought,American foulbrood of honey bees,Bees,1
1993,LU,Epidemics to be fought,Avian infectious laryngotracheitis,Chicken,1
1993,ZH,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,1
1993,BE,Epidemics to be eradicated,Viral haemorrhagic septicaemia,Fish,2
1993,SH,Epidemics to be fought,Salmonellosis,Cattle,2
1993,BE,Epidemics to be fought,European foulbrood of honey bees,Bees,9
1993,ZH,Epidemics to be fought,Salmonellosis,Other wild bird,1
1993,AG,Epidemics to be eradicated,Rabies,Cattle,1
1993,FR,Epidemics to be supervised,Varrosis of honey bees,Bees,2
1993,VD,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,9
1993,LU,Epidemics to be supervised,Blackleg,Cattle,1
1993,ZH,Epidemics to be fought,European foulbrood of honey bees,Bees,5
1993,JU,Epidemics to be eradicated,Rabies,Cattle,4
1993,VS,Epidemics to be supervised,Q fever,Cattle,15
1993,GR,Epidemics to be supervised,Q fever,Sheep,1
1993,GR,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,3
1993,VS,Epidemics to be fought,American foulbrood of honey bees,Bees,4
1993,LU,Epidemics to be fought,Avian chlamydiosis,Parrot,2
1993,GE,Epidemics to be fought,Avian chlamydiosis,Parrot,2
1993,AI,Epidemics to be fought,Salmonellosis,Chicken,3
1993,ZH,Epidemics to be fought,Salmonellosis,Cattle,6
1993,LU,Epidemics to be fought,European foulbrood of honey bees,Bees,10
1993,VS,Epidemics to be supervised,Varrosis of honey bees,Bees,10
1993,TG,Epidemics to be supervised,Q fever,Sheep,1
1993,TG,Epidemics to be fought,Salmonellosis,Cattle,2
1993,VD,Epidemics to be fought,European foulbrood of honey bees,Bees,2
1993,SZ,Epidemics to be fought,Sheep mange,Sheep,17
1993,BL,Epidemics to be eradicated,Enzootic bovine leukosis,Cattle,1
1993,LU,Epidemics to be fought,Salmonellosis,Cattle,4
1993,FR,Highly contagious epidemics,Classical swine fever,Pig,2
1993,VD,Epidemics to be fought,Sheep mange,Sheep,1
1993,UR,Epidemics to be supervised,Q fever,Cattle,1
1993,SG,Epidemics to be supervised,Q fever,Cattle,7
1993,GR,Epidemics to be fought,American foulbrood of honey bees,Bees,38
1993,ZG,Epidemics to be fought,American foulbrood of honey bees,Bees,1
1993,ZG,Epidemics to be fought,Sheep mange,Sheep,1
1993,ZH,Epidemics to be fought,Sheep mange,Sheep,1
1993,SG,Epidemics to be supervised,Varrosis of honey bees,Bees,16
1993,BL,Epidemics to be eradicated,Rabies,Fox,38
1993,SO,Epidemics to be fought,European foulbrood of honey bees,Bees,1
1993,SG,Epidemics to be fought,Leptospirosis,Cattle,8
1993,OW,Epidemics to be fought,Sheep mange,Sheep,1
1993,BE,Epidemics to be eradicated,Rabies,Cat,1
1993,BL,Epidemics to be eradicated,Rabies,Roe Deer,1
1993,AG,Epidemics to be eradicated,Rabies,Fox,19
1993,TG,Epidemics to be supervised,Varrosis of honey bees,Bees,2
1993,VS,Epidemics to be supervised,Blackleg,Cattle,1
1993,NW,Epidemics to be fought,Warble infestation,Cattle,1
1993,SG,Epidemics to be fought,Salmonellosis,Cattle,1
1993,BE,Epidemics to be supervised,Q fever,Cattle,16
1993,BL,Epidemics to be eradicated,Rabies,Cat,1
1993,TI,Epidemics to be fought,American foulbrood of honey bees,Bees,9
1993,VD,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,2
1993,FR,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,2
1993,BE,Epidemics to be eradicated,Scrapie,Goat,1
1993,AR,Epidemics to be fought,Leptospirosis,Cattle,3
1993,FR,Epidemics to be supervised,Q fever,Cattle,11
1993,BE,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,7
1993,SZ,Epidemics to be supervised,Q fever,Cattle,1
1993,GE,Epidemics to be fought,Myxomatosis,Rabbit,1
1993,NE,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,2
1993,VD,Epidemics to be fought,Avian infectious laryngotracheitis,Chicken,1
1993,FR,Epidemics to be fought,Salmonellosis,Cattle,1
1993,GR,Epidemics to be fought,European foulbrood of honey bees,Bees,10
1993,JU,Epidemics to be eradicated,Rabies,Fox,35
1993,BL,Epidemics to be eradicated,Rabies,Sheep,2
1993,AG,Epidemics to be fought,Salmonellosis,Pig,1
1993,BE,Epidemics to be fought,Salmonellosis,Cattle,8
1993,NE,Epidemics to be fought,American foulbrood of honey bees,Bees,2
1993,SZ,Epidemics to be fought,Salmonellosis,Chicken,1
1993,BE,Epidemics to be fought,Sheep mange,Sheep,25
1993,BE,Epidemics to be fought,Avian chlamydiosis,Pigeon,1
1993,GE,Epidemics to be fought,European foulbrood of honey bees,Bees,1
1993,SO,Epidemics to be fought,American foulbrood of honey bees,Bees,1
1993,GR,Epidemics to be supervised,Varrosis of honey bees,Bees,2
1993,SO,Epidemics to be fought,Myxomatosis,Rabbit,1
1993,JU,Epidemics to be fought,Salmonellosis,Cattle,1
1993,GR,Epidemics to be supervised,Q fever,Goat,1
