year,canton,diseasesGroup,diseases,species,count
2022,ZH,Epidemics to be supervised,Echinococcosis/hydatidosis,Horse,1
2022,LU,Epidemics to be supervised,Cryptosporidiosis,Cattle,2
2022,TG,Epidemics to be fought,Salmonellosis,Cattle,2
2022,TG,Epidemics to be fought,Enzootic pneumonia of swine,Pig,2
2022,SZ,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,1
2022,VS,Epidemics to be supervised,Campylobacteriosis,Dog,4
2022,VS,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,1
2022,VD,Epidemics to be supervised,Q fever,Cattle,48
2022,UR,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Goat,1
2022,SZ,Epidemics to be supervised,Trichinellosis,Wolf,1
2022,SO,Epidemics to be supervised,Tularemia,Hare,2
2022,BS,Epidemics to be supervised,Campylobacteriosis,Dog,1
2022,NW,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,2
2022,ZH,Epidemics to be supervised,Echinococcosis/hydatidosis,Other zoo animal,1
2022,BL,Epidemics to be supervised,Trichinellosis,Lynx,1
2022,NE,Epidemics to be fought,Salmonellosis,Snake,1
2022,UR,Epidemics to be supervised,Q fever,Cattle,2
2022,GR,Epidemics to be supervised,Q fever,Sheep,1
2022,FL,Epidemics to be supervised,Q fever,Cattle,1
2022,AG,Epidemics to be supervised,Yersiniosis,Dog,3
2022,VD,Epidemics to be supervised,Yersiniosis,Dog,1
2022,BE,Highly contagious epidemics,"Avian influenza, AI",Other wild bird,1
2022,BE,Epidemics to be eradicated,Viral haemorrhagic septicaemia,Fish,1
2022,AG,Epidemics to be supervised,Toxoplasmosis,Cat,2
2022,LU,Epidemics to be fought,Salmonellosis,Cattle,2
2022,LU,Epidemics to be fought,Swine actinobacillosis,Pig,4
2022,ZG,Epidemics to be supervised,Listeriosis,Sheep,1
2022,VD,Epidemics to be fought,Leptospirosis,Fox,1
2022,ZH,Epidemics to be supervised,Campylobacteriosis,Other pet,1
2022,GR,Epidemics to be fought,European foulbrood of honey bees,Bees,4
2022,VD,Epidemics to be supervised,Enzootic abortion of ewes,Goat,2
2022,BE,Epidemics to be supervised,Toxoplasmosis,Other wild animal,2
2022,AG,Epidemics to be supervised,Q fever,Cattle,1
2022,AG,Epidemics to be supervised,Varrosis of honey bees,Bees,1
2022,SG,Epidemics to be fought,Salmonellosis,Lizard,1
2022,ZH,Epidemics to be fought,Salmonellosis,Lizard,8
2022,SG,Epidemics to be fought,Salmonellosis,Dog,1
2022,GR,Epidemics to be supervised,Blackleg,Cattle,1
2022,BE,Epidemics to be supervised,Trichinellosis,Lynx,4
2022,VD,Epidemics to be supervised,Yersiniosis,Sheep,1
2022,AG,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,1
2022,SG,Epidemics to be supervised,Enzootic abortion of ewes,Goat,3
2022,LU,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,4
2022,NW,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Goat,1
2022,BE,Epidemics to be supervised,Yersiniosis,Other zoo animal,1
2022,GL,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Sheep,1
2022,OW,Epidemics to be fought,American foulbrood of honey bees,Bees,6
2022,ZH,Epidemics to be supervised,Echinococcosis/hydatidosis,Dog,3
2022,SG,Epidemics to be fought,Myxomatosis,Rabbit,1
2022,SO,Epidemics to be supervised,Echinococcosis/hydatidosis,Dog,1
2022,SG,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,14
2022,VD,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,6
2022,ZH,Epidemics to be fought,Avian salmonellosis,Chicken,3
2022,SO,Epidemics to be fought,Salmonellosis,Cattle,1
2022,AR,Epidemics to be supervised,Q fever,Cattle,7
2022,AR,Epidemics to be supervised,Q fever,Goat,1
2022,AG,Epidemics to be fought,Avian chlamydiosis,Budgerigar,1
2022,FR,Epidemics to be supervised,Q fever,Goat,1
2022,ZH,Epidemics to be fought,Contagious equine metritis,Horse,1
2022,BE,Epidemics to be supervised,Listeriosis,Cattle,1
2022,TG,Epidemics to be fought,European foulbrood of honey bees,Bees,5
2022,VD,Epidemics to be supervised,Listeriosis,Cattle,1
2022,SZ,Epidemics to be fought,Salmonellosis,Goat,1
2022,AG,Epidemics to be fought,Salmonellosis,Dog,5
2022,VD,Epidemics to be supervised,Campylobacteriosis,Cat,1
2022,GL,Epidemics to be supervised,Listeriosis,Cattle,1
2022,BE,Epidemics to be fought,Salmonellosis,Cattle,6
2022,BS,Epidemics to be fought,Crayfish plague (Aphanomyces astaci),Crayfish,1
2022,NW,Epidemics to be supervised,Trichinellosis,Lynx,1
2022,FR,Epidemics to be supervised,Maedi-visna,Sheep,1
2022,VS,Epidemics to be supervised,Ovine pulmonary adenomatosis,Sheep,2
2022,VS,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Sheep,3
2022,AI,Epidemics to be supervised,Q fever,Cattle,8
2022,BE,Epidemics to be supervised,Yersiniosis,Dog,1
2022,LU,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,3
2022,GR,Epidemics to be supervised,Echinococcosis/hydatidosis,Dog,1
2022,NE,Epidemics to be fought,Salmonellosis,Cat,1
2022,SG,Epidemics to be supervised,Toxoplasmosis,Other pet,1
2022,NE,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,2
2022,NE,Epidemics to be supervised,Cryptosporidiosis,Cattle,1
2022,AG,Epidemics to be fought,Paratuberculosis,Cattle,2
2022,LU,Epidemics to be supervised,Campylobacteriosis,Horse,1
2022,ZH,Epidemics to be supervised,Campylobacteriosis,Chicken,1
2022,AG,Epidemics to be supervised,Listeriosis,Cat,1
2022,ZH,Epidemics to be supervised,Campylobacteriosis,Other zoo animal,1
2022,TG,Epidemics to be supervised,Cryptosporidiosis,Cattle,3
2022,VD,Epidemics to be supervised,Q fever,Sheep,1
2022,JU,Highly contagious epidemics,Newcastle disease,Chicken,1
2022,UR,Epidemics to be supervised,Campylobacteriosis,Dog,1
2022,TG,Epidemics to be supervised,Campylobacteriosis,Chicken,1
2022,ZH,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Sheep,1
2022,VD,Epidemics to be supervised,Trichinellosis,Wolf,1
2022,VS,Epidemics to be fought,Salmonellosis,Dog,1
2022,UR,Epidemics to be supervised,Q fever,Sheep,1
2022,VD,Epidemics to be supervised,Cryptosporidiosis,Cattle,7
2022,NW,Epidemics to be fought,Paratuberculosis,Cattle,1
2022,SZ,Epidemics to be fought,Paratuberculosis,Cattle,3
2022,VD,Epidemics to be fought,Salmonellosis,Cat,4
2022,FL,Epidemics to be fought,Salmonellosis,Cattle,1
2022,ZH,Epidemics to be supervised,Echinococcosis/hydatidosis,Other wild animal,1
2022,SO,Epidemics to be supervised,Campylobacteriosis,Dog,1
2022,AG,Epidemics to be fought,Salmonellosis,Cattle,3
2022,GR,Epidemics to be supervised,Enzootic abortion of ewes,Cattle,1
2022,BE,Epidemics to be supervised,Neosporosis,Cattle,2
2022,JU,Epidemics to be supervised,Tularemia,Hare,2
2022,LU,Epidemics to be fought,Paratuberculosis,Cattle,3
2022,VD,Epidemics to be supervised,Tularemia,Hare,1
2022,FR,Epidemics to be supervised,Campylobacteriosis,Monkey,1
2022,AI,Epidemics to be fought,Swine actinobacillosis,Pig,1
2022,VD,Epidemics to be supervised,Campylobacteriosis,Other wild bird,1
2022,VS,Epidemics to be fought,Paratuberculosis,Sheep,1
2022,BS,Epidemics to be fought,Salmonellosis,Snake,5
2022,BE,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,10
2022,AI,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,3
2022,AG,Epidemics to be supervised,Campylobacteriosis,Dog,5
2022,SH,Epidemics to be fought,Salmonellosis,Cattle,1
2022,NE,Epidemics to be supervised,Echinococcosis/hydatidosis,Dog,1
2022,VS,Epidemics to be supervised,Trichinellosis,Wolf,2
2022,SZ,Epidemics to be fought,European foulbrood of honey bees,Bees,1
2022,GR,Epidemics to be supervised,Q fever,Cattle,1
2022,VS,Epidemics to be fought,Salmonellosis,Pigeon,1
2022,SG,Epidemics to be supervised,Campylobacteriosis,Cat,1
2022,NE,Epidemics to be supervised,Campylobacteriosis,Dog,1
2022,ZH,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,4
2022,GR,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Sheep,2
2022,FR,Epidemics to be supervised,Ovine pulmonary adenomatosis,Sheep,1
2022,BE,Epidemics to be fought,European foulbrood of honey bees,Bees,24
2022,FR,Epidemics to be supervised,Q fever,Cattle,65
2022,ZH,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,3
2022,BE,Epidemics to be supervised,Maedi-visna,Sheep,1
2022,ZH,Highly contagious epidemics,"Avian influenza, AI",Other wild bird,1
2022,ZH,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,9
2022,SZ,Epidemics to be supervised,Listeriosis,Cattle,1
2022,ZH,Epidemics to be supervised,Campylobacteriosis,Dog,12
2022,GR,Epidemics to be fought,Paratuberculosis,Sheep,2
2022,TG,Epidemics to be supervised,Listeriosis,Cattle,1
2022,TG,Epidemics to be fought,American foulbrood of honey bees,Bees,2
2022,ZH,Epidemics to be supervised,Yersiniosis,Dog,4
2022,AG,Epidemics to be fought,Salmonellosis,Horse,3
2022,SG,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Sheep,1
2022,ZG,Epidemics to be supervised,Echinococcosis/hydatidosis,Fox,2
2022,BE,Epidemics to be fought,Avian salmonellosis,Chicken,2
2022,OW,Epidemics to be fought,European foulbrood of honey bees,Bees,7
2022,BE,Epidemics to be supervised,Campylobacteriosis,Cat,3
2022,VS,Epidemics to be fought,American foulbrood of honey bees,Bees,4
2022,BL,Epidemics to be fought,Avian infectious laryngotracheitis,Chicken,1
2022,VS,Epidemics to be fought,Paratuberculosis,Cattle,1
2022,SO,Epidemics to be supervised,Campylobacteriosis,Horse,1
2022,ZH,Epidemics to be fought,Salmonellosis,Snake,5
2022,BE,Epidemics to be supervised,Cryptosporidiosis,Cattle,9
2022,SZ,Epidemics to be supervised,Campylobacteriosis,Cattle,1
2022,ZH,Epidemics to be fought,Salmonellosis,Turtle,1
2022,TG,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,2
2022,SO,Epidemics to be supervised,Cryptosporidiosis,Cattle,1
2022,GE,Epidemics to be fought,American foulbrood of honey bees,Bees,2
2022,BS,Epidemics to be supervised,Toxoplasmosis,Monkey,1
2022,TI,Epidemics to be supervised,Listeriosis,Sheep,1
2022,BE,Epidemics to be fought,Salmonellosis,Other wild bird,1
2022,TG,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,19
2022,SG,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Goat,3
2022,TG,Epidemics to be supervised,Q fever,Cattle,8
2022,TG,Epidemics to be fought,Salmonellosis,Dog,2
2022,BE,Epidemics to be supervised,Campylobacteriosis,Dog,4
2022,LU,Epidemics to be supervised,Q fever,Cattle,10
2022,GR,Epidemics to be fought,Salmonellosis,Sheep,1
2022,VD,Epidemics to be fought,Salmonellosis,Cattle,3
2022,VD,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,5
2022,LU,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Sheep,1
2022,FR,Epidemics to be fought,Crayfish plague (Aphanomyces astaci),Crayfish,1
2022,SG,Epidemics to be fought,Salmonellosis,Snake,2
2022,ZH,Epidemics to be fought,Salmonellosis,Horse,1
2022,FR,Epidemics to be fought,Avian infectious laryngotracheitis,Chicken,1
2022,SZ,Epidemics to be supervised,Q fever,Cattle,2
2022,VD,Epidemics to be fought,Avian chlamydiosis,Budgerigar,2
2022,SG,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,7
2022,LU,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Goat,1
2022,UR,Epidemics to be supervised,Neosporosis,Cattle,1
2022,FR,Epidemics to be fought,Salmonellosis,Horse,1
2022,VD,Epidemics to be fought,Salmonellosis,Dog,2
2022,AG,Epidemics to be supervised,Listeriosis,Cattle,1
2022,NE,Epidemics to be fought,Salmonellosis,Dog,2
2022,AG,Epidemics to be supervised,Echinococcosis/hydatidosis,Boar,2
2022,TG,Epidemics to be supervised,Tularemia,Hare,1
2022,LU,Highly contagious epidemics,"Avian influenza, AI",Other wild bird,1
2022,ZH,Epidemics to be supervised,Echinococcosis/hydatidosis,Fox,1
2022,AR,Epidemics to be supervised,Q fever,Sheep,1
2022,BS,Epidemics to be fought,Salmonellosis,Pigeon,1
2022,TI,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,1
2022,ZH,Epidemics to be fought,Salmonellosis,Dog,5
2022,ZH,Epidemics to be supervised,Ovine pulmonary adenomatosis,Sheep,2
2022,GE,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,2
2022,AR,Epidemics to be supervised,Varrosis of honey bees,Bees,2
2022,BE,Epidemics to be fought,Salmonellosis,Horse,4
2022,FR,Epidemics to be fought,Paratuberculosis,Cattle,9
2022,NW,Epidemics to be supervised,Q fever,Cattle,3
2022,FR,Epidemics to be supervised,Yersiniosis,Dog,1
2022,NW,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,5
2022,GR,Epidemics to be fought,Paratuberculosis,Goat,7
2022,SH,Epidemics to be fought,Avian salmonellosis,Chicken,1
2022,TG,Epidemics to be fought,Paratuberculosis,Cattle,2
2022,SZ,Epidemics to be fought,American foulbrood of honey bees,Bees,2
2022,SG,Epidemics to be fought,Avian chlamydiosis,Budgerigar,1
2022,SG,Epidemics to be supervised,Q fever,Goat,1
2022,GR,Epidemics to be supervised,Q fever,Goat,2
2022,AR,Epidemics to be fought,European foulbrood of honey bees,Bees,1
2022,ZH,Epidemics to be supervised,Q fever,Cattle,1
2022,ZH,Highly contagious epidemics,Newcastle disease,Chicken,1
2022,VD,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,5
2022,SO,Epidemics to be fought,European foulbrood of honey bees,Bees,1
2022,VD,Epidemics to be fought,Paratuberculosis,Cattle,20
2022,TG,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,2
2022,FR,Epidemics to be supervised,Campylobacteriosis,Cattle,1
2022,VS,Epidemics to be supervised,Q fever,Goat,1
2022,OW,Epidemics to be supervised,Q fever,Cattle,3
2022,NE,Epidemics to be supervised,Q fever,Cattle,5
2022,NE,Epidemics to be fought,Paratuberculosis,Cattle,2
2022,JU,Epidemics to be fought,Paratuberculosis,Cattle,6
2022,FL,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Goat,1
2022,TG,Epidemics to be supervised,Q fever,Sheep,1
2022,SO,Epidemics to be fought,Paratuberculosis,Cattle,1
2022,LU,Epidemics to be fought,European foulbrood of honey bees,Bees,9
2022,ZH,Epidemics to be fought,Salmonellosis,Fox,1
2022,BE,Epidemics to be supervised,Campylobacteriosis,Monkey,2
2022,LU,Epidemics to be supervised,Q fever,Sheep,1
2023,FR,Epidemics to be supervised,Echinococcosis/hydatidosis,Dog,2
2023,BE,Epidemics to be supervised,Q fever,Goat,4
2023,ZH,Highly contagious epidemics,"Avian influenza, AI",Raptors,3
2023,GE,Epidemics to be fought,American foulbrood of honey bees,Bees,3
2023,BS,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,1
2023,SG,Epidemics to be fought,Salmonellosis,Cattle,1
2023,UR,,"Infection with Mycobacterium tuberculosis complex (M. bovis, M. caprae, M. tuberculosis) in animals other than bovine, buffalo and bison",Other pet,1
2023,VD,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,4
2023,VS,Epidemics to be supervised,Cryptosporidiosis,Cattle,2
2023,SZ,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,1
2023,FR,Epidemics to be supervised,Neosporosis,Cattle,2
2023,FR,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,1
2023,VS,Epidemics to be supervised,Q fever,Sheep,5
2023,LU,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Goat,4
2023,GE,Epidemics to be supervised,Campylobacteriosis,Budgerigar,1
2023,VS,Epidemics to be supervised,Q fever,Cattle,11
2023,GR,Epidemics to be supervised,Neosporosis,Cattle,6
2023,VD,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,2
2023,ZH,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,1
2023,VD,Epidemics to be supervised,Campylobacteriosis,Cattle,1
2023,JU,Epidemics to be supervised,Enzootic abortion of ewes,Goat,1
2023,SG,Epidemics to be fought,Crayfish plague (Aphanomyces astaci),Crayfish,1
2023,LU,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Sheep,2
2023,GR,Epidemics to be supervised,Enzootic abortion of ewes,Goat,1
2023,BL,Highly contagious epidemics,"Avian influenza, AI",Other wild bird,1
2023,AG,Epidemics to be fought,Paratuberculosis,Cattle,1
2023,FR,Epidemics to be fought,Swine actinobacillosis,Pig,1
2023,FR,Epidemics to be fought,Avian salmonellosis,Turkey,1
2023,VD,Epidemics to be supervised,Maedi-visna,Sheep,1
2023,SZ,Epidemics to be supervised,Q fever,Cattle,4
2023,AI,Epidemics to be fought,Enzootic pneumonia of swine,Pig,4
2023,TG,Epidemics to be fought,American foulbrood of honey bees,Bees,3
2023,FR,Highly contagious epidemics,"Avian influenza, AI",Other wild bird,2
2023,ZH,Epidemics to be fought,Salmonellosis,Cat,5
2023,GR,Epidemics to be fought,European foulbrood of honey bees,Bees,5
2023,AR,Epidemics to be supervised,Toxoplasmosis,Cat,1
2023,LU,Epidemics to be supervised,Maedi-visna,Sheep,1
2023,SG,Epidemics to be supervised,Enzootic abortion of ewes,Goat,2
2023,LU,Epidemics to be supervised,Campylobacteriosis,Quail,1
2023,SG,Epidemics to be supervised,Neosporosis,Cattle,2
2023,BE,Epidemics to be fought,European foulbrood of honey bees,Bees,56
2023,SZ,Epidemics to be supervised,Cryptosporidiosis,Cattle,3
2023,VD,Epidemics to be fought,American foulbrood of honey bees,Bees,7
2023,ZH,Epidemics to be fought,Salmonellosis,Horse,3
2023,LU,Epidemics to be supervised,Listeriosis,Cattle,1
2023,BE,Epidemics to be supervised,Campylobacteriosis,Cattle,2
2023,SZ,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,3
2023,GR,Epidemics to be fought,Paratuberculosis,Goat,4
2023,GR,Epidemics to be supervised,Q fever,Cattle,2
2023,GE,Epidemics to be supervised,Campylobacteriosis,Cat,1
2023,VD,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,5
2023,GR,Epidemics to be supervised,Ovine pulmonary adenomatosis,Sheep,2
2023,TI,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,2
2023,BE,Epidemics to be fought,Salmonellosis,Dog,4
2023,TG,,Avian mycoplasmosis (Mycoplasma gallisepticum and M. meleagridis),Chicken,1
2023,BE,Epidemics to be supervised,Echinococcosis/hydatidosis,Dog,1
2023,AG,Epidemics to be fought,Swine actinobacillosis,Pig,2
2023,SH,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Sheep,1
2023,GE,Epidemics to be fought,Crayfish plague (Aphanomyces astaci),Crayfish,1
2023,SG,Epidemics to be supervised,Toxoplasmosis,Cat,2
2023,VD,Epidemics to be supervised,Listeriosis,Sheep,1
2023,ZH,Epidemics to be supervised,Enzootic abortion of ewes,Goat,1
2023,SZ,Epidemics to be supervised,Enzootic abortion of ewes,Cattle,1
2023,ZH,Epidemics to be fought,Salmonellosis,Cattle,8
2023,SG,Epidemics to be fought,Salmonellosis,Snake,3
2023,SZ,Epidemics to be supervised,Q fever,Sheep,1
2023,SG,Epidemics to be supervised,Campylobacteriosis,Dog,1
2023,TG,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,1
2023,VS,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,2
2023,GL,Epidemics to be supervised,Listeriosis,Cattle,1
2023,ZH,Epidemics to be fought,Avian salmonellosis,Pigeon,1
2023,TG,Epidemics to be supervised,Campylobacteriosis,Cattle,1
2023,BE,Epidemics to be fought,Salmonellosis,Cat,2
2023,NW,Epidemics to be fought,European foulbrood of honey bees,Bees,2
2023,BS,Epidemics to be supervised,Campylobacteriosis,Monkey,4
2023,SG,Highly contagious epidemics,"Avian influenza, AI",Other wild bird,2
2023,BE,Epidemics to be fought,Salmonellosis,Cattle,4
2023,SG,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,6
2023,JU,Epidemics to be supervised,Q fever,Cattle,7
2023,ZH,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Sheep,1
2023,VS,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,3
2023,VS,,Avian mycoplasmosis (Mycoplasma gallisepticum and M. meleagridis),Chicken,1
2023,AR,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Goat,3
2023,ZH,Epidemics to be fought,European foulbrood of honey bees,Bees,11
2023,GR,Epidemics to be supervised,Q fever,Sheep,1
2023,BE,Epidemics to be supervised,Q fever,Sheep,2
2023,JU,Epidemics to be supervised,Echinococcosis/hydatidosis,Dog,1
2023,ZH,Epidemics to be supervised,Campylobacteriosis,Dog,7
2023,ZG,Epidemics to be fought,Swine actinobacillosis,Pig,1
2023,SO,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,1
2023,VS,Epidemics to be supervised,Varrosis of honey bees,Bees,15
2023,AG,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,8
2023,SO,Epidemics to be fought,Salmonellosis,Cattle,3
2023,JU,Epidemics to be fought,Paratuberculosis,Cattle,7
2023,AG,Epidemics to be fought,Salmonellosis,Dog,7
2023,JU,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Sheep,1
2023,BS,,"Infection with Mycobacterium tuberculosis complex (M. bovis, M. caprae, M. tuberculosis) in animals other than bovine, buffalo and bison",Other zoo animal,2
2023,SG,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Sheep,3
2023,BE,Epidemics to be fought,Paratuberculosis,Sheep,1
2023,BE,Epidemics to be supervised,Listeriosis,Chicken,1
2023,BE,Epidemics to be supervised,Neosporosis,Cattle,1
2023,GE,Epidemics to be supervised,Neosporosis,Dog,1
2023,SG,Epidemics to be supervised,Campylobacteriosis,Cattle,3
2023,VD,Epidemics to be supervised,Toxoplasmosis,Cat,2
2023,AG,Epidemics to be supervised,Echinococcosis/hydatidosis,Cat,1
2023,GR,Epidemics to be supervised,Trichinellosis,Wolf,2
2023,BL,Epidemics to be fought,Avian salmonellosis,Chicken,1
2023,FR,Epidemics to be fought,European foulbrood of honey bees,Bees,2
2023,VS,Epidemics to be supervised,Q fever,Goat,3
2023,SZ,Epidemics to be supervised,Cryptosporidiosis,Dog,1
2023,SO,Epidemics to be fought,European foulbrood of honey bees,Bees,1
2023,BS,Epidemics to be fought,Salmonellosis,Other zoo animal,1
2023,VS,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Sheep,1
2023,GL,Epidemics to be fought,European foulbrood of honey bees,Bees,7
2023,SO,Epidemics to be supervised,Toxoplasmosis,Hare,1
2023,GR,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,1
2023,LU,Epidemics to be supervised,Q fever,Cattle,10
2023,TG,Epidemics to be supervised,Tularemia,Hare,1
2023,LU,Epidemics to be fought,Salmonellosis,Cattle,7
2023,BE,Epidemics to be supervised,Campylobacteriosis,Cat,3
2023,AG,Epidemics to be supervised,Cryptosporidiosis,Cattle,1
2023,BE,Epidemics to be supervised,Cryptosporidiosis,Cattle,4
2023,GR,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Goat,3
2023,SG,Epidemics to be fought,Enzootic pneumonia of swine,Pig,1
2023,BE,Epidemics to be fought,Enzootic pneumonia of swine,Pig,1
2023,BE,Epidemics to be supervised,Equine viral arteritis,Horse,1
2023,BE,Epidemics to be supervised,Campylobacteriosis,Dog,6
2023,ZH,Epidemics to be fought,Salmonellosis,Lizard,6
2023,AR,Epidemics to be fought,Salmonellosis,Sheep,1
2023,VS,Epidemics to be supervised,Campylobacteriosis,Dog,3
2023,BE,Epidemics to be fought,American foulbrood of honey bees,Bees,1
2023,NE,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,1
2023,BL,Epidemics to be supervised,Cryptosporidiosis,Cattle,1
2023,TG,Epidemics to be eradicated,Infectious haematopoietic necrosis,Fish,1
2023,BS,Epidemics to be supervised,Toxoplasmosis,Cat,1
2023,BE,Epidemics to be supervised,Cryptosporidiosis,Goat,2
2023,AG,Epidemics to be fought,Avian salmonellosis,Chicken,2
2023,ZH,Epidemics to be supervised,Campylobacteriosis,Other wild bird,2
2023,NE,Epidemics to be fought,Swine actinobacillosis,Pig,1
2023,SZ,Epidemics to be supervised,Trichinellosis,Wolf,1
2023,FR,Epidemics to be supervised,Campylobacteriosis,Other zoo animal,3
2023,FR,Epidemics to be fought,Paratuberculosis,Goat,1
2023,AG,,"Infection with Mycobacterium tuberculosis complex (M. bovis, M. caprae, M. tuberculosis) in animals other than bovine, buffalo and bison",Cat,1
2023,LU,Epidemics to be fought,European foulbrood of honey bees,Bees,7
2023,BS,Epidemics to be fought,Salmonellosis,Snake,2
2023,SH,Highly contagious epidemics,"Avian influenza, AI",Raptors,1
2023,NE,Epidemics to be supervised,Q fever,Cattle,18
2023,TG,Epidemics to be fought,Salmonellosis,Dog,1
2023,AG,Epidemics to be eradicated,Viral haemorrhagic septicaemia,Fish,1
2023,AI,Epidemics to be supervised,Q fever,Cattle,13
2023,SO,Epidemics to be supervised,Campylobacteriosis,Dog,2
2023,FR,Epidemics to be fought,Paratuberculosis,Cattle,10
2023,GE,Epidemics to be supervised,Varrosis of honey bees,Bees,16
2023,SG,Epidemics to be fought,Paratuberculosis,Cattle,1
2023,TG,Epidemics to be fought,Avian salmonellosis,Chicken,1
2023,ZH,Highly contagious epidemics,"Avian influenza, AI",Other wild bird,62
2023,SG,Epidemics to be fought,Avian salmonellosis,Chicken,2
2023,BE,Epidemics to be fought,Paratuberculosis,Stag,1
2023,AG,Epidemics to be supervised,Cryptosporidiosis,Turtle,1
2023,BE,Epidemics to be fought,Salmonellosis,Snake,3
2023,SG,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,9
2023,VS,Epidemics to be supervised,Maedi-visna,Sheep,2
2023,SH,Epidemics to be supervised,Neosporosis,Cattle,1
2023,LU,Epidemics to be supervised,Neosporosis,Cattle,8
2023,GR,Epidemics to be fought,Paratuberculosis,Cattle,5
2023,ZH,Highly contagious epidemics,"Avian influenza, AI",Other domestic bird,1
2023,SH,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,1
2023,JU,Epidemics to be fought,Salmonellosis,Dog,1
2023,VD,Epidemics to be supervised,Q fever,Goat,1
2023,TG,Epidemics to be fought,European foulbrood of honey bees,Bees,10
2023,SH,Epidemics to be supervised,Tularemia,Hare,1
2023,GR,Epidemics to be supervised,Enzootic abortion of ewes,Cattle,1
2023,BE,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Goat,9
2023,TI,Epidemics to be supervised,Listeriosis,Goat,1
2023,TG,Epidemics to be supervised,Listeriosis,Cattle,1
2023,SG,Epidemics to be fought,European foulbrood of honey bees,Bees,7
2023,ZH,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,1
2023,OW,Epidemics to be fought,American foulbrood of honey bees,Bees,11
