Geschlecht,Sprachregion,Altersgruppe,Frage,Antwort,Anzahl
g2,de,10bis13,c09B_08,a73,6
All,de,6bis9,c09B_02,a73,56
g1,it,10bis13,c09B_11,a73,0
All,CH,14bis17,c09B_10,a73,78
All,de,All,c09B_07,a73,300
g2,fr,14bis17,c09B_08,a73,2
g1,CH,14bis17,c09B_03,a73,16
g1,CH,10bis13,c09B_01,a73,0
g1,fr,14bis17,c09B_11,a73,2
g2,de,All,c09B_03,a73,53
g2,de,All,c09B_09,a73,29
All,fr,6bis9,c09B_05,a73,31
g1,CH,6bis9,c09B_12,a73,0
All,de,6bis9,c09B_01,a73,0
All,CH,14bis17,c09B_07,a73,125
g2,de,10bis13,c09B_11,a73,0
g2,it,All,c09B_04,a73,8
All,it,All,c09B_04,a73,16
g1,CH,All,c09B_12,a73,15
g1,it,6bis9,c09B_12,a73,0
g1,fr,14bis17,c09B_04,a73,13
g2,fr,6bis9,c09B_12,a73,0
g1,CH,14bis17,c09B_02,a73,29
All,CH,6bis9,c09B_05,a73,205
g1,CH,10bis13,c09B_02,a73,33
g1,fr,14bis17,c09B_05,a73,10
g2,fr,14bis17,c09B_09,a73,2
g1,it,6bis9,c09B_11,a73,0
All,it,All,c09B_01,a73,0
g1,it,10bis13,c09B_10,a73,0
g1,CH,6bis9,c09B_11,a73,0
All,CH,All,c09B_11,a73,40
All,fr,6bis9,c09B_09,a73,0
g2,fr,All,c09B_08,a72,10
g1,fr,14bis17,c09B_12,a72,4
g1,fr,14bis17,c09B_09,a72,4
g2,CH,All,c09B_06,a72,202
g2,fr,All,c09B_07,a72,26
g2,it,10bis13,c09B_08,a72,0
All,CH,All,c09B_05,a72,428
All,CH,6bis9,c09B_06,a72,157
g2,de,All,c09B_03,a72,67
g1,CH,All,c09B_05,a72,204
g2,it,14bis17,c09B_04,a72,4
g2,it,6bis9,c09B_06,a72,5
g2,it,6bis9,c09B_02,a72,0
g2,de,14bis17,c09B_08,a72,27
g1,fr,10bis13,c09B_03,a72,4
g2,it,14bis17,c09B_09,a72,1
All,CH,6bis9,c09B_02,a72,45
g1,CH,All,c09B_06,a72,144
g1,de,14bis17,c09B_01,a72,4
g1,fr,14bis17,c09B_11,a72,6
g2,de,All,c09B_05,a72,175
g1,it,All,c09B_11,a72,1
g2,CH,All,c09B_09,a72,50
g2,fr,All,c09B_12,a72,10
g2,it,All,c09B_08,a72,2
g1,fr,All,c09B_06,a72,39
g1,fr,All,c09B_01,a72,0
g1,fr,6bis9,c09B_08,a72,0
g2,CH,All,c09B_07,a72,187
g1,fr,All,c09B_05,a72,39
g2,de,14bis17,c09B_04,a72,25
g2,it,10bis13,c09B_07,a72,4
g1,fr,14bis17,c09B_10,a72,3
g1,fr,All,c09B_03,a72,16
g2,de,All,c09B_01,a72,0
g2,it,14bis17,c09B_12,a72,3
g1,fr,14bis17,c09B_08,a72,11
g1,CH,All,c09B_10,a72,23
g1,fr,All,c09B_02,a72,11
g1,fr,10bis13,c09B_01,a72,0
All,CH,6bis9,c09B_07,a72,120
g2,de,6bis9,c09B_11,a72,0
g2,it,6bis9,c09B_01,a72,0
g2,it,6bis9,c09B_04,a72,2
g1,fr,6bis9,c09B_11,a72,0
g2,fr,All,c09B_10,a72,7
g2,de,All,c09B_04,a72,113
g2,de,14bis17,c09B_02,a72,33
g2,fr,6bis9,c09B_09,a72,0
g2,it,All,c09B_07,a72,11
g1,fr,10bis13,c09B_02,a72,2
g1,fr,6bis9,c09B_09,a72,2
g2,it,6bis9,c09B_05,a72,2
g2,it,All,c09B_06,a72,10
g2,fr,All,c09B_11,a72,8
All,CH,6bis9,c09B_12,a72,0
g2,it,All,c09B_01,a72,0
g2,de,All,c09B_02,a72,67
All,CH,10bis13,c09B_01,a72,0
g2,de,14bis17,c09B_06,a72,42
All,CH,10bis13,c09B_06,a72,122
g1,CH,All,c09B_11,a72,30
g2,it,10bis13,c09B_01,a72,0
g2,CH,All,c09B_03,a72,83
g1,fr,6bis9,c09B_12,a72,0
g1,it,All,c09B_12,a72,0
g2,fr,All,c09B_09,a72,1
g1,fr,All,c09B_04,a72,32
g2,it,6bis9,c09B_03,a72,0
g2,CH,All,c09B_08,a72,59
g1,fr,6bis9,c09B_10,a72,0
All,CH,6bis9,c09B_01,a72,0
g2,it,All,c09B_05,a72,9
g1,fr,6bis9,c09B_07,a72,10
g2,it,14bis17,c09B_08,a72,2
g2,de,All,c09B_09,a72,48
g1,it,All,c09B_02,a72,2
g2,fr,All,c09B_01,a72,0
g1,fr,10bis13,c09B_12,a72,0
g1,fr,14bis17,c09B_05,a72,13
g2,it,10bis13,c09B_04,a72,3
g2,fr,All,c09B_02,a72,17
g1,it,All,c09B_07,a72,9
g2,CH,All,c09B_04,a72,147
g1,fr,6bis9,c09B_01,a72,0
All,CH,6bis9,c09B_04,a72,103
g2,it,All,c09B_10,a72,0
g2,it,6bis9,c09B_12,a72,0
g2,it,14bis17,c09B_07,a72,3
g2,it,10bis13,c09B_11,a72,0
g1,fr,All,c09B_12,a72,4
g2,it,10bis13,c09B_09,a72,0
g2,CH,All,c09B_01,a72,0
g1,fr,10bis13,c09B_07,a72,10
g2,fr,6bis9,c09B_10,a72,0
g2,it,14bis17,c09B_01,a72,0
g1,fr,6bis9,c09B_02,a72,5
g2,de,All,c09B_08,a72,47
g1,fr,14bis17,c09B_06,a72,6
g1,CH,All,c09B_09,a72,116
g1,fr,14bis17,c09B_01,a72,0
g1,it,All,c09B_06,a72,8
g1,fr,10bis13,c09B_08,a72,5
g2,it,All,c09B_09,a72,1
g2,it,14bis17,c09B_11,a72,2
g2,it,All,c09B_04,a72,9
g1,it,All,c09B_04,a72,5
g1,fr,14bis17,c09B_03,a72,5
g1,fr,10bis13,c09B_09,a72,4
All,CH,10bis13,c09B_03,a72,55
g1,fr,10bis13,c09B_10,a72,0
g2,it,10bis13,c09B_05,a72,3
g2,it,14bis17,c09B_02,a72,0
g2,it,14bis17,c09B_06,a72,3
g1,it,All,c09B_03,a72,4
g1,fr,14bis17,c09B_04,a72,8
g2,de,All,c09B_12,a72,45
g2,de,All,c09B_11,a72,32
g1,CH,All,c09B_08,a72,80
g2,de,14bis17,c09B_07,a72,51
g2,it,14bis17,c09B_10,a72,0
g2,it,10bis13,c09B_10,a72,0
g1,it,All,c09B_05,a72,8
g1,fr,10bis13,c09B_11,a72,0
g1,fr,14bis17,c09B_02,a72,4
g1,CH,All,c09B_12,a72,26
All,CH,6bis9,c09B_10,a72,0
g2,de,14bis17,c09B_05,a72,47
g2,it,All,c09B_11,a72,2
g2,it,All,c09B_03,a72,1
g2,it,6bis9,c09B_11,a72,0
g2,de,6bis9,c09B_12,a72,0
g2,it,All,c09B_02,a72,0
g2,de,14bis17,c09B_03,a72,34
g2,it,14bis17,c09B_03,a72,1
g1,fr,6bis9,c09B_05,a72,9
g1,it,All,c09B_09,a72,4
g2,fr,All,c09B_06,a72,34
g2,it,All,c09B_12,a72,3
g2,de,All,c09B_10,a72,34
g2,it,6bis9,c09B_08,a72,0
g1,fr,All,c09B_08,a72,16
g2,CH,All,c09B_02,a72,84
g1,fr,6bis9,c09B_06,a72,21
g2,de,All,c09B_07,a72,150
All,CH,6bis9,c09B_08,a72,5
g1,fr,10bis13,c09B_04,a72,16
g2,it,10bis13,c09B_02,a72,0
g2,de,14bis17,c09B_01,a72,0
g2,de,All,c09B_06,a72,158
g2,it,10bis13,c09B_12,a72,0
g1,fr,All,c09B_07,a72,26
All,CH,10bis13,c09B_05,a72,150
g1,it,All,c09B_10,a72,1
g2,it,14bis17,c09B_05,a72,4
g2,it,6bis9,c09B_07,a72,4
g1,fr,14bis17,c09B_07,a72,6
g1,fr,All,c09B_09,a72,10
All,CH,10bis13,c09B_02,a72,41
g2,it,6bis9,c09B_10,a72,0
g1,fr,All,c09B_11,a72,6
All,CH,6bis9,c09B_09,a72,26
g1,it,All,c09B_08,a72,3
All,CH,10bis13,c09B_04,a72,144
g2,fr,6bis9,c09B_12,a72,0
All,CH,All,c09B_04,a72,337
All,CH,6bis9,c09B_11,a72,0
g2,fr,All,c09B_03,a72,15
g1,fr,6bis9,c09B_03,a72,7
g1,fr,10bis13,c09B_06,a72,12
All,CH,6bis9,c09B_05,a72,163
g2,it,10bis13,c09B_03,a72,0
All,CH,6bis9,c09B_03,a72,46
g2,fr,All,c09B_04,a72,25
g2,CH,All,c09B_05,a72,224
g1,CH,All,c09B_07,a72,182
g2,fr,6bis9,c09B_11,a72,0
g1,fr,All,c09B_10,a72,3
g1,fr,6bis9,c09B_04,a72,8
g2,fr,All,c09B_05,a72,40
g1,de,All,c09B_12,a72,22
g1,fr,10bis13,c09B_05,a72,17
g2,it,6bis9,c09B_09,a72,0
g2,it,10bis13,c09B_06,a72,2
g1,it,All,c09B_01,a72,0
All,fr,14bis17,c09B_01,a72,0
g1,de,14bis17,c09B_02,a72,4
g1,CH,6bis9,c09B_03,a72,28
All,de,10bis13,c09B_03,a72,44
All,it,14bis17,c09B_11,a72,3
All,de,10bis13,c09B_02,a72,29
All,fr,All,c09B_10,a72,10
All,it,14bis17,c09B_12,a72,3
All,de,10bis13,c09B_01,a72,0
All,de,All,c09B_01,a72,4
g2,fr,10bis13,c09B_12,a72,0
g1,CH,6bis9,c09B_01,a72,0
All,de,6bis9,c09B_12,a72,0
g1,CH,6bis9,c09B_02,a72,26
All,de,6bis9,c09B_11,a72,0
All,it,14bis17,c09B_02,a72,0
g1,CH,6bis9,c09B_04,a72,49
All,de,6bis9,c09B_10,a72,0
All,fr,All,c09B_11,a72,14
All,CH,14bis17,c09B_12,a72,84
All,de,6bis9,c09B_09,a72,24
g1,CH,6bis9,c09B_05,a72,82
g2,de,10bis13,c09B_05,a72,58
g1,CH,6bis9,c09B_06,a72,76
All,de,6bis9,c09B_08,a72,5
g1,CH,6bis9,c09B_07,a72,72
All,de,6bis9,c09B_07,a72,99
All,it,14bis17,c09B_10,a72,1
All,de,10bis13,c09B_04,a72,113
All,it,14bis17,c09B_09,a72,3
All,CH,All,c09B_01,a72,4
All,it,14bis17,c09B_03,a72,2
All,de,10bis13,c09B_11,a72,0
All,fr,All,c09B_08,a72,26
All,de,All,c09B_03,a72,138
All,de,10bis13,c09B_10,a72,0
All,it,14bis17,c09B_04,a72,6
All,it,14bis17,c09B_05,a72,6
All,de,10bis13,c09B_09,a72,53
g2,fr,14bis17,c09B_07,a72,13
g2,de,10bis13,c09B_06,a72,50
g2,fr,14bis17,c09B_02,a72,5
All,it,14bis17,c09B_06,a72,3
All,de,10bis13,c09B_08,a72,49
All,it,14bis17,c09B_07,a72,5
All,de,10bis13,c09B_07,a72,115
g2,de,6bis9,c09B_01,a72,0
All,fr,All,c09B_09,a72,11
All,de,10bis13,c09B_06,a72,91
g2,fr,10bis13,c09B_05,a72,19
All,de,All,c09B_02,a72,102
All,it,14bis17,c09B_08,a72,3
All,de,10bis13,c09B_05,a72,108
All,CH,All,c09B_08,a72,139
g1,CH,6bis9,c09B_08,a72,3
All,de,6bis9,c09B_06,a72,117
g2,de,6bis9,c09B_02,a72,16
g1,it,6bis9,c09B_09,a72,0
g2,CH,All,c09B_11,a72,42
g1,it,6bis9,c09B_08,a72,0
All,it,All,c09B_02,a72,2
g1,CH,10bis13,c09B_06,a72,57
g1,de,All,c09B_11,a72,23
All,CH,14bis17,c09B_09,a72,81
g1,CH,10bis13,c09B_07,a72,70
g1,it,6bis9,c09B_06,a72,4
g1,CH,10bis13,c09B_08,a72,38
g1,CH,10bis13,c09B_09,a72,45
g1,it,6bis9,c09B_05,a72,3
g2,de,6bis9,c09B_03,a72,12
g1,CH,10bis13,c09B_10,a72,0
g1,it,6bis9,c09B_04,a72,1
All,it,All,c09B_03,a72,5
All,CH,14bis17,c09B_08,a72,77
g1,it,6bis9,c09B_03,a72,1
g2,fr,10bis13,c09B_03,a72,5
g1,CH,10bis13,c09B_11,a72,0
g2,fr,6bis9,c09B_02,a72,3
g1,it,6bis9,c09B_02,a72,1
g1,CH,10bis13,c09B_12,a72,0
g1,it,6bis9,c09B_01,a72,0
g1,CH,10bis13,c09B_05,a72,70
g2,de,10bis13,c09B_04,a72,43
g2,fr,10bis13,c09B_04,a72,10
g1,CH,10bis13,c09B_04,a72,88
All,de,6bis9,c09B_05,a72,140
g2,fr,14bis17,c09B_08,a72,9
All,fr,All,c09B_12,a72,14
g1,CH,6bis9,c09B_09,a72,20
All,de,6bis9,c09B_04,a72,85
All,CH,14bis17,c09B_11,a72,72
g1,CH,6bis9,c09B_10,a72,0
All,de,6bis9,c09B_03,a72,32
g2,fr,14bis17,c09B_01,a72,0
g1,CH,6bis9,c09B_11,a72,0
All,de,6bis9,c09B_02,a72,36
g1,CH,6bis9,c09B_12,a72,0
All,de,6bis9,c09B_01,a72,0
All,CH,All,c09B_11,a72,72
g1,CH,10bis13,c09B_01,a72,0
All,it,All,c09B_01,a72,0
g1,it,6bis9,c09B_12,a72,0
All,CH,14bis17,c09B_10,a72,64
g2,fr,6bis9,c09B_01,a72,0
g1,CH,10bis13,c09B_02,a72,14
g1,it,6bis9,c09B_11,a72,0
g1,CH,10bis13,c09B_03,a72,29
g1,it,6bis9,c09B_10,a72,0
All,de,10bis13,c09B_12,a72,0
All,it,14bis17,c09B_01,a72,0
g1,it,10bis13,c09B_12,a72,0
All,it,6bis9,c09B_02,a72,1
All,fr,14bis17,c09B_10,a72,10
All,fr,10bis13,c09B_03,a72,9
g2,fr,10bis13,c09B_09,a72,0
All,fr,14bis17,c09B_11,a72,14
All,fr,10bis13,c09B_02,a72,11
All,fr,All,c09B_02,a72,28
All,fr,14bis17,c09B_12,a72,14
All,fr,10bis13,c09B_01,a72,0
All,de,All,c09B_09,a72,150
All,it,6bis9,c09B_01,a72,0
All,fr,6bis9,c09B_12,a72,0
All,fr,6bis9,c09B_11,a72,0
All,de,14bis17,c09B_01,a72,4
All,it,6bis9,c09B_03,a72,1
All,it,6bis9,c09B_04,a72,3
All,fr,6bis9,c09B_10,a72,0
g2,CH,All,c09B_12,a72,58
All,fr,All,c09B_03,a72,31
All,de,All,c09B_08,a72,108
All,fr,6bis9,c09B_09,a72,2
All,it,6bis9,c09B_05,a72,5
g2,de,10bis13,c09B_08,a72,18
All,fr,6bis9,c09B_08,a72,0
g2,fr,10bis13,c09B_07,a72,8
g2,fr,14bis17,c09B_04,a72,8
All,fr,10bis13,c09B_04,a72,26
All,fr,14bis17,c09B_09,a72,5
g2,fr,14bis17,c09B_05,a72,12
All,fr,14bis17,c09B_02,a72,9
All,fr,10bis13,c09B_12,a72,0
All,fr,14bis17,c09B_03,a72,9
All,fr,10bis13,c09B_11,a72,0
All,de,All,c09B_12,a72,67
All,de,All,c09B_11,a72,55
All,fr,14bis17,c09B_04,a72,16
All,fr,10bis13,c09B_10,a72,0
All,fr,14bis17,c09B_05,a72,25
All,fr,10bis13,c09B_09,a72,4
g2,de,10bis13,c09B_09,a72,14
All,fr,14bis17,c09B_06,a72,17
All,fr,10bis13,c09B_08,a72,6
g2,fr,10bis13,c09B_08,a72,1
All,CH,All,c09B_09,a72,166
All,fr,14bis17,c09B_07,a72,19
All,fr,10bis13,c09B_07,a72,18
All,fr,All,c09B_01,a72,0
All,fr,10bis13,c09B_06,a72,25
g2,de,10bis13,c09B_10,a72,0
All,de,All,c09B_10,a72,53
All,fr,14bis17,c09B_08,a72,20
All,fr,10bis13,c09B_05,a72,36
All,it,6bis9,c09B_06,a72,9
All,fr,6bis9,c09B_07,a72,15
All,it,6bis9,c09B_07,a72,6
All,it,10bis13,c09B_04,a72,5
All,de,14bis17,c09B_09,a72,73
All,it,10bis13,c09B_06,a72,6
All,de,14bis17,c09B_08,a72,54
All,fr,All,c09B_06,a72,73
All,de,All,c09B_05,a72,332
g2,de,10bis13,c09B_07,a72,60
All,de,14bis17,c09B_07,a72,83
All,it,10bis13,c09B_07,a72,9
All,de,14bis17,c09B_06,a72,47
g2,fr,10bis13,c09B_06,a72,13
g2,de,10bis13,c09B_12,a72,0
All,it,10bis13,c09B_08,a72,2
All,de,14bis17,c09B_05,a72,84
All,it,10bis13,c09B_09,a72,2
All,de,14bis17,c09B_04,a72,68
All,fr,All,c09B_07,a72,52
All,it,10bis13,c09B_10,a72,0
All,de,14bis17,c09B_03,a72,62
All,de,All,c09B_04,a72,266
All,it,10bis13,c09B_11,a72,0
All,de,14bis17,c09B_02,a72,37
g2,fr,10bis13,c09B_11,a72,0
All,it,10bis13,c09B_12,a72,0
All,it,10bis13,c09B_05,a72,6
All,de,14bis17,c09B_10,a72,53
All,it,6bis9,c09B_08,a72,0
All,it,10bis13,c09B_03,a72,2
All,fr,6bis9,c09B_06,a72,31
g2,de,10bis13,c09B_11,a72,0
All,fr,6bis9,c09B_05,a72,18
All,fr,All,c09B_04,a72,57
All,it,6bis9,c09B_09,a72,0
All,fr,6bis9,c09B_04,a72,15
All,de,All,c09B_07,a72,297
All,it,6bis9,c09B_10,a72,0
All,fr,6bis9,c09B_03,a72,13
All,CH,All,c09B_10,a72,64
g2,fr,10bis13,c09B_10,a72,0
All,it,6bis9,c09B_11,a72,0
All,fr,6bis9,c09B_02,a72,8
All,it,6bis9,c09B_12,a72,0
All,it,10bis13,c09B_01,a72,0
All,fr,6bis9,c09B_01,a72,0
g2,fr,14bis17,c09B_06,a72,11
All,fr,All,c09B_05,a72,79
All,de,All,c09B_06,a72,255
All,de,14bis17,c09B_12,a72,67
All,it,10bis13,c09B_02,a72,1
g2,fr,14bis17,c09B_03,a72,4
All,de,14bis17,c09B_11,a72,55
g1,CH,14bis17,c09B_01,a72,4
g1,it,6bis9,c09B_07,a72,2
g2,de,14bis17,c09B_12,a72,45
g2,CH,10bis13,c09B_10,a72,0
All,it,All,c09B_11,a72,3
All,CH,10bis13,c09B_12,a72,0
g1,de,6bis9,c09B_03,a72,20
g2,fr,14bis17,c09B_11,a72,8
g2,CH,10bis13,c09B_11,a72,0
g2,fr,6bis9,c09B_06,a72,10
g1,de,6bis9,c09B_02,a72,20
g2,CH,10bis13,c09B_12,a72,0
g1,de,6bis9,c09B_01,a72,0
g2,CH,14bis17,c09B_01,a72,0
g1,de,10bis13,c09B_12,a72,0
g2,de,14bis17,c09B_11,a72,32
g2,fr,14bis17,c09B_12,a72,10
g2,CH,14bis17,c09B_02,a72,38
g1,de,10bis13,c09B_11,a72,0
All,it,All,c09B_12,a72,3
g2,CH,14bis17,c09B_03,a72,39
g1,de,10bis13,c09B_10,a72,0
All,CH,10bis13,c09B_11,a72,0
g2,CH,14bis17,c09B_04,a72,37
g1,de,10bis13,c09B_09,a72,39
g2,CH,14bis17,c09B_05,a72,63
g2,CH,14bis17,c09B_06,a72,56
g1,de,6bis9,c09B_04,a72,40
g2,de,6bis9,c09B_06,a72,66
g1,it,14bis17,c09B_02,a72,0
g1,de,6bis9,c09B_05,a72,70
g1,it,14bis17,c09B_01,a72,0
g2,fr,10bis13,c09B_01,a72,0
All,it,All,c09B_09,a72,5
g1,de,6bis9,c09B_12,a72,0
All,CH,14bis17,c09B_02,a72,46
g2,CH,10bis13,c09B_02,a72,27
g1,de,6bis9,c09B_11,a72,0
g2,fr,6bis9,c09B_05,a72,9
g2,CH,10bis13,c09B_03,a72,26
g1,de,6bis9,c09B_10,a72,0
g2,CH,10bis13,c09B_04,a72,56
g1,de,6bis9,c09B_09,a72,18
g2,CH,10bis13,c09B_05,a72,80
g1,de,6bis9,c09B_08,a72,3
All,it,All,c09B_10,a72,1
g2,CH,10bis13,c09B_06,a72,65
g1,de,6bis9,c09B_07,a72,60
All,CH,14bis17,c09B_01,a72,4
g2,de,10bis13,c09B_03,a72,21
g2,CH,10bis13,c09B_07,a72,72
g1,de,6bis9,c09B_06,a72,51
g2,CH,10bis13,c09B_08,a72,19
g2,CH,10bis13,c09B_09,a72,14
g1,de,10bis13,c09B_08,a72,31
g2,CH,14bis17,c09B_07,a72,67
g1,de,10bis13,c09B_07,a72,55
g1,CH,All,c09B_01,a72,4
g1,de,14bis17,c09B_10,a72,19
g1,CH,All,c09B_03,a72,91
All,CH,10bis13,c09B_08,a72,57
g1,de,14bis17,c09B_09,a72,45
g1,de,All,c09B_05,a72,157
g2,fr,6bis9,c09B_08,a72,0
g1,de,14bis17,c09B_08,a72,27
g2,de,6bis9,c09B_09,a72,6
g1,de,All,c09B_06,a72,97
g1,de,14bis17,c09B_07,a72,32
g1,de,All,c09B_07,a72,147
g1,de,14bis17,c09B_06,a72,5
g2,de,14bis17,c09B_09,a72,28
g1,de,All,c09B_08,a72,61
g1,de,14bis17,c09B_05,a72,37
g1,CH,All,c09B_04,a72,190
g1,de,All,c09B_09,a72,102
g1,de,14bis17,c09B_04,a72,43
g2,de,6bis9,c09B_10,a72,0
All,CH,10bis13,c09B_07,a72,142
g1,de,All,c09B_10,a72,19
g1,de,14bis17,c09B_03,a72,28
All,CH,All,c09B_03,a72,174
g1,de,All,c09B_04,a72,153
g1,de,All,c09B_03,a72,71
g1,de,14bis17,c09B_11,a72,23
g1,de,10bis13,c09B_03,a72,23
All,CH,10bis13,c09B_10,a72,0
g2,CH,14bis17,c09B_08,a72,38
g1,de,10bis13,c09B_06,a72,41
g2,fr,6bis9,c09B_07,a72,5
g1,de,10bis13,c09B_05,a72,50
g2,de,6bis9,c09B_07,a72,39
g2,CH,14bis17,c09B_09,a72,30
g1,de,10bis13,c09B_04,a72,70
g2,CH,14bis17,c09B_10,a72,41
g2,CH,14bis17,c09B_11,a72,42
g2,CH,All,c09B_10,a72,41
g1,de,All,c09B_02,a72,35
g2,de,14bis17,c09B_10,a72,34
g1,de,10bis13,c09B_02,a72,11
g1,CH,All,c09B_02,a72,48
g2,CH,14bis17,c09B_12,a72,58
g1,de,10bis13,c09B_01,a72,0
g2,de,6bis9,c09B_08,a72,2
All,CH,10bis13,c09B_09,a72,59
g1,de,All,c09B_01,a72,4
g1,de,14bis17,c09B_12,a72,22
All,CH,All,c09B_06,a72,346
g2,CH,6bis9,c09B_12,a72,0
g2,CH,10bis13,c09B_01,a72,0
g2,CH,6bis9,c09B_11,a72,0
g2,de,6bis9,c09B_04,a72,45
g1,it,10bis13,c09B_04,a72,2
g1,CH,14bis17,c09B_10,a72,23
g1,it,10bis13,c09B_03,a72,2
g2,fr,10bis13,c09B_02,a72,9
g1,CH,14bis17,c09B_11,a72,30
g1,it,10bis13,c09B_02,a72,1
All,it,All,c09B_06,a72,18
g1,CH,14bis17,c09B_12,a72,26
g1,it,10bis13,c09B_01,a72,0
All,CH,14bis17,c09B_05,a72,115
g2,CH,6bis9,c09B_01,a72,0
g1,it,14bis17,c09B_12,a72,0
All,CH,All,c09B_02,a72,132
g2,CH,6bis9,c09B_02,a72,19
g1,it,14bis17,c09B_11,a72,1
g2,CH,6bis9,c09B_03,a72,18
g1,it,14bis17,c09B_10,a72,1
All,it,All,c09B_07,a72,20
g2,CH,6bis9,c09B_04,a72,54
g1,CH,14bis17,c09B_09,a72,51
g1,it,10bis13,c09B_05,a72,3
All,CH,All,c09B_12,a72,84
g2,fr,6bis9,c09B_03,a72,6
g2,fr,14bis17,c09B_09,a72,1
g1,CH,14bis17,c09B_02,a72,8
g1,it,10bis13,c09B_11,a72,0
All,it,All,c09B_04,a72,14
g1,CH,14bis17,c09B_03,a72,34
g1,it,10bis13,c09B_10,a72,0
All,CH,14bis17,c09B_07,a72,107
g1,CH,14bis17,c09B_04,a72,53
g1,it,10bis13,c09B_09,a72,2
g1,CH,14bis17,c09B_05,a72,52
All,CH,All,c09B_07,a72,369
g1,it,10bis13,c09B_08,a72,2
g1,CH,14bis17,c09B_06,a72,11
g1,CH,14bis17,c09B_07,a72,40
g1,it,10bis13,c09B_07,a72,5
All,it,All,c09B_05,a72,17
All,CH,14bis17,c09B_06,a72,67
g1,it,10bis13,c09B_06,a72,4
g1,CH,14bis17,c09B_08,a72,39
g1,it,14bis17,c09B_09,a72,2
g2,de,10bis13,c09B_02,a72,18
All,it,All,c09B_08,a72,5
g2,de,10bis13,c09B_01,a72,0
g2,fr,14bis17,c09B_10,a72,7
g1,it,14bis17,c09B_07,a72,2
g2,CH,6bis9,c09B_07,a72,48
g1,it,14bis17,c09B_08,a72,1
g2,fr,6bis9,c09B_04,a72,7
g2,CH,6bis9,c09B_06,a72,81
g2,CH,6bis9,c09B_05,a72,81
All,CH,14bis17,c09B_03,a72,73
g2,CH,6bis9,c09B_10,a72,0
g2,CH,6bis9,c09B_09,a72,6
g1,it,14bis17,c09B_06,a72,0
g2,CH,6bis9,c09B_08,a72,2
All,CH,14bis17,c09B_04,a72,90
g1,it,14bis17,c09B_04,a72,2
g1,it,14bis17,c09B_05,a72,2
g1,it,14bis17,c09B_03,a72,1
g2,de,6bis9,c09B_05,a72,70
g2,it,14bis17,c09B_04,a71,3
g2,fr,10bis13,c09B_12,a71,0
g2,CH,All,c09B_10,a71,201
g2,de,6bis9,c09B_01,a71,0
g2,de,14bis17,c09B_06,a71,8
g2,de,10bis13,c09B_04,a71,59
g2,fr,14bis17,c09B_04,a71,8
g2,fr,6bis9,c09B_08,a71,53
g2,de,6bis9,c09B_03,a71,226
All,CH,All,c09B_03,a71,1534
g2,fr,10bis13,c09B_01,a71,0
g2,de,6bis9,c09B_09,a71,248
g2,it,14bis17,c09B_11,a71,16
g2,de,6bis9,c09B_04,a71,111
All,CH,All,c09B_09,a71,1572
g2,de,14bis17,c09B_10,a71,147
g2,fr,6bis9,c09B_03,a71,43
g2,CH,All,c09B_11,a71,213
g2,it,14bis17,c09B_03,a71,15
g2,fr,10bis13,c09B_09,a71,61
g2,de,6bis9,c09B_11,a71,0
All,CH,All,c09B_06,a71,136
g2,fr,6bis9,c09B_09,a71,53
g2,fr,10bis13,c09B_03,a71,52
g2,de,14bis17,c09B_01,a71,0
g2,de,14bis17,c09B_09,a71,166
g2,fr,10bis13,c09B_05,a71,6
g2,fr,14bis17,c09B_09,a71,50
g2,de,14bis17,c09B_03,a71,132
g2,de,10bis13,c09B_06,a71,10
g2,it,14bis17,c09B_12,a71,14
g2,de,10bis13,c09B_01,a71,0
g2,de,6bis9,c09B_10,a71,0
g2,de,14bis17,c09B_07,a71,57
All,CH,All,c09B_08,a71,1547
g2,fr,14bis17,c09B_05,a71,11
g2,de,10bis13,c09B_03,a71,200
g2,it,14bis17,c09B_05,a71,7
All,CH,All,c09B_05,a71,236
g2,de,10bis13,c09B_10,a71,0
g2,fr,10bis13,c09B_08,a71,60
g2,it,14bis17,c09B_08,a71,15
g2,it,14bis17,c09B_02,a71,3
All,CH,All,c09B_02,a71,207
g2,fr,6bis9,c09B_12,a71,0
g2,fr,6bis9,c09B_02,a71,10
g2,fr,6bis9,c09B_05,a71,4
g2,de,10bis13,c09B_09,a71,213
g2,de,6bis9,c09B_05,a71,30
g2,de,6bis9,c09B_08,a71,256
g2,fr,10bis13,c09B_02,a71,10
g2,fr,6bis9,c09B_10,a71,0
All,CH,All,c09B_12,a71,412
g2,fr,14bis17,c09B_12,a71,39
g2,fr,10bis13,c09B_11,a71,0
g2,CH,All,c09B_09,a71,834
g2,CH,All,c09B_12,a71,182
g2,fr,6bis9,c09B_11,a71,0
g2,de,14bis17,c09B_04,a71,28
All,CH,All,c09B_07,a71,885
g2,fr,14bis17,c09B_03,a71,42
g2,fr,6bis9,c09B_06,a71,11
g2,fr,14bis17,c09B_10,a71,39
g2,it,14bis17,c09B_01,a71,0
g2,fr,6bis9,c09B_04,a71,35
g2,it,14bis17,c09B_07,a71,9
g2,de,10bis13,c09B_05,a71,27
g2,de,6bis9,c09B_02,a71,26
g2,de,10bis13,c09B_12,a71,0
g2,de,10bis13,c09B_07,a71,110
All,CH,All,c09B_01,a71,0
g2,de,14bis17,c09B_05,a71,38
g2,it,14bis17,c09B_09,a71,17
