Geschlecht,Sprachregion,Altersgruppe,Frage,Antwort,Anzahl
g2,fr,14bis17,c09B_08,a71,41
g2,de,14bis17,c09B_11,a71,154
g2,fr,10bis13,c09B_04,a71,26
g2,CH,All,c09B_08,a71,764
g2,de,10bis13,c09B_02,a71,29
g2,fr,10bis13,c09B_06,a71,2
g2,de,6bis9,c09B_06,a71,27
g2,de,10bis13,c09B_11,a71,0
g2,de,14bis17,c09B_02,a71,39
g2,de,10bis13,c09B_08,a71,206
g2,de,6bis9,c09B_12,a71,0
g2,fr,14bis17,c09B_07,a71,27
g2,de,14bis17,c09B_08,a71,107
g2,fr,10bis13,c09B_07,a71,37
All,CH,All,c09B_10,a71,397
g2,fr,10bis13,c09B_10,a71,0
g2,it,14bis17,c09B_06,a71,4
All,CH,All,c09B_11,a71,443
g2,de,6bis9,c09B_07,a71,152
g2,fr,14bis17,c09B_06,a71,6
g2,de,14bis17,c09B_12,a71,129
g2,fr,6bis9,c09B_07,a71,39
g2,fr,14bis17,c09B_01,a71,0
g2,fr,14bis17,c09B_11,a71,43
g2,fr,14bis17,c09B_02,a71,12
g2,it,14bis17,c09B_10,a71,15
g2,CH,All,c09B_07,a71,444
g2,fr,6bis9,c09B_01,a71,0
All,CH,All,c09B_04,a71,608
g1,de,14bis17,c09B_12,a71,175
g2,it,10bis13,c09B_01,a71,0
g1,de,All,c09B_11,a71,177
g1,fr,All,c09B_02,a71,21
All,de,14bis17,c09B_01,a71,0
g1,fr,All,c09B_01,a71,0
All,de,14bis17,c09B_02,a71,54
g1,de,All,c09B_12,a71,175
All,de,14bis17,c09B_03,a71,298
All,de,14bis17,c09B_04,a71,61
All,CH,10bis13,c09B_07,a71,315
All,it,All,c09B_06,a71,14
All,fr,All,c09B_07,a71,206
All,de,14bis17,c09B_05,a71,58
g1,de,All,c09B_10,a71,149
All,de,14bis17,c09B_06,a71,20
All,de,14bis17,c09B_07,a71,124
All,de,14bis17,c09B_08,a71,201
g1,de,All,c09B_09,a71,529
All,de,10bis13,c09B_12,a71,0
All,CH,10bis13,c09B_06,a71,26
All,de,10bis13,c09B_11,a71,0
All,de,10bis13,c09B_10,a71,0
g1,fr,All,c09B_08,a71,151
All,de,10bis13,c09B_03,a71,424
All,de,10bis13,c09B_04,a71,127
All,CH,10bis13,c09B_05,a71,66
g1,fr,All,c09B_07,a71,103
All,de,10bis13,c09B_05,a71,50
All,de,10bis13,c09B_06,a71,20
g1,fr,All,c09B_06,a71,14
All,de,10bis13,c09B_07,a71,227
All,fr,All,c09B_09,a71,331
All,de,10bis13,c09B_08,a71,436
g1,fr,All,c09B_05,a71,23
All,de,10bis13,c09B_09,a71,402
g1,fr,All,c09B_04,a71,75
g1,fr,All,c09B_03,a71,151
g1,de,All,c09B_08,a71,590
All,fr,All,c09B_06,a71,33
All,de,14bis17,c09B_09,a71,267
All,fr,6bis9,c09B_07,a71,82
All,CH,10bis13,c09B_09,a71,551
g1,de,All,c09B_01,a71,0
All,fr,6bis9,c09B_09,a71,115
g2,CH,14bis17,c09B_12,a71,182
All,fr,6bis9,c09B_10,a71,0
g2,CH,14bis17,c09B_11,a71,213
All,fr,All,c09B_03,a71,288
All,fr,6bis9,c09B_11,a71,0
g2,CH,14bis17,c09B_10,a71,201
All,fr,6bis9,c09B_12,a71,0
g2,CH,14bis17,c09B_09,a71,233
All,fr,10bis13,c09B_01,a71,0
All,fr,10bis13,c09B_02,a71,17
All,CH,10bis13,c09B_10,a71,0
All,fr,All,c09B_02,a71,53
All,fr,6bis9,c09B_08,a71,117
g1,de,All,c09B_02,a71,49
All,de,14bis17,c09B_10,a71,296
All,fr,6bis9,c09B_06,a71,20
g1,de,All,c09B_07,a71,312
g1,de,All,c09B_06,a71,44
All,de,14bis17,c09B_11,a71,331
All,de,14bis17,c09B_12,a71,304
All,CH,10bis13,c09B_08,a71,583
All,fr,6bis9,c09B_01,a71,0
g1,de,All,c09B_05,a71,77
All,fr,All,c09B_05,a71,44
All,fr,6bis9,c09B_02,a71,20
g1,de,All,c09B_04,a71,220
All,fr,6bis9,c09B_03,a71,93
g1,de,All,c09B_03,a71,607
All,fr,6bis9,c09B_04,a71,74
All,fr,6bis9,c09B_05,a71,12
All,fr,All,c09B_04,a71,144
All,fr,All,c09B_10,a71,77
g1,fr,All,c09B_09,a71,167
All,de,10bis13,c09B_02,a71,49
g1,it,10bis13,c09B_10,a71,0
g2,de,All,c09B_03,a71,558
g2,de,All,c09B_02,a71,94
All,it,All,c09B_04,a71,46
g1,it,10bis13,c09B_12,a71,0
All,CH,10bis13,c09B_01,a71,0
g2,de,All,c09B_01,a71,0
g1,it,6bis9,c09B_01,a71,0
g1,it,6bis9,c09B_02,a71,2
g1,it,All,c09B_12,a71,10
g1,it,6bis9,c09B_03,a71,16
g1,it,All,c09B_11,a71,10
g1,it,6bis9,c09B_04,a71,13
All,it,All,c09B_03,a71,81
g1,it,6bis9,c09B_05,a71,3
g1,it,6bis9,c09B_06,a71,3
g1,it,10bis13,c09B_11,a71,0
g2,de,All,c09B_04,a71,198
g1,it,6bis9,c09B_07,a71,11
All,CH,6bis9,c09B_12,a71,0
g2,de,All,c09B_10,a71,147
g1,it,10bis13,c09B_03,a71,15
g1,it,10bis13,c09B_04,a71,11
g2,de,All,c09B_09,a71,627
g1,it,10bis13,c09B_05,a71,3
All,CH,6bis9,c09B_11,a71,0
g1,it,10bis13,c09B_06,a71,0
g2,de,All,c09B_08,a71,569
g2,de,All,c09B_07,a71,319
g1,it,10bis13,c09B_07,a71,9
All,it,All,c09B_05,a71,20
g2,de,All,c09B_06,a71,45
g2,de,All,c09B_05,a71,95
g1,it,10bis13,c09B_08,a71,16
g1,it,10bis13,c09B_09,a71,15
g1,it,All,c09B_10,a71,9
g1,it,All,c09B_09,a71,42
All,de,10bis13,c09B_01,a71,0
All,de,6bis9,c09B_05,a71,64
All,fr,All,c09B_12,a71,84
g1,it,All,c09B_02,a71,5
All,de,6bis9,c09B_06,a71,49
All,de,6bis9,c09B_07,a71,280
All,de,6bis9,c09B_08,a71,522
g1,it,All,c09B_01,a71,0
g1,fr,All,c09B_12,a71,45
All,de,6bis9,c09B_09,a71,487
All,CH,10bis13,c09B_04,a71,191
All,de,6bis9,c09B_10,a71,0
All,fr,All,c09B_11,a71,86
All,de,6bis9,c09B_11,a71,0
g1,fr,All,c09B_11,a71,43
g1,fr,All,c09B_10,a71,38
All,de,6bis9,c09B_12,a71,0
g1,it,All,c09B_03,a71,43
All,de,6bis9,c09B_04,a71,230
g1,it,6bis9,c09B_08,a71,18
g1,it,All,c09B_04,a71,30
All,CH,10bis13,c09B_02,a71,70
All,it,All,c09B_02,a71,11
g1,it,All,c09B_08,a71,42
g1,it,All,c09B_07,a71,26
g1,it,6bis9,c09B_09,a71,17
g1,it,6bis9,c09B_10,a71,0
g1,it,6bis9,c09B_11,a71,0
g1,it,6bis9,c09B_12,a71,0
g1,it,All,c09B_06,a71,5
All,de,6bis9,c09B_01,a71,0
All,it,All,c09B_01,a71,0
g1,it,All,c09B_05,a71,7
All,de,6bis9,c09B_02,a71,40
All,de,6bis9,c09B_03,a71,443
All,CH,10bis13,c09B_03,a71,559
All,fr,10bis13,c09B_03,a71,108
All,fr,10bis13,c09B_04,a71,48
g2,CH,14bis17,c09B_08,a71,163
All,it,14bis17,c09B_03,a71,27
All,it,14bis17,c09B_04,a71,9
All,de,All,c09B_03,a71,1165
All,it,14bis17,c09B_05,a71,8
g1,CH,14bis17,c09B_11,a71,230
All,it,14bis17,c09B_06,a71,6
All,it,14bis17,c09B_07,a71,15
g1,CH,14bis17,c09B_10,a71,196
g1,CH,14bis17,c09B_09,a71,156
All,it,14bis17,c09B_08,a71,23
All,de,All,c09B_02,a71,143
All,CH,14bis17,c09B_06,a71,35
All,it,14bis17,c09B_09,a71,27
g1,CH,14bis17,c09B_08,a71,131
All,it,14bis17,c09B_10,a71,24
All,it,14bis17,c09B_11,a71,26
g1,CH,14bis17,c09B_12,a71,230
All,it,14bis17,c09B_02,a71,4
All,it,14bis17,c09B_12,a71,24
g2,CH,6bis9,c09B_01,a71,0
All,CH,14bis17,c09B_04,a71,92
All,it,10bis13,c09B_07,a71,15
g2,CH,6bis9,c09B_05,a71,38
All,de,All,c09B_05,a71,172
All,it,10bis13,c09B_08,a71,29
g2,CH,6bis9,c09B_04,a71,154
All,it,10bis13,c09B_09,a71,28
g2,CH,6bis9,c09B_03,a71,280
All,it,10bis13,c09B_10,a71,0
All,it,10bis13,c09B_11,a71,0
g2,CH,6bis9,c09B_02,a71,37
All,de,All,c09B_04,a71,418
All,it,10bis13,c09B_12,a71,0
All,it,14bis17,c09B_01,a71,0
All,CH,14bis17,c09B_05,a71,87
g1,CH,14bis17,c09B_07,a71,97
g1,CH,14bis17,c09B_06,a71,17
All,it,10bis13,c09B_06,a71,2
g1,CH,10bis13,c09B_12,a71,0
All,CH,14bis17,c09B_11,a71,443
g1,CH,6bis9,c09B_11,a71,0
g1,CH,10bis13,c09B_11,a71,0
g1,CH,10bis13,c09B_10,a71,0
g1,CH,6bis9,c09B_12,a71,0
g1,CH,10bis13,c09B_09,a71,264
g1,CH,10bis13,c09B_01,a71,0
g1,CH,10bis13,c09B_02,a71,29
g1,CH,10bis13,c09B_08,a71,304
All,CH,14bis17,c09B_10,a71,397
g1,CH,10bis13,c09B_03,a71,295
All,CH,14bis17,c09B_09,a71,389
g1,CH,10bis13,c09B_07,a71,162
g1,CH,10bis13,c09B_04,a71,101
g1,CH,10bis13,c09B_06,a71,12
All,CH,14bis17,c09B_08,a71,294
g1,CH,6bis9,c09B_10,a71,0
g1,CH,6bis9,c09B_01,a71,0
g1,CH,6bis9,c09B_09,a71,318
All,de,All,c09B_01,a71,0
g1,CH,14bis17,c09B_05,a71,31
g1,CH,6bis9,c09B_02,a71,26
All,CH,14bis17,c09B_07,a71,190
g1,CH,6bis9,c09B_03,a71,283
g1,CH,14bis17,c09B_04,a71,53
g1,CH,6bis9,c09B_04,a71,171
g1,CH,6bis9,c09B_05,a71,45
g1,CH,14bis17,c09B_03,a71,223
All,CH,14bis17,c09B_12,a71,412
g1,CH,14bis17,c09B_02,a71,20
g1,CH,6bis9,c09B_06,a71,34
g1,CH,6bis9,c09B_07,a71,182
g1,CH,6bis9,c09B_08,a71,348
g1,CH,14bis17,c09B_01,a71,0
g2,CH,6bis9,c09B_06,a71,41
All,it,10bis13,c09B_05,a71,5
g2,CH,14bis17,c09B_07,a71,93
All,fr,14bis17,c09B_01,a71,0
g2,CH,10bis13,c09B_12,a71,0
All,CH,10bis13,c09B_12,a71,0
All,fr,14bis17,c09B_03,a71,87
All,fr,14bis17,c09B_04,a71,22
g2,CH,10bis13,c09B_11,a71,0
All,de,All,c09B_11,a71,331
All,fr,14bis17,c09B_05,a71,21
g2,CH,10bis13,c09B_10,a71,0
g2,CH,10bis13,c09B_09,a71,287
All,fr,14bis17,c09B_06,a71,9
All,fr,14bis17,c09B_07,a71,51
All,fr,14bis17,c09B_08,a71,70
All,de,All,c09B_10,a71,296
All,fr,14bis17,c09B_09,a71,95
g2,CH,10bis13,c09B_08,a71,279
All,fr,14bis17,c09B_02,a71,16
g2,CH,14bis17,c09B_01,a71,0
All,CH,14bis17,c09B_01,a71,0
All,fr,10bis13,c09B_12,a71,0
All,fr,10bis13,c09B_05,a71,11
All,fr,10bis13,c09B_06,a71,4
g2,CH,14bis17,c09B_06,a71,18
All,fr,10bis13,c09B_07,a71,73
g2,CH,14bis17,c09B_05,a71,56
All,fr,All,c09B_01,a71,0
All,fr,10bis13,c09B_08,a71,118
All,CH,10bis13,c09B_11,a71,0
g2,CH,14bis17,c09B_04,a71,39
All,fr,10bis13,c09B_09,a71,121
All,fr,10bis13,c09B_10,a71,0
All,fr,10bis13,c09B_11,a71,0
g2,CH,14bis17,c09B_03,a71,189
g2,CH,14bis17,c09B_02,a71,54
All,de,All,c09B_12,a71,304
All,fr,14bis17,c09B_10,a71,77
All,fr,14bis17,c09B_11,a71,86
g2,CH,6bis9,c09B_07,a71,198
All,it,6bis9,c09B_08,a71,31
g2,CH,6bis9,c09B_12,a71,0
All,it,6bis9,c09B_10,a71,0
All,de,All,c09B_07,a71,631
All,it,6bis9,c09B_11,a71,0
g2,CH,6bis9,c09B_11,a71,0
All,CH,14bis17,c09B_03,a71,412
All,it,6bis9,c09B_12,a71,0
All,it,10bis13,c09B_01,a71,0
g2,CH,6bis9,c09B_10,a71,0
All,it,10bis13,c09B_02,a71,4
All,de,All,c09B_06,a71,89
g2,CH,6bis9,c09B_09,a71,314
g2,CH,6bis9,c09B_08,a71,322
All,it,10bis13,c09B_03,a71,27
All,it,10bis13,c09B_04,a71,16
All,it,6bis9,c09B_09,a71,30
All,it,6bis9,c09B_07,a71,18
g2,CH,10bis13,c09B_07,a71,153
g2,CH,10bis13,c09B_01,a71,0
All,fr,14bis17,c09B_12,a71,84
All,it,6bis9,c09B_01,a71,0
g2,CH,10bis13,c09B_06,a71,14
All,de,All,c09B_09,a71,1156
g2,CH,10bis13,c09B_05,a71,35
All,it,6bis9,c09B_02,a71,3
g2,CH,10bis13,c09B_04,a71,90
All,it,6bis9,c09B_03,a71,27
All,it,6bis9,c09B_04,a71,21
g2,CH,10bis13,c09B_03,a71,264
All,it,6bis9,c09B_05,a71,7
All,CH,14bis17,c09B_02,a71,74
All,de,All,c09B_08,a71,1159
All,it,6bis9,c09B_06,a71,6
g2,CH,10bis13,c09B_02,a71,41
g2,de,All,c09B_11,a71,154
All,fr,All,c09B_08,a71,305
g1,CH,10bis13,c09B_05,a71,31
g1,fr,6bis9,c09B_03,a71,50
g2,fr,All,c09B_09,a71,164
g1,it,14bis17,c09B_01,a71,0
g1,fr,6bis9,c09B_04,a71,39
g1,CH,All,c09B_07,a71,441
g1,fr,6bis9,c09B_05,a71,8
g2,fr,All,c09B_10,a71,39
g1,fr,6bis9,c09B_06,a71,9
g1,fr,6bis9,c09B_07,a71,43
g1,fr,6bis9,c09B_08,a71,64
g1,CH,All,c09B_06,a71,63
g1,fr,6bis9,c09B_09,a71,62
g1,de,6bis9,c09B_12,a71,0
g1,fr,6bis9,c09B_10,a71,0
All,CH,6bis9,c09B_07,a71,380
g1,fr,6bis9,c09B_11,a71,0
g1,fr,6bis9,c09B_12,a71,0
g2,fr,All,c09B_11,a71,43
g1,de,14bis17,c09B_01,a71,0
g1,CH,All,c09B_05,a71,107
g1,de,14bis17,c09B_02,a71,15
g1,de,6bis9,c09B_11,a71,0
g1,de,6bis9,c09B_10,a71,0
g1,de,14bis17,c09B_03,a71,166
All,it,All,c09B_09,a71,85
g1,fr,6bis9,c09B_02,a71,10
g1,fr,14bis17,c09B_11,a71,43
g1,fr,6bis9,c09B_01,a71,0
g1,fr,14bis17,c09B_12,a71,45
g1,fr,10bis13,c09B_01,a71,0
g1,fr,10bis13,c09B_02,a71,7
g2,fr,All,c09B_06,a71,19
g1,CH,All,c09B_10,a71,196
All,CH,6bis9,c09B_08,a71,670
g1,fr,10bis13,c09B_03,a71,56
g1,fr,10bis13,c09B_04,a71,22
g1,fr,10bis13,c09B_05,a71,5
g1,it,14bis17,c09B_04,a71,6
g1,it,14bis17,c09B_03,a71,12
g1,fr,10bis13,c09B_06,a71,2
g1,fr,10bis13,c09B_07,a71,36
g1,CH,All,c09B_09,a71,738
g1,fr,10bis13,c09B_08,a71,58
g1,fr,10bis13,c09B_09,a71,60
g2,fr,All,c09B_07,a71,103
g1,fr,10bis13,c09B_10,a71,0
g1,fr,10bis13,c09B_11,a71,0
g2,fr,All,c09B_08,a71,154
g1,it,14bis17,c09B_02,a71,1
g1,de,6bis9,c09B_04,a71,119
g1,fr,10bis13,c09B_12,a71,0
g1,de,14bis17,c09B_04,a71,33
g1,de,14bis17,c09B_05,a71,20
g1,CH,All,c09B_04,a71,325
g2,fr,All,c09B_12,a71,39
g1,de,10bis13,c09B_09,a71,189
g2,it,All,c09B_03,a71,38
g2,it,All,c09B_12,a71,14
g1,de,10bis13,c09B_10,a71,0
g2,it,All,c09B_11,a71,16
g1,de,10bis13,c09B_11,a71,0
g1,de,6bis9,c09B_07,a71,128
g2,it,All,c09B_04,a71,16
g1,de,6bis9,c09B_06,a71,22
g2,it,All,c09B_10,a71,15
All,it,All,c09B_12,a71,24
g2,it,All,c09B_09,a71,43
g1,de,10bis13,c09B_12,a71,0
All,CH,6bis9,c09B_04,a71,325
g1,de,6bis9,c09B_01,a71,0
g1,de,6bis9,c09B_05,a71,34
g2,it,All,c09B_05,a71,13
All,it,All,c09B_11,a71,26
g2,it,All,c09B_08,a71,41
g1,de,6bis9,c09B_02,a71,14
g2,it,All,c09B_07,a71,22
All,CH,6bis9,c09B_05,a71,83
g1,de,6bis9,c09B_03,a71,217
All,CH,6bis9,c09B_03,a71,563
g1,de,10bis13,c09B_08,a71,230
All,CH,6bis9,c09B_01,a71,0
g1,de,10bis13,c09B_01,a71,0
g1,de,14bis17,c09B_06,a71,12
g1,de,14bis17,c09B_07,a71,67
g2,it,All,c09B_01,a71,0
g1,de,14bis17,c09B_08,a71,94
g1,de,14bis17,c09B_09,a71,101
g1,de,14bis17,c09B_10,a71,149
g1,CH,All,c09B_03,a71,801
g1,de,6bis9,c09B_09,a71,239
g1,de,14bis17,c09B_11,a71,177
All,CH,6bis9,c09B_02,a71,63
All,it,All,c09B_10,a71,24
g1,de,6bis9,c09B_08,a71,266
g1,de,10bis13,c09B_02,a71,20
g1,CH,All,c09B_02,a71,75
All,CH,6bis9,c09B_06,a71,75
g1,de,10bis13,c09B_03,a71,224
g2,it,All,c09B_02,a71,6
g1,de,10bis13,c09B_04,a71,68
g1,de,10bis13,c09B_05,a71,23
g1,de,10bis13,c09B_06,a71,10
g1,de,10bis13,c09B_07,a71,117
g1,CH,All,c09B_01,a71,0
g1,it,14bis17,c09B_05,a71,1
g1,CH,All,c09B_08,a71,783
g2,it,All,c09B_06,a71,9
g1,fr,14bis17,c09B_05,a71,10
g2,it,10bis13,c09B_09,a71,13
g2,it,6bis9,c09B_10,a71,0
g2,it,6bis9,c09B_11,a71,0
g2,it,6bis9,c09B_12,a71,0
g2,it,10bis13,c09B_08,a71,13
g2,fr,All,c09B_03,a71,137
g1,it,14bis17,c09B_11,a71,10
g2,it,10bis13,c09B_07,a71,6
g1,it,14bis17,c09B_12,a71,10
g1,it,14bis17,c09B_08,a71,8
g2,CH,All,c09B_05,a71,129
g1,fr,14bis17,c09B_01,a71,0
g2,it,10bis13,c09B_06,a71,2
All,CH,6bis9,c09B_09,a71,632
g1,fr,14bis17,c09B_02,a71,4
g1,it,10bis13,c09B_01,a71,0
g1,fr,14bis17,c09B_03,a71,45
g2,it,6bis9,c09B_09,a71,13
g1,it,14bis17,c09B_09,a71,10
g2,fr,All,c09B_01,a71,0
g1,it,14bis17,c09B_10,a71,9
g2,it,6bis9,c09B_01,a71,0
g2,it,6bis9,c09B_02,a71,1
g2,it,6bis9,c09B_03,a71,11
g2,CH,All,c09B_03,a71,733
g2,it,10bis13,c09B_12,a71,0
g2,CH,All,c09B_04,a71,283
g2,it,6bis9,c09B_04,a71,8
g2,it,6bis9,c09B_05,a71,4
g2,CH,All,c09B_02,a71,132
g2,it,10bis13,c09B_11,a71,0
g2,it,10bis13,c09B_10,a71,0
g2,it,6bis9,c09B_06,a71,3
g2,it,6bis9,c09B_07,a71,7
All,it,All,c09B_07,a71,48
g2,fr,All,c09B_02,a71,32
g2,it,6bis9,c09B_08,a71,13
g1,fr,14bis17,c09B_04,a71,14
g2,CH,All,c09B_01,a71,0
g2,it,10bis13,c09B_05,a71,2
g1,fr,14bis17,c09B_06,a71,3
g1,CH,All,c09B_11,a71,230
g2,it,10bis13,c09B_02,a71,2
All,it,All,c09B_08,a71,83
g1,fr,14bis17,c09B_10,a71,38
g1,it,10bis13,c09B_02,a71,2
g1,fr,14bis17,c09B_09,a71,45
g1,fr,14bis17,c09B_08,a71,29
g2,fr,All,c09B_05,a71,21
g2,CH,All,c09B_06,a71,73
g2,fr,All,c09B_04,a71,69
g1,it,14bis17,c09B_06,a71,2
g2,de,All,c09B_12,a71,129
g2,it,10bis13,c09B_03,a71,12
g1,fr,14bis17,c09B_07,a71,24
All,CH,6bis9,c09B_10,a71,0
g1,it,14bis17,c09B_07,a71,6
g2,it,10bis13,c09B_04,a71,5
g1,CH,All,c09B_12,a71,230
g2,it,14bis17,c03B,a5,0
g1,fr,14bis17,c03A,a5,0
All,fr,All,c03C,a5,0
g1,it,6bis9,c03C,a5,0
All,de,All,c03C,a5,0
g1,fr,10bis13,c03B,a5,0
g1,CH,10bis13,c03A,a5,0
g2,it,6bis9,c04,a5,0
g2,de,All,c04,a5,0
g2,fr,All,c03C,a5,0
g2,fr,All,c04,a5,0
g2,fr,All,c03B,a5,0
g2,CH,6bis9,c03C,a5,0
g1,it,6bis9,c03B,a5,0
g2,it,10bis13,c03B,a5,0
All,de,6bis9,c03B,a5,0
g2,it,All,c03A,a5,0
All,fr,All,c04,a5,0
g1,fr,10bis13,c03C,a5,0
g2,CH,6bis9,c04,a5,0
All,de,All,c03B,a5,0
All,it,All,c03B,a5,0
g1,CH,6bis9,c04,a5,0
All,de,6bis9,c04,a5,0
g2,CH,6bis9,c03B,a5,0
g1,it,6bis9,c03A,a5,0
All,it,All,c03A,a5,0
g1,fr,14bis17,c04,a5,0
g2,fr,All,c03A,a5,0
g1,CH,14bis17,c03B,a5,0
All,fr,All,c03B,a5,0
g1,CH,10bis13,c03C,a5,0
g2,de,6bis9,c03C,a5,0
All,de,6bis9,c03A,a5,0
g1,CH,10bis13,c03B,a5,0
g1,fr,10bis13,c03A,a5,0
g2,fr,10bis13,c03C,a5,0
g2,de,14bis17,c03B,a5,0
g1,CH,14bis17,c03A,a5,0
g2,fr,6bis9,c03C,a5,0
g1,it,6bis9,c04,a5,0
All,fr,All,c03A,a5,0
g1,fr,14bis17,c03C,a5,0
g1,CH,14bis17,c04,a5,0
g1,CH,10bis13,c04,a5,0
g2,it,All,c03B,a5,0
g2,CH,6bis9,c03A,a5,0
g2,de,10bis13,c03A,a5,0
g2,de,10bis13,c04,a5,0
All,de,6bis9,c03C,a5,0
g2,fr,10bis13,c03B,a5,0
All,de,All,c04,a5,0
g2,it,All,c03C,a5,0
g2,de,6bis9,c03B,a5,0
g2,de,All,c03C,a5,0
All,CH,10bis13,c04,a5,0
All,CH,10bis13,c03C,a5,0
g1,de,6bis9,c03A,a5,0
g1,de,14bis17,c03B,a5,0
All,CH,6bis9,c03C,a5,0
g1,it,All,c03A,a5,0
g1,de,All,c03B,a5,0
g1,de,6bis9,c03B,a5,0
g1,de,14bis17,c03A,a5,0
g1,it,10bis13,c04,a5,0
g1,de,All,c03A,a5,0
g1,de,6bis9,c03C,a5,0
g1,fr,14bis17,c03B,a5,0
g1,it,All,c03B,a5,0
g1,de,6bis9,c04,a5,0
g2,it,10bis13,c04,a5,0
All,CH,14bis17,c03A,a5,0
g1,de,All,c03C,a5,0
g1,de,14bis17,c03C,a5,0
g2,it,6bis9,c03A,a5,0
g1,de,10bis13,c04,a5,0
g1,fr,All,c03B,a5,0
g1,de,10bis13,c03A,a5,0
g2,de,6bis9,c04,a5,0
All,CH,10bis13,c03A,a5,0
g1,fr,All,c03C,a5,0
g1,de,10bis13,c03B,a5,0
g1,de,14bis17,c04,a5,0
g2,it,6bis9,c03B,a5,0
g1,fr,All,c03A,a5,0
g1,de,10bis13,c03C,a5,0
All,CH,10bis13,c03B,a5,0
g1,fr,All,c04,a5,0
g2,fr,6bis9,c03A,a5,0
g1,de,All,c04,a5,0
All,CH,6bis9,c04,a5,0
g2,CH,14bis17,c04,a5,0
All,CH,6bis9,c03B,a5,0
g2,CH,14bis17,c03C,a5,0
All,CH,14bis17,c04,a5,0
g2,de,All,c03A,a5,0
g1,fr,6bis9,c03A,a5,0
g2,it,10bis13,c03C,a5,0
g2,it,14bis17,c03A,a5,0
g2,de,14bis17,c03A,a5,0
g2,fr,6bis9,c04,a5,0
g1,it,10bis13,c03B,a5,0
g2,it,All,c04,a5,0
g2,CH,10bis13,c03B,a5,0
g2,de,6bis9,c03A,a5,0
g1,it,10bis13,c03C,a5,0
All,de,All,c03A,a5,0
g2,de,All,c03B,a5,0
g1,fr,10bis13,c04,a5,0
g2,CH,10bis13,c03A,a5,0
g2,CH,10bis13,c04,a5,0
g1,fr,6bis9,c03B,a5,0
g2,fr,6bis9,c03B,a5,0
g1,it,10bis13,c03A,a5,0
g1,it,14bis17,c03A,a5,0
g2,it,6bis9,c03C,a5,0
g1,fr,6bis9,c04,a5,0
g1,it,14bis17,c03B,a5,0
All,CH,14bis17,c03B,a5,0
g2,CH,14bis17,c03B,a5,0
g1,it,All,c03C,a5,0
g1,it,14bis17,c03C,a5,0
g1,fr,6bis9,c03C,a5,0
g1,it,All,c04,a5,0
g2,CH,14bis17,c03A,a5,0
All,CH,14bis17,c03C,a5,0
g1,it,14bis17,c04,a5,0
g2,fr,10bis13,c04,a5,0
All,CH,6bis9,c03A,a5,0
g2,CH,10bis13,c03C,a5,0
All,fr,6bis9,c03B,a5,0
All,it,6bis9,c04,a5,0
All,it,10bis13,c04,a5,0
g2,CH,All,c03C,a5,0
All,it,6bis9,c03C,a5,0
g2,fr,14bis17,c04,a5,0
g2,CH,All,c03B,a5,0
All,de,10bis13,c04,a5,0
All,it,10bis13,c03A,a5,0
g2,de,14bis17,c03C,a5,0
All,it,10bis13,c03B,a5,0
g2,CH,All,c03A,a5,0
All,de,10bis13,c03C,a5,0
All,it,10bis13,c03C,a5,0
g1,CH,All,c04,a5,0
g2,CH,All,c04,a5,0
g2,it,10bis13,c03A,a5,0
g1,CH,All,c03C,a5,0
g2,it,14bis17,c03C,a5,0
All,it,14bis17,c03A,a5,0
All,de,10bis13,c03B,a5,0
All,it,14bis17,c03B,a5,0
g1,CH,All,c03B,a5,0
g2,fr,10bis13,c03A,a5,0
All,it,14bis17,c03C,a5,0
g2,fr,14bis17,c03A,a5,0
All,it,14bis17,c04,a5,0
All,it,6bis9,c03B,a5,0
All,de,14bis17,c03A,a5,0
g1,CH,6bis9,c03A,a5,0
All,fr,10bis13,c03C,a5,0
All,fr,6bis9,c03C,a5,0
All,fr,6bis9,c04,a5,0
All,fr,6bis9,c03A,a5,0
All,fr,10bis13,c03A,a5,0
g2,it,14bis17,c04,a5,0
g2,fr,14bis17,c03B,a5,0
g2,de,10bis13,c03B,a5,0
All,fr,10bis13,c03B,a5,0
All,de,14bis17,c04,a5,0
g2,fr,14bis17,c03C,a5,0
g2,de,14bis17,c04,a5,0
All,CH,All,c04,a5,0
All,it,6bis9,c03A,a5,0
All,fr,10bis13,c04,a5,0
All,CH,All,c03C,a5,0
All,fr,14bis17,c03A,a5,0
All,de,14bis17,c03C,a5,0
All,fr,14bis17,c03B,a5,0
All,CH,All,c03B,a5,0
All,de,14bis17,c03B,a5,0
All,fr,14bis17,c03C,a5,0
All,CH,All,c03A,a5,0
All,fr,14bis17,c04,a5,0
g2,de,10bis13,c03C,a5,0
g1,CH,All,c03A,a5,0
g1,CH,14bis17,c03C,a5,0
All,it,All,c03C,a5,0
g1,CH,6bis9,c03C,a5,0
All,de,10bis13,c03A,a5,0
All,it,All,c04,a5,0
g1,CH,6bis9,c03B,a5,0
g1,it,14bis17,c09A_05,a48,0
g1,fr,All,c09A_09,a48,0
g1,fr,6bis9,c09A_13,a48,0
All,CH,All,c09A_16,a48,0
g1,de,All,c09A_06,a48,0
g1,de,6bis9,c09A_03,a48,0
g2,it,10bis13,c09A_09,a48,0
g2,de,All,c09A_04,a48,0
g1,it,6bis9,c09A_10,a48,0
All,CH,6bis9,c09A_04,a48,0
g2,CH,6bis9,c09A_06,a48,0
