Nr (abs);Milchproduktkategorie;Beschreibung;Proben-Nr. extern;Datum Probenahme;Bemerkung generell;Produktionsland;PFBA [µg/kg];PFPeA [µg/kg];PFHxA [µg/kg];PFHpA [µg/kg];PFOA [µg/kg];PFNA [µg/kg];PFDA [µg/kg];PFUnDA [µg/kg];PFDoDA [µg/kg];PFTrDA [µg/kg];PFTeDA [µg/kg];PFBS [µg/kg];PFPeS [µg/kg];total PFHxS [µg/kg];PFHpS [µg/kg];total PFOS [µg/kg];PFNS [µg/kg];PFDS [µg/kg];PFUnDS [µg/kg];PFDoDS [µg/kg];PFTrDS [µg/kg];HFPO-DA [µg/kg];DONA [µg/kg];9Cl-PF3ONS [µg/kg];11Cl-PF3OUnDS [µg/kg];4:2 FTS [µg/kg];8:2 FTS [µg/kg];10:2 FTS [µg/kg];FOSA [µg/kg];Capstone A [µg/kg];Capstone B [µg/kg];6:2 FTOH [µg/kg];8:2 FTOH [µg/kg]
20768;Hartkäse;Vollfett, aus Rohmilch;1;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20769;Hartkäse;Vollfett, aus Rohmilch;2;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20770;Hartkäse;Bio;3;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20771;Hartkäse;Vollfett, aus Rohmilch, bio;4;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20772;Hartkäse;Alp;5;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20773;Hartkäse;;6;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20774;Hartkäse;;7;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20775;Hartkäse;Alp;8;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20776;Halbhartkäse;;9;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20777;Halbhartkäse;Bio;10;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20778;Halbhartkäse;;11;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;0.11;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20779;Halbhartkäse;;12;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20780;Halbhartkäse;Demeter, bio;13;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20781;(Import) Extrahartkäse;Bio;14;15.03.2025;IT;Italien;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20782;Hartkäse;;15;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20783;Halbhartkäse;;16;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20784;Hartkäse;;17;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20785; Extrahartkäse (Import);;18;15.03.2025;IT;Italien;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20786;Halbhartkäse;;19;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20787;Halbhartkäse;;20;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20788;Halbhartkäse;;21;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20789;Halbhartkäse;Alp;22;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;0.08;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20790;Hartkäse;Bio;23;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20791;Hartkäse;;24;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20792;Extrahartkäse  (Import);;25;15.03.2025;IT;Italien;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20793;Extrahartkäse  (Import);;26;15.03.2025;IT;Italien;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20794;Extrahartkäse  (Import);;27;15.03.2025;IT;Italien;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20795;Hartkäse;;28;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20796;Rahm;Halbrahm UHT, 25% Milchfett;29;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20797;Rahm;Vollrahm UHT, 35% Milchfett;30;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20798;Rahm;Vollrahm UHT, 35% Milchfett, bio;31;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20799;Rahm;Vollrahm UHT, 35% Milchfett;32;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20800;Rahm;Vollrahm Past, 35% Milchfett;33;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20801;Rahm;Kaffeerahm UHT, 15% Milchfett, bio;34;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20802;Rahm;Kaffeerahm UHT, 15% Milchfett;35;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20806;Butter;Butter;39;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20807;Butter;Butter;40;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20808;Frischkäsezubereitung;;41;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20809;Butter;Butter;42;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;9.069;<2.5
20810;Butter;Butter;43;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;14.169;<2.5
20811;Butter;Butter, bio;44;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20812;Butter;Butter;45;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;15.245;<2.5
20813;Butter;Butter;46;15.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;7.622;<2.5
20814;Hartkäse;;47;14.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20815;Halbhartkäse;;48;14.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20816;Hartkäse;;49;14.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20817;Hartkäse;Bio;50;14.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20818;Hartkäse;Bio;51;14.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20819;Hartkäse;;52;14.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20820;Halbhartkäse;;53;14.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20821;Halbhartkäse;;54;14.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20822;Halbhartkäse;;55;14.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20823;Extrahartkäse (Import);;56;14.03.2025;IT;Italien;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20824;Extrahartkäse (Import);;57;14.03.2025;IT;Italien;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20825;Extrahartkäse (Import);bio;58;14.03.2025;IT;Italien;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20826;Frischkäsezubereitung;Cottage Cheese;59;14.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20827;Butter;Butter, bio;60;14.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20828;Butter;Butter;61;14.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20829;Butter;Butter;62;14.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;0.07;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20830;Butter;Butter;63;14.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;4.8;<2.5
20831;Butter;Butter;64;14.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;14.6;<2.5
20832;Rahm;Halbrahm UHT, 25% Milchfett;65;14.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20833;Rahm;Vollrahm UHT, 35% Milchfett;66;14.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20834;Rahm;Kaffeerahm UHT, 15% Milchfett;67;14.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20839;Hartkäse;;72;20.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20840;Hartkäse;;73;20.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20841;Hartkäse;;74;20.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20842;Hartkäse;;75;20.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
