Year,Category,Class of active substances,Category of use,Critical active substance,Prescription type,Species,Amount of active ingredient (kg)
2024,All animals,Amphenicols,Cattle nAS,No,All prescription types,All species,393.8934
2024,All animals,Others¹,Cattle nAS,No,Dispensing on stock,All species,47.0374
2024,All animals,Others¹,Cattle nAS,No,All prescription types,All species,47.0374
2024,All animals,Cephalosporins 1st/2nd generation,Cattle nAS,No,Dispensing on stock,All species,46.394
2024,All animals,Cephalosporins 1st/2nd generation,Cattle nAS,No,All prescription types,All species,46.394
2024,All animals,Penicillins,Cattle nAS,No,Dispensing on stock,All species,1406.6298
2024,All animals,Penicillins,Cattle nAS,No,All prescription types,All species,1406.6298
2024,All animals,Polymyxins,Cattle nAS,No,Dispensing on stock,All species,0.188
2024,All animals,Polymyxins,Cattle nAS,No,All prescription types,All species,0.188
2024,All animals,Sulfonamides,Cattle nAS,No,Dispensing on stock,All species,977.2661
2024,All animals,Sulfonamides,Cattle nAS,No,All prescription types,All species,977.2661
2024,All animals,Tetracyclines,Cattle nAS,No,Dispensing on stock,All species,381.4991
2024,All animals,Tetracyclines,Cattle nAS,No,All prescription types,All species,381.4991
2024,All animals,All active substance classes,Cattle nAS,Yes,Dispensing on stock,All species,7.1246
2024,All animals,All active substance classes,Cattle nAS,Yes,All prescription types,All species,7.1246
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Cattle nAS,Yes,Dispensing on stock,All species,0.5488
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Cattle nAS,Yes,All prescription types,All species,0.5488
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Cattle nAS,Yes,Dispensing on stock,All species,2.0197
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Cattle nAS,Yes,All prescription types,All species,2.0197
2024,All animals,Macrolidesᵏʳⁱᵗ,Cattle nAS,Yes,Dispensing on stock,All species,4.5561
2024,All animals,Macrolidesᵏʳⁱᵗ,Cattle nAS,Yes,All prescription types,All species,4.5561
2024,All animals,All active substance classes,Cattle nAS,All types of active ingredients,Dispensing on stock,All species,3950.0127
2024,All animals,All active substance classes,Cattle nAS,All types of active ingredients,All prescription types,All species,3950.0127
2024,All animals,Aminoglycosides,Cattle nAS,All types of active ingredients,Dispensing on stock,All species,689.9803
2024,All animals,Aminoglycosides,Cattle nAS,All types of active ingredients,All prescription types,All species,689.9803
2024,All animals,Amphenicols,Cattle nAS,All types of active ingredients,Dispensing on stock,All species,393.8934
2024,All animals,Amphenicols,Cattle nAS,All types of active ingredients,All prescription types,All species,393.8934
2024,All animals,Others¹,Cattle nAS,All types of active ingredients,Dispensing on stock,All species,47.0374
2024,All animals,Others¹,Cattle nAS,All types of active ingredients,All prescription types,All species,47.0374
2024,All animals,Cephalosporins 1st/2nd generation,Cattle nAS,All types of active ingredients,Dispensing on stock,All species,46.394
2024,All animals,Cephalosporins 1st/2nd generation,Cattle nAS,All types of active ingredients,All prescription types,All species,46.394
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Cattle nAS,All types of active ingredients,Dispensing on stock,All species,0.5488
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Cattle nAS,All types of active ingredients,All prescription types,All species,0.5488
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Cattle nAS,All types of active ingredients,Dispensing on stock,All species,2.0197
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Cattle nAS,All types of active ingredients,All prescription types,All species,2.0197
2024,All animals,Macrolidesᵏʳⁱᵗ,Cattle nAS,All types of active ingredients,Dispensing on stock,All species,4.5561
2024,All animals,Macrolidesᵏʳⁱᵗ,Cattle nAS,All types of active ingredients,All prescription types,All species,4.5561
2024,All animals,Penicillins,Cattle nAS,All types of active ingredients,Dispensing on stock,All species,1406.6298
2024,All animals,Penicillins,Cattle nAS,All types of active ingredients,All prescription types,All species,1406.6298
2024,All animals,Polymyxins,Cattle nAS,All types of active ingredients,Dispensing on stock,All species,0.188
2024,All animals,Polymyxins,Cattle nAS,All types of active ingredients,All prescription types,All species,0.188
2024,All animals,Sulfonamides,Cattle nAS,All types of active ingredients,Dispensing on stock,All species,977.2661
2024,All animals,Sulfonamides,Cattle nAS,All types of active ingredients,All prescription types,All species,977.2661
2024,All animals,Tetracyclines,Cattle nAS,All types of active ingredients,Dispensing on stock,All species,381.4991
2024,All animals,Tetracyclines,Cattle nAS,All types of active ingredients,All prescription types,All species,381.4991
2024,All animals,All active substance classes,Cattle nCU,No,All prescription types,All species,7.5563
2024,All animals,All active substance classes,Cattle nCU,No,Single treatments farm animals,All species,7.5563
2024,All animals,Aminoglycosides,Cattle nCU,No,All prescription types,All species,2.699
2024,All animals,Aminoglycosides,Cattle nCU,No,Single treatments farm animals,All species,2.699
2024,All animals,Others¹,Cattle nCU,No,All prescription types,All species,0.0038
2024,All animals,Others¹,Cattle nCU,No,Single treatments farm animals,All species,0.0038
2024,All animals,Cephalosporins 1st/2nd generation,Cattle nCU,No,All prescription types,All species,0.1271
2024,All animals,Cephalosporins 1st/2nd generation,Cattle nCU,No,Single treatments farm animals,All species,0.1271
2024,All animals,Penicillins,Cattle nCU,No,All prescription types,All species,3.7392
2024,All animals,Penicillins,Cattle nCU,No,Single treatments farm animals,All species,3.7392
2024,All animals,Sulfonamides,Cattle nCU,No,All prescription types,All species,0.019
2024,All animals,Sulfonamides,Cattle nCU,No,Single treatments farm animals,All species,0.019
2024,All animals,Tetracyclines,Cattle nCU,No,All prescription types,All species,0.9681
2024,All animals,Tetracyclines,Cattle nCU,No,Single treatments farm animals,All species,0.9681
2024,All animals,Penicillins,Poultry nCU,No,Single treatments farm animals,All species,0.0214
2024,All animals,All active substance classes,Cattle nCU,Yes,All prescription types,All species,0.0424
2024,All animals,Penicillins,Poultry nCU,No,Oral group treatments,All species,0.2788
2024,All animals,All active substance classes,Cattle nCU,Yes,Single treatments farm animals,All species,0.0424
2024,All animals,Sulfonamides,Poultry nCU,No,All prescription types,All species,0.0329
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Cattle nCU,Yes,All prescription types,All species,0.0264
2024,All animals,Sulfonamides,Poultry nCU,No,Single treatments farm animals,All species,0.0329
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Cattle nCU,Yes,Single treatments farm animals,All species,0.0264
2024,All animals,Tetracyclines,Poultry nCU,No,All prescription types,All species,0.0005
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Cattle nCU,Yes,All prescription types,All species,0.016
2024,All animals,Tetracyclines,Poultry nCU,No,Single treatments farm animals,All species,0.0005
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Cattle nCU,Yes,Single treatments farm animals,All species,0.016
2024,All animals,All active substance classes,Poultry nCU,Yes,All prescription types,All species,0.0073
2024,All animals,All active substance classes,Cattle nCU,All types of active ingredients,All prescription types,All species,7.5986
2024,All animals,All active substance classes,Poultry nCU,Yes,Single treatments farm animals,All species,0.0073
2024,All animals,All active substance classes,Cattle nCU,All types of active ingredients,Single treatments farm animals,All species,7.5986
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Poultry nCU,Yes,All prescription types,All species,0.0053
2024,All animals,Aminoglycosides,Cattle nCU,All types of active ingredients,All prescription types,All species,2.699
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Poultry nCU,Yes,Single treatments farm animals,All species,0.0053
2024,All animals,Aminoglycosides,Cattle nCU,All types of active ingredients,Single treatments farm animals,All species,2.699
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Poultry nCU,Yes,All prescription types,All species,0.002
2024,All animals,Others¹,Cattle nCU,All types of active ingredients,All prescription types,All species,0.0038
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Poultry nCU,Yes,Single treatments farm animals,All species,0.002
2024,All animals,All active substance classes,Poultry nCU,All types of active ingredients,All prescription types,All species,0.3474
2024,All animals,Others¹,Cattle nCU,All types of active ingredients,Single treatments farm animals,All species,0.0038
2024,All animals,All active substance classes,Poultry nCU,All types of active ingredients,Single treatments farm animals,All species,0.0686
2024,All animals,Cephalosporins 1st/2nd generation,Cattle nCU,All types of active ingredients,All prescription types,All species,0.1271
2024,All animals,Cephalosporins 1st/2nd generation,Cattle nCU,All types of active ingredients,Single treatments farm animals,All species,0.1271
2024,All animals,All active substance classes,Poultry nCU,All types of active ingredients,Oral group treatments,All species,0.2788
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Cattle nCU,All types of active ingredients,All prescription types,All species,0.0264
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Cattle nCU,All types of active ingredients,Single treatments farm animals,All species,0.0264
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Cattle nCU,All types of active ingredients,All prescription types,All species,0.016
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Cattle nCU,All types of active ingredients,Single treatments farm animals,All species,0.016
2024,All animals,Aminoglycosides,Poultry nCU,All types of active ingredients,All prescription types,All species,0.0003
2024,All animals,Aminoglycosides,Poultry nCU,All types of active ingredients,Single treatments farm animals,All species,0.0003
2024,All animals,Penicillins,Cattle nCU,All types of active ingredients,All prescription types,All species,3.7392
2024,All animals,Others¹,Poultry nCU,All types of active ingredients,All prescription types,All species,0.0061
2024,All animals,Penicillins,Cattle nCU,All types of active ingredients,Single treatments farm animals,All species,3.7392
2024,All animals,Others¹,Poultry nCU,All types of active ingredients,Single treatments farm animals,All species,0.0061
2024,All animals,Sulfonamides,Cattle nCU,All types of active ingredients,All prescription types,All species,0.019
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Poultry nCU,All types of active ingredients,All prescription types,All species,0.0053
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Poultry nCU,All types of active ingredients,Single treatments farm animals,All species,0.0053
2024,All animals,Sulfonamides,Cattle nCU,All types of active ingredients,Single treatments farm animals,All species,0.019
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Poultry nCU,All types of active ingredients,All prescription types,All species,0.002
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Poultry nCU,All types of active ingredients,Single treatments farm animals,All species,0.002
2024,All animals,Tetracyclines,Cattle nCU,All types of active ingredients,All prescription types,All species,0.9681
2024,All animals,Penicillins,Poultry nCU,All types of active ingredients,All prescription types,All species,0.3002
2024,All animals,Tetracyclines,Cattle nCU,All types of active ingredients,Single treatments farm animals,All species,0.9681
2024,All animals,Penicillins,Poultry nCU,All types of active ingredients,Single treatments farm animals,All species,0.0214
2024,All animals,All active substance classes,Suckling and weaned piglets,No,All prescription types,All species,188.8332
2024,All animals,All active substance classes,Suckling and weaned piglets,No,Single treatments farm animals,All species,7.8233
2024,All animals,Penicillins,Poultry nCU,All types of active ingredients,Oral group treatments,All species,0.2788
2024,All animals,All active substance classes,Suckling and weaned piglets,No,Oral group treatments,All species,181.0099
2024,All animals,Sulfonamides,Poultry nCU,All types of active ingredients,All prescription types,All species,0.0329
2024,All animals,Aminoglycosides,Suckling and weaned piglets,No,All prescription types,All species,0.1842
2024,All animals,Aminoglycosides,Suckling and weaned piglets,No,Single treatments farm animals,All species,0.1842
2024,All animals,Sulfonamides,Poultry nCU,All types of active ingredients,Single treatments farm animals,All species,0.0329
2024,All animals,Others¹,Suckling and weaned piglets,No,All prescription types,All species,1.8935
2024,All animals,Tetracyclines,Poultry nCU,All types of active ingredients,All prescription types,All species,0.0005
2024,All animals,Others¹,Suckling and weaned piglets,No,Single treatments farm animals,All species,0.1325
2024,All animals,Tetracyclines,Poultry nCU,All types of active ingredients,Single treatments farm animals,All species,0.0005
2024,All animals,Others¹,Suckling and weaned piglets,No,Oral group treatments,All species,1.761
2024,All animals,Cephalosporins 1st/2nd generation,Suckling and weaned piglets,No,All prescription types,All species,0.0005
2024,All animals,Cephalosporins 1st/2nd generation,Suckling and weaned piglets,No,Single treatments farm animals,All species,0.0005
2024,All animals,All active substance classes,Game animals nAS,No,Dispensing on stock,All species,0.021
2024,All animals,All active substance classes,Game animals nAS,No,All prescription types,All species,0.021
2024,All animals,Penicillins,Game animals nAS,No,Dispensing on stock,All species,0.021
2024,All animals,Penicillins,Game animals nAS,No,All prescription types,All species,0.021
2024,All animals,All active substance classes,Game animals nAS,All types of active ingredients,Dispensing on stock,All species,0.021
2024,All animals,All active substance classes,Game animals nAS,All types of active ingredients,All prescription types,All species,0.021
2024,All animals,Penicillins,Game animals nAS,All types of active ingredients,Dispensing on stock,All species,0.021
2024,All animals,Penicillins,Game animals nAS,All types of active ingredients,All prescription types,All species,0.021
2024,All animals,Cephalosporins 1st/2nd generation,Dogs,No,All prescription types,All species,99.2544
2024,All animals,Cephalosporins 1st/2nd generation,Dogs,No,Single treatments companion animals,All species,99.2544
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Dogs,Yes,All prescription types,All species,0.3556
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Dogs,Yes,Single treatments companion animals,All species,0.3556
2024,All animals,Cephalosporins 1st/2nd generation,Dogs,All types of active ingredients,All prescription types,All species,99.2544
2024,All animals,Cephalosporins 1st/2nd generation,Dogs,All types of active ingredients,Single treatments companion animals,All species,99.2544
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Dogs,All types of active ingredients,All prescription types,All species,0.3556
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Dogs,All types of active ingredients,Single treatments companion animals,All species,0.3556
2024,All animals,Cephalosporins 1st/2nd generation,Young sows,No,All prescription types,All species,0.002
2024,All animals,Cephalosporins 1st/2nd generation,Young sows,No,Single treatments farm animals,All species,0.002
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Young sows,Yes,All prescription types,All species,0.0035
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Young sows,Yes,Single treatments farm animals,All species,0.0035
2024,All animals,Cephalosporins 1st/2nd generation,Young sows,All types of active ingredients,All prescription types,All species,0.002
2024,All animals,Cephalosporins 1st/2nd generation,Young sows,All types of active ingredients,Single treatments farm animals,All species,0.002
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Young sows,All types of active ingredients,All prescription types,All species,0.0035
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Young sows,All types of active ingredients,Single treatments farm animals,All species,0.0035
2024,All animals,Cephalosporins 1st/2nd generation,Camelids,No,All prescription types,All species,0.0004
2024,All animals,Cephalosporins 1st/2nd generation,Camelids,No,Single treatments farm animals,All species,0.0004
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Camelids,Yes,All prescription types,All species,0.039
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Camelids,Yes,Single treatments farm animals,All species,0.039
2024,All animals,Cephalosporins 1st/2nd generation,Camelids,All types of active ingredients,All prescription types,All species,0.0004
2024,All animals,Cephalosporins 1st/2nd generation,Camelids,All types of active ingredients,Single treatments farm animals,All species,0.0004
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Camelids,All types of active ingredients,All prescription types,All species,0.039
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Camelids,All types of active ingredients,Single treatments farm animals,All species,0.039
2024,All animals,All active substance classes,Camelids nAS,No,Dispensing on stock,All species,1.1093
2024,All animals,All active substance classes,Camelids nAS,No,All prescription types,All species,1.1093
2024,All animals,Aminoglycosides,Camelids nAS,No,Dispensing on stock,All species,0.0118
2024,All animals,Aminoglycosides,Camelids nAS,No,All prescription types,All species,0.0118
2024,All animals,Others¹,Camelids nAS,No,Dispensing on stock,All species,0.0937
2024,All animals,Others¹,Camelids nAS,No,All prescription types,All species,0.0937
2024,All animals,Penicillins,Camelids nAS,No,Dispensing on stock,All species,0.1935
2024,All animals,Penicillins,Camelids nAS,No,All prescription types,All species,0.1935
2024,All animals,Sulfonamides,Camelids nAS,No,Dispensing on stock,All species,0.7626
2024,All animals,Sulfonamides,Camelids nAS,No,All prescription types,All species,0.7626
2024,All animals,Tetracyclines,Camelids nAS,No,Dispensing on stock,All species,0.0478
2024,All animals,Tetracyclines,Camelids nAS,No,All prescription types,All species,0.0478
2024,All animals,All active substance classes,Camelids nAS,All types of active ingredients,Dispensing on stock,All species,1.1093
2024,All animals,All active substance classes,Camelids nAS,All types of active ingredients,All prescription types,All species,1.1093
2024,All animals,Aminoglycosides,Camelids nAS,All types of active ingredients,Dispensing on stock,All species,0.0118
2024,All animals,Aminoglycosides,Camelids nAS,All types of active ingredients,All prescription types,All species,0.0118
2024,All animals,Others¹,Camelids nAS,All types of active ingredients,Dispensing on stock,All species,0.0937
2024,All animals,Others¹,Camelids nAS,All types of active ingredients,All prescription types,All species,0.0937
2024,All animals,Penicillins,Camelids nAS,All types of active ingredients,Dispensing on stock,All species,0.1935
2024,All animals,Penicillins,Camelids nAS,All types of active ingredients,All prescription types,All species,0.1935
2024,All animals,Sulfonamides,Camelids nAS,All types of active ingredients,Dispensing on stock,All species,0.7626
2024,All animals,Sulfonamides,Camelids nAS,All types of active ingredients,All prescription types,All species,0.7626
2024,All animals,Penicillins,Suckling and weaned piglets,No,All prescription types,All species,50.8082
2024,All animals,Tetracyclines,Camelids nAS,All types of active ingredients,Dispensing on stock,All species,0.0478
2024,All animals,Penicillins,Suckling and weaned piglets,No,Single treatments farm animals,All species,1.7622
2024,All animals,Tetracyclines,Camelids nAS,All types of active ingredients,All prescription types,All species,0.0478
2024,All animals,Penicillins,Suckling and weaned piglets,No,Oral group treatments,All species,49.046
2024,All animals,Polymyxins,Suckling and weaned piglets,No,All prescription types,All species,18.7336
2024,All animals,Polymyxins,Suckling and weaned piglets,No,Single treatments farm animals,All species,0.4703
2024,All animals,Polymyxins,Suckling and weaned piglets,No,Oral group treatments,All species,18.2632
2024,All animals,Sulfonamides,Suckling and weaned piglets,No,All prescription types,All species,30.2806
2024,All animals,Sulfonamides,Suckling and weaned piglets,No,Single treatments farm animals,All species,2.7346
2024,All animals,Sulfonamides,Suckling and weaned piglets,No,Oral group treatments,All species,27.546
2024,All animals,Tetracyclines,Suckling and weaned piglets,No,All prescription types,All species,86.9326
2024,All animals,Tetracyclines,Suckling and weaned piglets,No,Single treatments farm animals,All species,2.5389
2024,All animals,Tetracyclines,Suckling and weaned piglets,No,Oral group treatments,All species,84.3937
2024,All animals,All active substance classes,Suckling and weaned piglets,Yes,All prescription types,All species,3.2235
2024,All animals,All active substance classes,Suckling and weaned piglets,Yes,Single treatments farm animals,All species,0.9339
2024,All animals,All active substance classes,Suckling and weaned piglets,Yes,Oral group treatments,All species,2.2896
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Suckling and weaned piglets,Yes,All prescription types,All species,0.0083
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Suckling and weaned piglets,Yes,Single treatments farm animals,All species,0.0083
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Suckling and weaned piglets,Yes,All prescription types,All species,0.6768
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Suckling and weaned piglets,Yes,Single treatments farm animals,All species,0.6768
2024,All animals,Macrolidesᵏʳⁱᵗ,Suckling and weaned piglets,Yes,All prescription types,All species,2.5383
2024,All animals,Macrolidesᵏʳⁱᵗ,Suckling and weaned piglets,Yes,Single treatments farm animals,All species,0.2487
2024,All animals,Macrolidesᵏʳⁱᵗ,Suckling and weaned piglets,Yes,Oral group treatments,All species,2.2896
2024,All animals,All active substance classes,Suckling and weaned piglets,All types of active ingredients,All prescription types,All species,192.0567
2024,All animals,All active substance classes,Suckling and weaned piglets,All types of active ingredients,Single treatments farm animals,All species,8.7571
2024,All animals,All active substance classes,Suckling and weaned piglets,All types of active ingredients,Oral group treatments,All species,183.2995
2024,All animals,Aminoglycosides,Suckling and weaned piglets,All types of active ingredients,All prescription types,All species,0.1842
2024,All animals,Aminoglycosides,Suckling and weaned piglets,All types of active ingredients,Single treatments farm animals,All species,0.1842
2024,All animals,Others¹,Suckling and weaned piglets,All types of active ingredients,All prescription types,All species,1.8935
2024,All animals,Others¹,Suckling and weaned piglets,All types of active ingredients,Single treatments farm animals,All species,0.1325
2024,All animals,Others¹,Suckling and weaned piglets,All types of active ingredients,Oral group treatments,All species,1.761
2024,All animals,Cephalosporins 1st/2nd generation,Suckling and weaned piglets,All types of active ingredients,All prescription types,All species,0.0005
2024,All animals,Cephalosporins 1st/2nd generation,Suckling and weaned piglets,All types of active ingredients,Single treatments farm animals,All species,0.0005
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Suckling and weaned piglets,All types of active ingredients,All prescription types,All species,0.0083
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Suckling and weaned piglets,All types of active ingredients,Single treatments farm animals,All species,0.0083
2024,All animals,Cephalosporins 1st/2nd generation,Cats,No,All prescription types,All species,5.4307
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Suckling and weaned piglets,All types of active ingredients,All prescription types,All species,0.6768
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Suckling and weaned piglets,All types of active ingredients,Single treatments farm animals,All species,0.6768
2024,All animals,Cephalosporins 1st/2nd generation,Cats,No,Single treatments companion animals,All species,5.4307
2024,All animals,Macrolidesᵏʳⁱᵗ,Suckling and weaned piglets,All types of active ingredients,All prescription types,All species,2.5383
2024,All animals,Macrolidesᵏʳⁱᵗ,Suckling and weaned piglets,All types of active ingredients,Single treatments farm animals,All species,0.2487
2024,All animals,Macrolidesᵏʳⁱᵗ,Suckling and weaned piglets,All types of active ingredients,Oral group treatments,All species,2.2896
2024,All animals,Penicillins,Suckling and weaned piglets,All types of active ingredients,All prescription types,All species,50.8082
2024,All animals,Penicillins,Suckling and weaned piglets,All types of active ingredients,Single treatments farm animals,All species,1.7622
2024,All animals,Penicillins,Suckling and weaned piglets,All types of active ingredients,Oral group treatments,All species,49.046
2024,All animals,Polymyxins,Suckling and weaned piglets,All types of active ingredients,All prescription types,All species,18.7336
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Cats,Yes,All prescription types,All species,3.1686
2024,All animals,Polymyxins,Suckling and weaned piglets,All types of active ingredients,Single treatments farm animals,All species,0.4703
2024,All animals,Polymyxins,Suckling and weaned piglets,All types of active ingredients,Oral group treatments,All species,18.2632
2024,All animals,Sulfonamides,Suckling and weaned piglets,All types of active ingredients,All prescription types,All species,30.2806
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Cats,Yes,Single treatments companion animals,All species,3.1686
2024,All animals,Sulfonamides,Suckling and weaned piglets,All types of active ingredients,Single treatments farm animals,All species,2.7346
2024,All animals,Sulfonamides,Suckling and weaned piglets,All types of active ingredients,Oral group treatments,All species,27.546
2024,All animals,Tetracyclines,Suckling and weaned piglets,All types of active ingredients,All prescription types,All species,86.9326
2024,All animals,Tetracyclines,Suckling and weaned piglets,All types of active ingredients,Single treatments farm animals,All species,2.5389
2024,All animals,Tetracyclines,Suckling and weaned piglets,All types of active ingredients,Oral group treatments,All species,84.3937
2024,All animals,Cephalosporins 1st/2nd generation,Cats,All types of active ingredients,All prescription types,All species,5.4307
2024,All animals,Cephalosporins 1st/2nd generation,Cats,All types of active ingredients,Single treatments companion animals,All species,5.4307
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Cats,All types of active ingredients,All prescription types,All species,3.1686
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Cats,All types of active ingredients,Single treatments companion animals,All species,3.1686
2024,All animals,Cephalosporins 1st/2nd generation,Sheep,No,All prescription types,All species,0.1034
2024,All animals,Cephalosporins 1st/2nd generation,Sheep,No,Single treatments farm animals,All species,0.1034
2024,All animals,All active substance classes,Laying and parent birds,No,All prescription types,All species,18.612
2024,All animals,All active substance classes,Laying and parent birds,No,Oral group treatments,All species,18.612
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Sheep,Yes,All prescription types,All species,0.0412
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Sheep,Yes,Single treatments farm animals,All species,0.0412
2024,All animals,Penicillins,Laying and parent birds,No,All prescription types,All species,18.612
2024,All animals,Penicillins,Laying and parent birds,No,Oral group treatments,All species,18.612
2024,All animals,All active substance classes,Laying and parent birds,Yes,All prescription types,All species,0.3321
2024,All animals,All active substance classes,Laying and parent birds,Yes,Single treatments farm animals,All species,0.0001
2024,All animals,All active substance classes,Laying and parent birds,Yes,Oral group treatments,All species,0.332
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Laying and parent birds,Yes,All prescription types,All species,0.3321
2024,All animals,Cephalosporins 1st/2nd generation,Sheep,All types of active ingredients,All prescription types,All species,0.1034
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Laying and parent birds,Yes,Single treatments farm animals,All species,0.0001
2024,All animals,Cephalosporins 1st/2nd generation,Sheep,All types of active ingredients,Single treatments farm animals,All species,0.1034
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Laying and parent birds,Yes,Oral group treatments,All species,0.332
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Sheep,All types of active ingredients,All prescription types,All species,0.0412
2024,All animals,All active substance classes,Laying and parent birds,All types of active ingredients,All prescription types,All species,18.9441
2024,All animals,Cephalosporins 3rd/4th generationᵏʳⁱᵗ,Sheep,All types of active ingredients,Single treatments farm animals,All species,0.0412
2024,All animals,All active substance classes,Laying and parent birds,All types of active ingredients,Single treatments farm animals,All species,0.0001
2024,All animals,All active substance classes,Laying and parent birds,All types of active ingredients,Oral group treatments,All species,18.944
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Laying and parent birds,All types of active ingredients,All prescription types,All species,0.3321
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Laying and parent birds,All types of active ingredients,Single treatments farm animals,All species,0.0001
2024,All animals,Fluoroquinolonesᵏʳⁱᵗ,Laying and parent birds,All types of active ingredients,Oral group treatments,All species,0.332
2024,All animals,Penicillins,Laying and parent birds,All types of active ingredients,All prescription types,All species,18.612
2024,All animals,Penicillins,Laying and parent birds,All types of active ingredients,Oral group treatments,All species,18.612
2024,All animals,All active substance classes,Sheep nAS,No,Dispensing on stock,All species,77.9979
2024,All animals,All active substance classes,Sheep nAS,No,All prescription types,All species,77.9979
2024,All animals,Aminoglycosides,Sheep nAS,No,Dispensing on stock,All species,12.7346
2024,All animals,Aminoglycosides,Sheep nAS,No,All prescription types,All species,12.7346
2024,All animals,Amphenicols,Sheep nAS,No,Dispensing on stock,All species,0.4772
2024,All animals,Amphenicols,Sheep nAS,No,All prescription types,All species,0.4772
2024,All animals,Others¹,Sheep nAS,No,Dispensing on stock,All species,2.5793
2024,All animals,Others¹,Sheep nAS,No,All prescription types,All species,2.5793
2024,All animals,Cephalosporins 1st/2nd generation,Sheep nAS,No,Dispensing on stock,All species,0.065
2024,All animals,Cephalosporins 1st/2nd generation,Sheep nAS,No,All prescription types,All species,0.065
2024,All animals,Penicillins,Sheep nAS,No,Dispensing on stock,All species,29.65
2024,All animals,Penicillins,Sheep nAS,No,All prescription types,All species,29.65
2024,All animals,All active substance classes,Fattening calves and cattle,No,All prescription types,All species,5739.3241
2024,All animals,Sulfonamides,Sheep nAS,No,Dispensing on stock,All species,17.5856
2024,All animals,All active substance classes,Fattening calves and cattle,No,Single treatments farm animals,All species,372.0362
2024,All animals,Sulfonamides,Sheep nAS,No,All prescription types,All species,17.5856
2024,All animals,All active substance classes,Fattening calves and cattle,No,Oral group treatments,All species,5367.2879
