Month,Species,Category,Prescription type,Monthly prescriptions
12.2022,Dogs,All animals,Single treatments companion animals,19182
12.2022,Cats,All animals,Single treatments companion animals,27677
12.2022,Animal species nZO,All animals,Single treatments companion animals,2402
12.2022,Cats,Pets,Single treatments companion animals,27677
12.2022,Dogs,Pets,Single treatments companion animals,19182
12.2022,Equids,All animals,Single treatments companion animals,1646
12.2022,Rabbits,All animals,Single treatments farm animals,2
12.2022,Camelids,All animals,Single treatments farm animals,46
12.2022,Sheep,All animals,Single treatments farm animals,1024
12.2022,Poultry,Farm animals,Single treatments farm animals,5
12.2022,All species,Farm animals,Single treatments farm animals,64407
12.2022,Goats,All animals,Single treatments farm animals,417
12.2022,Rabbits,Farm animals,Single treatments farm animals,2
12.2022,Camelids,Farm animals,Single treatments farm animals,46
12.2022,Sheep,Farm animals,Single treatments farm animals,1024
12.2022,Cattle,Farm animals,Single treatments farm animals,62606
12.2022,Pigs,All animals,Single treatments farm animals,307
12.2022,Poultry,All animals,Single treatments farm animals,5
12.2022,All species,All animals,Single treatments farm animals,64407
12.2022,Goats,Farm animals,Single treatments farm animals,417
12.2022,Pigs,Farm animals,Single treatments farm animals,307
12.2022,Cattle,All animals,Single treatments farm animals,62606
12.2022,Fish,All animals,Oral group treatments,1
12.2022,Goats,All animals,Oral group treatments,3
12.2022,Pigs,All animals,Oral group treatments,101
12.2022,Rabbits,Farm animals,Oral group treatments,4
12.2022,Goats,Farm animals,Oral group treatments,3
12.2022,Poultry,All animals,Oral group treatments,49
12.2022,Cattle,All animals,Oral group treatments,769
12.2022,Poultry,Farm animals,Oral group treatments,49
12.2022,Sheep,All animals,Oral group treatments,2
12.2022,Cattle,Farm animals,Oral group treatments,769
12.2022,Sheep,Farm animals,Oral group treatments,2
12.2022,Pigs,Farm animals,Oral group treatments,101
12.2022,All species,All animals,Oral group treatments,929
12.2022,All species,Farm animals,Oral group treatments,929
12.2022,Fish,Farm animals,Oral group treatments,1
12.2022,Rabbits,All animals,Oral group treatments,4
01.2023,Goats,Farm animals,Dispensing on stock,99
01.2023,All species,Farm animals,Dispensing on stock,15909
01.2023,Fish,Farm animals,Dispensing on stock,1
01.2023,Camelids,All animals,Dispensing on stock,4
01.2023,Goats,All animals,Dispensing on stock,99
01.2023,Rabbits,All animals,Dispensing on stock,15
01.2023,Animal species nZO,Farm animals,Dispensing on stock,1409
01.2023,Poultry,Farm animals,Dispensing on stock,1
01.2023,Sheep,All animals,Dispensing on stock,251
01.2023,All species,All animals,Dispensing on stock,15909
01.2023,Pigs,Farm animals,Dispensing on stock,1503
01.2023,Game animals,Farm animals,Dispensing on stock,2
01.2023,Cattle,Farm animals,Dispensing on stock,12624
01.2023,Pigs,All animals,Dispensing on stock,1503
01.2023,Game animals,All animals,Dispensing on stock,2
01.2023,Poultry,All animals,Dispensing on stock,1
01.2023,Fish,All animals,Dispensing on stock,1
01.2023,Animal species nZO,All animals,Dispensing on stock,1409
01.2023,Rabbits,Farm animals,Dispensing on stock,15
01.2023,Cattle,All animals,Dispensing on stock,12624
01.2023,Camelids,Farm animals,Dispensing on stock,4
01.2023,Sheep,Farm animals,Dispensing on stock,251
01.2023,Animal species nZO,Pets,All prescription types,2519
01.2023,Pigs,Farm animals,All prescription types,1949
01.2023,All species,Pets,All prescription types,51257
01.2023,Cats,Pets,All prescription types,27794
01.2023,All species,All animals,All prescription types,130015
01.2023,Equids,Pets,All prescription types,1708
01.2023,Dogs,Pets,All prescription types,19236
01.2023,Fish,All animals,All prescription types,4
01.2023,Equids,All animals,All prescription types,1708
01.2023,Cattle,All animals,All prescription types,72486
01.2023,Goats,All animals,All prescription types,964
01.2023,Goats,Farm animals,All prescription types,964
01.2023,Pigs,All animals,All prescription types,1949
01.2023,Sheep,Farm animals,All prescription types,1798
01.2023,Cattle,Farm animals,All prescription types,72486
01.2023,Rabbits,All animals,All prescription types,18
01.2023,Cats,All animals,All prescription types,27794
01.2023,Animal species nZO,All animals,All prescription types,3928
01.2023,Rabbits,Farm animals,All prescription types,18
01.2023,Poultry,All animals,All prescription types,47
01.2023,Camelids,Farm animals,All prescription types,81
01.2023,Game animals,All animals,All prescription types,2
01.2023,Sheep,All animals,All prescription types,1798
01.2023,Poultry,Farm animals,All prescription types,47
01.2023,Animal species nZO,Farm animals,All prescription types,1409
01.2023,Game animals,Farm animals,All prescription types,2
01.2023,Dogs,All animals,All prescription types,19236
01.2023,Fish,Farm animals,All prescription types,4
01.2023,Camelids,All animals,All prescription types,81
01.2023,All species,Farm animals,All prescription types,78758
01.2023,Equids,Pets,Single treatments companion animals,1708
01.2023,Animal species nZO,Pets,Single treatments companion animals,2519
01.2023,Cats,All animals,Single treatments companion animals,27794
01.2023,All species,All animals,Single treatments companion animals,51257
01.2023,Dogs,All animals,Single treatments companion animals,19236
01.2023,All species,Pets,Single treatments companion animals,51257
01.2023,Cats,Pets,Single treatments companion animals,27794
01.2023,Animal species nZO,All animals,Single treatments companion animals,2519
01.2023,Dogs,Pets,Single treatments companion animals,19236
01.2023,Equids,All animals,Single treatments companion animals,1708
01.2023,All species,Farm animals,Single treatments farm animals,61953
01.2023,Sheep,All animals,Single treatments farm animals,1547
01.2023,Poultry,Farm animals,Single treatments farm animals,2
01.2023,Camelids,All animals,Single treatments farm animals,77
01.2023,Poultry,All animals,Single treatments farm animals,2
01.2023,Camelids,Farm animals,Single treatments farm animals,77
01.2023,Pigs,All animals,Single treatments farm animals,335
01.2023,Rabbits,Farm animals,Single treatments farm animals,2
01.2023,Rabbits,All animals,Single treatments farm animals,2
01.2023,Sheep,Farm animals,Single treatments farm animals,1547
01.2023,Cattle,Farm animals,Single treatments farm animals,59130
01.2023,Goats,Farm animals,Single treatments farm animals,860
01.2023,Goats,All animals,Single treatments farm animals,860
01.2023,All species,All animals,Single treatments farm animals,61953
01.2023,Pigs,Farm animals,Single treatments farm animals,335
01.2023,Cattle,All animals,Single treatments farm animals,59130
01.2023,Pigs,All animals,Oral group treatments,111
01.2023,Cattle,All animals,Oral group treatments,732
01.2023,Cattle,Farm animals,Oral group treatments,732
01.2023,Rabbits,Farm animals,Oral group treatments,1
01.2023,Goats,All animals,Oral group treatments,5
01.2023,Fish,All animals,Oral group treatments,3
01.2023,Poultry,All animals,Oral group treatments,44
01.2023,All species,Farm animals,Oral group treatments,896
01.2023,Goats,Farm animals,Oral group treatments,5
01.2023,Fish,Farm animals,Oral group treatments,3
01.2023,Poultry,Farm animals,Oral group treatments,44
01.2023,All species,All animals,Oral group treatments,896
01.2023,Pigs,Farm animals,Oral group treatments,111
01.2023,Rabbits,All animals,Oral group treatments,1
02.2023,Sheep,Farm animals,Dispensing on stock,296
02.2023,Poultry,All animals,Dispensing on stock,2
02.2023,Goats,All animals,Dispensing on stock,114
02.2023,Camelids,All animals,Dispensing on stock,2
02.2023,All species,Farm animals,Dispensing on stock,13784
02.2023,Sheep,All animals,Dispensing on stock,296
02.2023,Poultry,Farm animals,Dispensing on stock,2
02.2023,Cattle,All animals,Dispensing on stock,10771
02.2023,Goats,Farm animals,Dispensing on stock,114
02.2023,Animal species nZO,Farm animals,Dispensing on stock,1319
02.2023,All species,All animals,Dispensing on stock,13784
02.2023,Game animals,Farm animals,Dispensing on stock,1
02.2023,Pigs,Farm animals,Dispensing on stock,1272
02.2023,Pigs,All animals,Dispensing on stock,1272
02.2023,Camelids,Farm animals,Dispensing on stock,2
02.2023,Cattle,Farm animals,Dispensing on stock,10771
02.2023,Rabbits,Farm animals,Dispensing on stock,7
02.2023,Game animals,All animals,Dispensing on stock,1
02.2023,Rabbits,All animals,Dispensing on stock,7
02.2023,Animal species nZO,All animals,Dispensing on stock,1319
02.2023,Pigs,Farm animals,All prescription types,1697
02.2023,All species,All animals,All prescription types,115016
02.2023,Animal species nZO,Farm animals,All prescription types,1319
02.2023,Equids,Pets,All prescription types,1576
02.2023,Goats,Farm animals,All prescription types,1271
02.2023,Dogs,Pets,All prescription types,16986
02.2023,Equids,All animals,All prescription types,1576
02.2023,Goats,All animals,All prescription types,1271
02.2023,Poultry,All animals,All prescription types,52
02.2023,Animal species nZO,Pets,All prescription types,2451
02.2023,All species,Pets,All prescription types,45007
02.2023,Cats,Pets,All prescription types,23994
02.2023,Fish,All animals,All prescription types,4
02.2023,Sheep,Farm animals,All prescription types,2357
02.2023,Rabbits,All animals,All prescription types,11
02.2023,Pigs,All animals,All prescription types,1697
02.2023,Cattle,Farm animals,All prescription types,63258
02.2023,Cats,All animals,All prescription types,23994
02.2023,Animal species nZO,All animals,All prescription types,3770
02.2023,Rabbits,Farm animals,All prescription types,11
02.2023,Game animals,All animals,All prescription types,3
02.2023,Camelids,Farm animals,All prescription types,37
02.2023,Sheep,All animals,All prescription types,2357
02.2023,Game animals,Farm animals,All prescription types,3
02.2023,Cattle,All animals,All prescription types,63258
02.2023,Poultry,Farm animals,All prescription types,52
02.2023,Dogs,All animals,All prescription types,16986
02.2023,Fish,Farm animals,All prescription types,4
02.2023,All species,Farm animals,All prescription types,70009
02.2023,Camelids,All animals,All prescription types,37
02.2023,All species,Pets,Single treatments companion animals,45007
02.2023,Animal species nZO,Pets,Single treatments companion animals,2451
02.2023,Dogs,Pets,Single treatments companion animals,16986
02.2023,All species,All animals,Single treatments companion animals,45007
02.2023,Animal species nZO,All animals,Single treatments companion animals,2451
02.2023,Cats,All animals,Single treatments companion animals,23994
02.2023,Dogs,All animals,Single treatments companion animals,16986
02.2023,Equids,Pets,Single treatments companion animals,1576
02.2023,Equids,All animals,Single treatments companion animals,1576
02.2023,Cats,Pets,Single treatments companion animals,23994
02.2023,Camelids,All animals,Single treatments farm animals,35
02.2023,Game animals,Farm animals,Single treatments farm animals,2
02.2023,All species,Farm animals,Single treatments farm animals,55441
02.2023,Game animals,All animals,Single treatments farm animals,2
02.2023,Camelids,Farm animals,Single treatments farm animals,35
02.2023,Rabbits,Farm animals,Single treatments farm animals,2
02.2023,Rabbits,All animals,Single treatments farm animals,2
02.2023,Cattle,Farm animals,Single treatments farm animals,51880
02.2023,Pigs,All animals,Single treatments farm animals,309
02.2023,Goats,Farm animals,Single treatments farm animals,1150
02.2023,Poultry,All animals,Single treatments farm animals,6
02.2023,All species,All animals,Single treatments farm animals,55441
02.2023,Goats,All animals,Single treatments farm animals,1150
02.2023,Pigs,Farm animals,Single treatments farm animals,309
02.2023,Sheep,Farm animals,Single treatments farm animals,2057
02.2023,Poultry,Farm animals,Single treatments farm animals,6
02.2023,Cattle,All animals,Single treatments farm animals,51880
02.2023,Sheep,All animals,Single treatments farm animals,2057
02.2023,Fish,All animals,Oral group treatments,4
02.2023,Sheep,Farm animals,Oral group treatments,4
02.2023,Cattle,Farm animals,Oral group treatments,607
02.2023,Pigs,All animals,Oral group treatments,116
02.2023,Rabbits,Farm animals,Oral group treatments,2
02.2023,Goats,All animals,Oral group treatments,7
02.2023,Cattle,All animals,Oral group treatments,607
02.2023,Poultry,All animals,Oral group treatments,44
02.2023,All species,Farm animals,Oral group treatments,784
02.2023,Sheep,All animals,Oral group treatments,4
02.2023,Poultry,Farm animals,Oral group treatments,44
02.2023,Pigs,Farm animals,Oral group treatments,116
02.2023,All species,All animals,Oral group treatments,784
02.2023,Goats,Farm animals,Oral group treatments,7
02.2023,Fish,Farm animals,Oral group treatments,4
02.2023,Rabbits,All animals,Oral group treatments,2
03.2023,Goats,All animals,Dispensing on stock,116
03.2023,All species,Farm animals,Dispensing on stock,14598
03.2023,Rabbits,All animals,Dispensing on stock,5
03.2023,Goats,Farm animals,Dispensing on stock,116
03.2023,Cattle,All animals,Dispensing on stock,11707
03.2023,All species,All animals,Dispensing on stock,14598
03.2023,Pigs,Farm animals,Dispensing on stock,1506
03.2023,Sheep,All animals,Dispensing on stock,399
03.2023,Poultry,Farm animals,Dispensing on stock,2
03.2023,Animal species nZO,Farm animals,Dispensing on stock,862
03.2023,Camelids,All animals,Dispensing on stock,1
03.2023,Cattle,Farm animals,Dispensing on stock,11707
03.2023,Poultry,All animals,Dispensing on stock,2
03.2023,Animal species nZO,All animals,Dispensing on stock,862
03.2023,Pigs,All animals,Dispensing on stock,1506
03.2023,Rabbits,Farm animals,Dispensing on stock,5
03.2023,Camelids,Farm animals,Dispensing on stock,1
03.2023,Sheep,Farm animals,Dispensing on stock,399
03.2023,Animal species nZO,Pets,All prescription types,2736
03.2023,Cats,Pets,All prescription types,27326
03.2023,Equids,Pets,All prescription types,2010
03.2023,Pigs,Farm animals,All prescription types,1960
03.2023,Animal species nZO,Farm animals,All prescription types,862
03.2023,Goats,Farm animals,All prescription types,1437
03.2023,All species,Pets,All prescription types,51976
03.2023,All species,All animals,All prescription types,126427
03.2023,Dogs,Pets,All prescription types,19904
03.2023,Fish,All animals,All prescription types,8
03.2023,Goats,All animals,All prescription types,1437
03.2023,Equids,All animals,All prescription types,2010
03.2023,Pigs,All animals,All prescription types,1960
03.2023,Sheep,Farm animals,All prescription types,2827
03.2023,Poultry,All animals,All prescription types,56
03.2023,Cattle,Farm animals,All prescription types,67214
03.2023,Rabbits,All animals,All prescription types,18
03.2023,Rabbits,Farm animals,All prescription types,18
03.2023,Animal species nZO,All animals,All prescription types,3598
03.2023,Camelids,Farm animals,All prescription types,69
03.2023,Sheep,All animals,All prescription types,2827
03.2023,Poultry,Farm animals,All prescription types,56
03.2023,Cattle,All animals,All prescription types,67214
03.2023,Camelids,All animals,All prescription types,69
03.2023,Dogs,All animals,All prescription types,19904
03.2023,All species,Farm animals,All prescription types,74451
03.2023,Fish,Farm animals,All prescription types,8
03.2023,Cats,All animals,All prescription types,27326
03.2023,Equids,Pets,Single treatments companion animals,2010
03.2023,Dogs,All animals,Single treatments companion animals,19904
03.2023,Animal species nZO,All animals,Single treatments companion animals,2736
03.2023,All species,All animals,Single treatments companion animals,51976
03.2023,Cats,All animals,Single treatments companion animals,27326
03.2023,Animal species nZO,Pets,Single treatments companion animals,2736
03.2023,All species,Pets,Single treatments companion animals,51976
03.2023,Cats,Pets,Single treatments companion animals,27326
03.2023,Dogs,Pets,Single treatments companion animals,19904
03.2023,Equids,All animals,Single treatments companion animals,2010
03.2023,Camelids,All animals,Single treatments farm animals,68
03.2023,Sheep,All animals,Single treatments farm animals,2427
03.2023,All species,Farm animals,Single treatments farm animals,58996
03.2023,Camelids,Farm animals,Single treatments farm animals,68
03.2023,Rabbits,Farm animals,Single treatments farm animals,10
03.2023,Rabbits,All animals,Single treatments farm animals,10
03.2023,Poultry,All animals,Single treatments farm animals,1
03.2023,Pigs,All animals,Single treatments farm animals,332
03.2023,Sheep,Farm animals,Single treatments farm animals,2427
03.2023,Cattle,Farm animals,Single treatments farm animals,54843
03.2023,Pigs,Farm animals,Single treatments farm animals,332
03.2023,Goats,All animals,Single treatments farm animals,1315
03.2023,Goats,Farm animals,Single treatments farm animals,1315
03.2023,All species,All animals,Single treatments farm animals,58996
03.2023,Cattle,All animals,Single treatments farm animals,54843
03.2023,Poultry,Farm animals,Single treatments farm animals,1
03.2023,Goats,All animals,Oral group treatments,6
03.2023,Pigs,All animals,Oral group treatments,122
03.2023,Rabbits,Farm animals,Oral group treatments,3
03.2023,Fish,All animals,Oral group treatments,8
03.2023,Cattle,Farm animals,Oral group treatments,664
03.2023,Poultry,All animals,Oral group treatments,53
03.2023,Sheep,Farm animals,Oral group treatments,1
03.2023,Poultry,Farm animals,Oral group treatments,53
03.2023,All species,Farm animals,Oral group treatments,857
03.2023,Fish,Farm animals,Oral group treatments,8
03.2023,Goats,Farm animals,Oral group treatments,6
03.2023,Cattle,All animals,Oral group treatments,664
03.2023,Sheep,All animals,Oral group treatments,1
03.2023,Rabbits,All animals,Oral group treatments,3
03.2023,Pigs,Farm animals,Oral group treatments,122
03.2023,All species,All animals,Oral group treatments,857
04.2023,Goats,All animals,Dispensing on stock,90
04.2023,Fish,Farm animals,Dispensing on stock,1
04.2023,All species,Farm animals,Dispensing on stock,12498
04.2023,Goats,Farm animals,Dispensing on stock,90
04.2023,Camelids,All animals,Dispensing on stock,3
04.2023,Cattle,Farm animals,Dispensing on stock,10702
04.2023,Rabbits,All animals,Dispensing on stock,10
04.2023,Pigs,Farm animals,Dispensing on stock,1389
04.2023,All species,All animals,Dispensing on stock,12498
04.2023,Sheep,All animals,Dispensing on stock,302
04.2023,Poultry,Farm animals,Dispensing on stock,1
04.2023,Fish,All animals,Dispensing on stock,1
04.2023,Camelids,Farm animals,Dispensing on stock,3
04.2023,Cattle,All animals,Dispensing on stock,10702
04.2023,Rabbits,Farm animals,Dispensing on stock,10
04.2023,Pigs,All animals,Dispensing on stock,1389
04.2023,Poultry,All animals,Dispensing on stock,1
04.2023,Sheep,Farm animals,Dispensing on stock,302
04.2023,Cats,Pets,All prescription types,23266
04.2023,Equids,Pets,All prescription types,1856
04.2023,All species,All animals,All prescription types,109473
04.2023,Pigs,Farm animals,All prescription types,1787
04.2023,Dogs,Pets,All prescription types,17202
04.2023,Fish,All animals,All prescription types,8
04.2023,Equids,All animals,All prescription types,1856
04.2023,Animal species nZO,Pets,All prescription types,2620
04.2023,All species,Pets,All prescription types,44944
04.2023,Goats,Farm animals,All prescription types,1035
04.2023,Sheep,Farm animals,All prescription types,1967
04.2023,Rabbits,All animals,All prescription types,16
04.2023,Cattle,Farm animals,All prescription types,59586
04.2023,Cats,All animals,All prescription types,23266
04.2023,Rabbits,Farm animals,All prescription types,16
04.2023,Animal species nZO,All animals,All prescription types,2620
04.2023,Pigs,All animals,All prescription types,1787
04.2023,Game animals,All animals,All prescription types,1
04.2023,Poultry,All animals,All prescription types,57
04.2023,Camelids,Farm animals,All prescription types,72
04.2023,Goats,All animals,All prescription types,1035
04.2023,Cattle,All animals,All prescription types,59586
04.2023,Poultry,Farm animals,All prescription types,57
04.2023,Sheep,All animals,All prescription types,1967
04.2023,Game animals,Farm animals,All prescription types,1
04.2023,Dogs,All animals,All prescription types,17202
04.2023,All species,Farm animals,All prescription types,64529
04.2023,Fish,Farm animals,All prescription types,8
04.2023,Camelids,All animals,All prescription types,72
04.2023,All species,Pets,Single treatments companion animals,44944
04.2023,Equids,Pets,Single treatments companion animals,1856
04.2023,Cats,All animals,Single treatments companion animals,23266
04.2023,Animal species nZO,All animals,Single treatments companion animals,2620
04.2023,Dogs,All animals,Single treatments companion animals,17202
04.2023,Animal species nZO,Pets,Single treatments companion animals,2620
04.2023,Cats,Pets,Single treatments companion animals,23266
04.2023,Dogs,Pets,Single treatments companion animals,17202
04.2023,All species,All animals,Single treatments companion animals,44944
04.2023,Equids,All animals,Single treatments companion animals,1856
04.2023,Rabbits,All animals,Single treatments farm animals,6
04.2023,Game animals,Farm animals,Single treatments farm animals,1
04.2023,Sheep,All animals,Single treatments farm animals,1665
04.2023,Camelids,All animals,Single treatments farm animals,69
04.2023,All species,Farm animals,Single treatments farm animals,51465
04.2023,Camelids,Farm animals,Single treatments farm animals,69
04.2023,Goats,All animals,Single treatments farm animals,942
04.2023,Poultry,All animals,Single treatments farm animals,6
04.2023,Game animals,All animals,Single treatments farm animals,1
04.2023,Pigs,All animals,Single treatments farm animals,311
04.2023,Rabbits,Farm animals,Single treatments farm animals,6
04.2023,Cattle,All animals,Single treatments farm animals,48465
04.2023,Sheep,Farm animals,Single treatments farm animals,1665
04.2023,Cattle,Farm animals,Single treatments farm animals,48465
04.2023,Pigs,Farm animals,Single treatments farm animals,311
04.2023,All species,All animals,Single treatments farm animals,51465
04.2023,Goats,Farm animals,Single treatments farm animals,942
04.2023,Poultry,Farm animals,Single treatments farm animals,6
04.2023,Pigs,All animals,Oral group treatments,87
04.2023,Goats,All animals,Oral group treatments,3
04.2023,Goats,Farm animals,Oral group treatments,3
04.2023,Poultry,All animals,Oral group treatments,50
04.2023,Cattle,All animals,Oral group treatments,419
04.2023,Fish,All animals,Oral group treatments,7
04.2023,Pigs,Farm animals,Oral group treatments,87
04.2023,All species,Farm animals,Oral group treatments,566
04.2023,Poultry,Farm animals,Oral group treatments,50
04.2023,Cattle,Farm animals,Oral group treatments,419
04.2023,Fish,Farm animals,Oral group treatments,7
04.2023,All species,All animals,Oral group treatments,566
05.2023,Fish,Farm animals,Dispensing on stock,1
05.2023,Camelids,All animals,Dispensing on stock,3
05.2023,Fish,All animals,Dispensing on stock,1
05.2023,Goats,Farm animals,Dispensing on stock,102
05.2023,Cattle,Farm animals,Dispensing on stock,10959
05.2023,Poultry,Farm animals,Dispensing on stock,1
05.2023,Sheep,All animals,Dispensing on stock,287
05.2023,Goats,All animals,Dispensing on stock,102
05.2023,All species,All animals,Dispensing on stock,12670
05.2023,All species,Farm animals,Dispensing on stock,12670
05.2023,Pigs,Farm animals,Dispensing on stock,1303
05.2023,Camelids,Farm animals,Dispensing on stock,3
05.2023,Rabbits,Farm animals,Dispensing on stock,14
05.2023,Poultry,All animals,Dispensing on stock,1
05.2023,Sheep,Farm animals,Dispensing on stock,287
05.2023,Rabbits,All animals,Dispensing on stock,14
05.2023,Cattle,All animals,Dispensing on stock,10959
05.2023,Pigs,All animals,Dispensing on stock,1303
05.2023,All species,All animals,All prescription types,117717
05.2023,Goats,All animals,All prescription types,811
05.2023,Pigs,Farm animals,All prescription types,1779
05.2023,Equids,Pets,All prescription types,2178
05.2023,All species,Pets,All prescription types,50697
05.2023,Goats,Farm animals,All prescription types,811
05.2023,Dogs,Pets,All prescription types,19283
05.2023,Cats,Pets,All prescription types,26208
05.2023,Animal species nZO,Pets,All prescription types,3028
05.2023,Equids,All animals,All prescription types,2178
05.2023,Fish,All animals,All prescription types,15
05.2023,Pigs,All animals,All prescription types,1779
05.2023,Sheep,Farm animals,All prescription types,1384
05.2023,Cattle,All animals,All prescription types,62855
05.2023,Camelids,Farm animals,All prescription types,95
05.2023,Poultry,All animals,All prescription types,58
05.2023,Cattle,Farm animals,All prescription types,62855
05.2023,Rabbits,All animals,All prescription types,22
05.2023,Dogs,All animals,All prescription types,19283
05.2023,Animal species nZO,All animals,All prescription types,3028
05.2023,Rabbits,Farm animals,All prescription types,22
05.2023,Game animals,All animals,All prescription types,1
05.2023,Sheep,All animals,All prescription types,1384
05.2023,Game animals,Farm animals,All prescription types,1
05.2023,All species,Farm animals,All prescription types,67020
05.2023,Cats,All animals,All prescription types,26208
05.2023,Poultry,Farm animals,All prescription types,58
05.2023,Fish,Farm animals,All prescription types,15
05.2023,Camelids,All animals,All prescription types,95
05.2023,All species,Pets,Single treatments companion animals,50697
05.2023,Animal species nZO,Pets,Single treatments companion animals,3028
05.2023,Dogs,Pets,Single treatments companion animals,19283
05.2023,Dogs,All animals,Single treatments companion animals,19283
05.2023,All species,All animals,Single treatments companion animals,50697
05.2023,Cats,All animals,Single treatments companion animals,26208
05.2023,Cats,Pets,Single treatments companion animals,26208
05.2023,Equids,Pets,Single treatments companion animals,2178
05.2023,Equids,All animals,Single treatments companion animals,2178
05.2023,Animal species nZO,All animals,Single treatments companion animals,3028
05.2023,Game animals,Farm animals,Single treatments farm animals,1
05.2023,Camelids,All animals,Single treatments farm animals,92
05.2023,All species,Farm animals,Single treatments farm animals,53785
05.2023,Game animals,All animals,Single treatments farm animals,1
05.2023,Rabbits,Farm animals,Single treatments farm animals,7
05.2023,Cattle,All animals,Single treatments farm animals,51491
05.2023,Sheep,Farm animals,Single treatments farm animals,1097
05.2023,Rabbits,All animals,Single treatments farm animals,7
05.2023,Camelids,Farm animals,Single treatments farm animals,92
05.2023,Pigs,All animals,Single treatments farm animals,386
05.2023,Cattle,Farm animals,Single treatments farm animals,51491
05.2023,Goats,Farm animals,Single treatments farm animals,709
05.2023,Poultry,All animals,Single treatments farm animals,2
05.2023,All species,All animals,Single treatments farm animals,53785
05.2023,Goats,All animals,Single treatments farm animals,709
05.2023,Pigs,Farm animals,Single treatments farm animals,386
05.2023,Sheep,All animals,Single treatments farm animals,1097
05.2023,Poultry,Farm animals,Single treatments farm animals,2
05.2023,Fish,All animals,Oral group treatments,14
05.2023,Pigs,All animals,Oral group treatments,90
05.2023,Rabbits,Farm animals,Oral group treatments,1
05.2023,Cattle,All animals,Oral group treatments,405
05.2023,Poultry,All animals,Oral group treatments,55
05.2023,Fish,Farm animals,Oral group treatments,14
05.2023,Poultry,Farm animals,Oral group treatments,55
05.2023,All species,Farm animals,Oral group treatments,565
05.2023,Cattle,Farm animals,Oral group treatments,405
05.2023,Pigs,Farm animals,Oral group treatments,90
05.2023,Rabbits,All animals,Oral group treatments,1
05.2023,All species,All animals,Oral group treatments,565
06.2023,Goats,All animals,Dispensing on stock,84
06.2023,Camelids,All animals,Dispensing on stock,2
06.2023,Rabbits,All animals,Dispensing on stock,21
06.2023,All species,Farm animals,Dispensing on stock,13405
06.2023,Poultry,Farm animals,Dispensing on stock,4
06.2023,Goats,Farm animals,Dispensing on stock,84
06.2023,Sheep,All animals,Dispensing on stock,236
06.2023,All species,All animals,Dispensing on stock,13405
06.2023,Pigs,Farm animals,Dispensing on stock,1316
06.2023,Game animals,Farm animals,Dispensing on stock,3
06.2023,Poultry,All animals,Dispensing on stock,4
06.2023,Rabbits,Farm animals,Dispensing on stock,21
06.2023,Cattle,Farm animals,Dispensing on stock,11739
06.2023,Pigs,All animals,Dispensing on stock,1316
06.2023,Sheep,Farm animals,Dispensing on stock,236
06.2023,Game animals,All animals,Dispensing on stock,3
06.2023,Camelids,Farm animals,Dispensing on stock,2
06.2023,Cattle,All animals,Dispensing on stock,11739
06.2023,Goats,Farm animals,All prescription types,577
06.2023,Equids,Pets,All prescription types,2147
06.2023,All species,Pets,All prescription types,51637
06.2023,Dogs,Pets,All prescription types,21312
06.2023,Fish,All animals,All prescription types,10
06.2023,Pigs,Farm animals,All prescription types,1814
06.2023,Goats,All animals,All prescription types,577
06.2023,Cats,Pets,All prescription types,25342
06.2023,Animal species nZO,Pets,All prescription types,2836
06.2023,Equids,All animals,All prescription types,2147
06.2023,Sheep,Farm animals,All prescription types,1021
06.2023,Cattle,Farm animals,All prescription types,61114
06.2023,Pigs,All animals,All prescription types,1814
06.2023,Cats,All animals,All prescription types,25342
06.2023,Cattle,All animals,All prescription types,61114
06.2023,Animal species nZO,All animals,All prescription types,2836
06.2023,Poultry,All animals,All prescription types,53
06.2023,Rabbits,Farm animals,All prescription types,28
06.2023,Game animals,All animals,All prescription types,6
06.2023,Camelids,Farm animals,All prescription types,84
06.2023,Sheep,All animals,All prescription types,1021
06.2023,Game animals,Farm animals,All prescription types,6
06.2023,Poultry,Farm animals,All prescription types,53
06.2023,All species,All animals,All prescription types,116344
06.2023,Fish,Farm animals,All prescription types,10
06.2023,Dogs,All animals,All prescription types,21312
06.2023,Rabbits,All animals,All prescription types,28
06.2023,Camelids,All animals,All prescription types,84
06.2023,All species,Farm animals,All prescription types,64707
06.2023,Equids,Pets,Single treatments companion animals,2147
06.2023,Animal species nZO,Pets,Single treatments companion animals,2836
06.2023,Cats,All animals,Single treatments companion animals,25342
06.2023,All species,All animals,Single treatments companion animals,51637
06.2023,Animal species nZO,All animals,Single treatments companion animals,2836
06.2023,Dogs,All animals,Single treatments companion animals,21312
06.2023,Cats,Pets,Single treatments companion animals,25342
06.2023,Dogs,Pets,Single treatments companion animals,21312
06.2023,All species,Pets,Single treatments companion animals,51637
06.2023,Equids,All animals,Single treatments companion animals,2147
06.2023,Rabbits,All animals,Single treatments farm animals,5
06.2023,All species,Farm animals,Single treatments farm animals,50770
06.2023,Game animals,Farm animals,Single treatments farm animals,3
06.2023,Camelids,All animals,Single treatments farm animals,82
06.2023,Rabbits,Farm animals,Single treatments farm animals,5
06.2023,Game animals,All animals,Single treatments farm animals,3
06.2023,Camelids,Farm animals,Single treatments farm animals,82
06.2023,Poultry,All animals,Single treatments farm animals,8
06.2023,Sheep,Farm animals,Single treatments farm animals,785
06.2023,Cattle,All animals,Single treatments farm animals,48989
