Month,Species,Category,Prescription type,Monthly prescriptions
08.2024,Pigs,Farm animals,Dispensing on stock,1395
08.2024,Rabbits,Farm animals,Dispensing on stock,11
08.2024,Cattle,Farm animals,Dispensing on stock,11826
08.2024,Sheep,Farm animals,Dispensing on stock,214
08.2024,Poultry,All animals,Dispensing on stock,3
08.2024,Camelids,Farm animals,Dispensing on stock,3
08.2024,Equids,Pets,All prescription types,1783
08.2024,Dogs,Pets,All prescription types,19289
08.2024,Goats,Farm animals,All prescription types,522
08.2024,All species,All animals,All prescription types,123630
08.2024,All species,Pets,All prescription types,47682
08.2024,Fish,All animals,All prescription types,6
08.2024,Poultry,All animals,All prescription types,36
08.2024,Sheep,Farm animals,All prescription types,938
08.2024,Pigs,Farm animals,All prescription types,1962
08.2024,Animal species nZO,Pets,All prescription types,2742
08.2024,Goats,All animals,All prescription types,522
08.2024,Cats,Pets,All prescription types,23868
08.2024,Equids,All animals,All prescription types,1783
08.2024,Camelids,Farm animals,All prescription types,72
08.2024,Cattle,Farm animals,All prescription types,72397
08.2024,Rabbits,All animals,All prescription types,12
08.2024,All species,Farm animals,All prescription types,75948
08.2024,Pigs,All animals,All prescription types,1962
08.2024,Animal species nZO,All animals,All prescription types,2742
08.2024,Rabbits,Farm animals,All prescription types,12
08.2024,Game animals,All animals,All prescription types,3
08.2024,Game animals,Farm animals,All prescription types,3
08.2024,Cats,All animals,All prescription types,23868
08.2024,Camelids,All animals,All prescription types,72
08.2024,Sheep,All animals,All prescription types,938
08.2024,Cattle,All animals,All prescription types,72397
08.2024,Fish,Farm animals,All prescription types,6
08.2024,Poultry,Farm animals,All prescription types,36
08.2024,Dogs,All animals,All prescription types,19289
08.2024,Animal species nZO,Pets,Single treatments companion animals,2742
08.2024,All species,Pets,Single treatments companion animals,47682
08.2024,Equids,Pets,Single treatments companion animals,1783
08.2024,Animal species nZO,All animals,Single treatments companion animals,2742
08.2024,Cats,All animals,Single treatments companion animals,23868
08.2024,Dogs,All animals,Single treatments companion animals,19289
08.2024,All species,All animals,Single treatments companion animals,47682
08.2024,Dogs,Pets,Single treatments companion animals,19289
08.2024,Equids,All animals,Single treatments companion animals,1783
08.2024,Cats,Pets,Single treatments companion animals,23868
08.2024,Rabbits,All animals,Single treatments farm animals,1
08.2024,All species,Farm animals,Single treatments farm animals,61834
08.2024,Game animals,Farm animals,Single treatments farm animals,3
08.2024,Camelids,Farm animals,Single treatments farm animals,69
08.2024,Camelids,All animals,Single treatments farm animals,69
08.2024,Game animals,All animals,Single treatments farm animals,3
08.2024,Rabbits,Farm animals,Single treatments farm animals,1
08.2024,Pigs,All animals,Single treatments farm animals,475
08.2024,Cattle,Farm animals,Single treatments farm animals,60111
08.2024,Sheep,Farm animals,Single treatments farm animals,724
08.2024,Poultry,All animals,Single treatments farm animals,5
08.2024,Goats,Farm animals,Single treatments farm animals,446
08.2024,Pigs,Farm animals,Single treatments farm animals,475
08.2024,Sheep,All animals,Single treatments farm animals,724
08.2024,All species,All animals,Single treatments farm animals,61834
08.2024,Goats,All animals,Single treatments farm animals,446
08.2024,Poultry,Farm animals,Single treatments farm animals,5
08.2024,Cattle,All animals,Single treatments farm animals,60111
08.2024,Cattle,All animals,Oral group treatments,460
08.2024,Fish,All animals,Oral group treatments,6
08.2024,Poultry,All animals,Oral group treatments,28
08.2024,Pigs,Farm animals,Oral group treatments,92
08.2024,All species,All animals,Oral group treatments,586
08.2024,Fish,Farm animals,Oral group treatments,6
08.2024,Poultry,Farm animals,Oral group treatments,28
08.2024,Pigs,All animals,Oral group treatments,92
08.2024,All species,Farm animals,Oral group treatments,586
08.2024,Cattle,Farm animals,Oral group treatments,460
09.2024,Goats,All animals,Dispensing on stock,62
09.2024,Goats,Farm animals,Dispensing on stock,62
09.2024,Fish,Farm animals,Dispensing on stock,1
09.2024,Camelids,All animals,Dispensing on stock,5
09.2024,Fish,All animals,Dispensing on stock,1
09.2024,Pigs,All animals,Dispensing on stock,1467
09.2024,Sheep,All animals,Dispensing on stock,305
09.2024,All species,All animals,Dispensing on stock,14475
09.2024,All species,Farm animals,Dispensing on stock,14475
09.2024,Pigs,Farm animals,Dispensing on stock,1467
09.2024,Sheep,Farm animals,Dispensing on stock,305
09.2024,Camelids,Farm animals,Dispensing on stock,5
09.2024,Cattle,Farm animals,Dispensing on stock,12624
09.2024,Rabbits,All animals,Dispensing on stock,11
09.2024,Cattle,All animals,Dispensing on stock,12624
09.2024,Rabbits,Farm animals,Dispensing on stock,11
09.2024,Animal species nZO,Pets,All prescription types,2675
09.2024,Pigs,Farm animals,All prescription types,2019
09.2024,Equids,Pets,All prescription types,2065
09.2024,All species,Pets,All prescription types,46856
09.2024,Dogs,Pets,All prescription types,17582
09.2024,Fish,All animals,All prescription types,7
09.2024,Cats,Pets,All prescription types,24534
09.2024,Goats,Farm animals,All prescription types,539
09.2024,Equids,All animals,All prescription types,2065
09.2024,Poultry,All animals,All prescription types,56
09.2024,Goats,All animals,All prescription types,539
09.2024,Sheep,Farm animals,All prescription types,1897
09.2024,Cattle,Farm animals,All prescription types,77260
09.2024,Rabbits,All animals,All prescription types,13
09.2024,Animal species nZO,All animals,All prescription types,2675
09.2024,Rabbits,Farm animals,All prescription types,13
09.2024,Pigs,All animals,All prescription types,2019
09.2024,Cattle,All animals,All prescription types,77260
09.2024,Camelids,Farm animals,All prescription types,81
09.2024,Game animals,All animals,All prescription types,1
09.2024,Game animals,Farm animals,All prescription types,1
09.2024,Sheep,All animals,All prescription types,1897
09.2024,Poultry,Farm animals,All prescription types,56
09.2024,Cats,All animals,All prescription types,24534
09.2024,All species,All animals,All prescription types,128729
09.2024,Dogs,All animals,All prescription types,17582
09.2024,Fish,Farm animals,All prescription types,7
09.2024,All species,Farm animals,All prescription types,81873
09.2024,Camelids,All animals,All prescription types,81
09.2024,Cats,All animals,Single treatments companion animals,24534
09.2024,Animal species nZO,All animals,Single treatments companion animals,2675
09.2024,All species,All animals,Single treatments companion animals,46856
09.2024,Dogs,All animals,Single treatments companion animals,17582
09.2024,All species,Pets,Single treatments companion animals,46856
09.2024,Animal species nZO,Pets,Single treatments companion animals,2675
09.2024,Cats,Pets,Single treatments companion animals,24534
09.2024,Dogs,Pets,Single treatments companion animals,17582
09.2024,Equids,Pets,Single treatments companion animals,2065
09.2024,Equids,All animals,Single treatments companion animals,2065
09.2024,Game animals,Farm animals,Single treatments farm animals,1
09.2024,All species,Farm animals,Single treatments farm animals,66722
09.2024,Camelids,All animals,Single treatments farm animals,76
09.2024,Poultry,Farm animals,Single treatments farm animals,3
09.2024,Cattle,All animals,Single treatments farm animals,64142
09.2024,Game animals,All animals,Single treatments farm animals,1
09.2024,Rabbits,Farm animals,Single treatments farm animals,2
09.2024,Pigs,All animals,Single treatments farm animals,430
09.2024,Sheep,Farm animals,Single treatments farm animals,1592
09.2024,Camelids,Farm animals,Single treatments farm animals,76
09.2024,Rabbits,All animals,Single treatments farm animals,2
09.2024,Cattle,Farm animals,Single treatments farm animals,64142
09.2024,Goats,Farm animals,Single treatments farm animals,476
09.2024,All species,All animals,Single treatments farm animals,66722
09.2024,Poultry,All animals,Single treatments farm animals,3
09.2024,Goats,All animals,Single treatments farm animals,476
09.2024,Pigs,Farm animals,Single treatments farm animals,430
09.2024,Sheep,All animals,Single treatments farm animals,1592
09.2024,Cattle,All animals,Oral group treatments,494
09.2024,Fish,All animals,Oral group treatments,6
09.2024,Cattle,Farm animals,Oral group treatments,494
09.2024,Poultry,All animals,Oral group treatments,53
09.2024,Goats,All animals,Oral group treatments,1
09.2024,Goats,Farm animals,Oral group treatments,1
09.2024,All species,Farm animals,Oral group treatments,676
09.2024,Poultry,Farm animals,Oral group treatments,53
09.2024,Pigs,All animals,Oral group treatments,122
09.2024,Pigs,Farm animals,Oral group treatments,122
09.2024,All species,All animals,Oral group treatments,676
09.2024,Fish,Farm animals,Oral group treatments,6
10.2024,Goats,Farm animals,Dispensing on stock,59
10.2024,All species,Farm animals,Dispensing on stock,14638
10.2024,Pigs,Farm animals,Dispensing on stock,1469
10.2024,Pigs,All animals,Dispensing on stock,1469
10.2024,Cattle,Farm animals,Dispensing on stock,12760
10.2024,Rabbits,All animals,Dispensing on stock,13
10.2024,All species,All animals,Dispensing on stock,14638
10.2024,Sheep,All animals,Dispensing on stock,332
10.2024,Goats,All animals,Dispensing on stock,59
10.2024,Camelids,All animals,Dispensing on stock,5
10.2024,Camelids,Farm animals,Dispensing on stock,5
10.2024,Sheep,Farm animals,Dispensing on stock,332
10.2024,Cattle,All animals,Dispensing on stock,12760
10.2024,Rabbits,Farm animals,Dispensing on stock,13
10.2024,Cats,Pets,All prescription types,28677
10.2024,Animal species nZO,Pets,All prescription types,2666
10.2024,Equids,Pets,All prescription types,1918
10.2024,All species,All animals,All prescription types,134193
10.2024,Fish,All animals,All prescription types,4
10.2024,Cattle,All animals,All prescription types,77957
10.2024,Dogs,Pets,All prescription types,18522
10.2024,Pigs,Farm animals,All prescription types,2027
10.2024,Goats,All animals,All prescription types,504
10.2024,Goats,Farm animals,All prescription types,504
10.2024,Equids,All animals,All prescription types,1918
10.2024,All species,Pets,All prescription types,51783
10.2024,Sheep,Farm animals,All prescription types,1790
10.2024,Rabbits,All animals,All prescription types,14
10.2024,Poultry,All animals,All prescription types,55
10.2024,Pigs,All animals,All prescription types,2027
10.2024,Cattle,Farm animals,All prescription types,77957
10.2024,Animal species nZO,All animals,All prescription types,2666
10.2024,Rabbits,Farm animals,All prescription types,14
10.2024,Camelids,Farm animals,All prescription types,59
10.2024,Sheep,All animals,All prescription types,1790
10.2024,Camelids,All animals,All prescription types,59
10.2024,Poultry,Farm animals,All prescription types,55
10.2024,Fish,Farm animals,All prescription types,4
10.2024,All species,Farm animals,All prescription types,82410
10.2024,Cats,All animals,All prescription types,28677
10.2024,Dogs,All animals,All prescription types,18522
10.2024,All species,Pets,Single treatments companion animals,51783
10.2024,All species,All animals,Single treatments companion animals,51783
10.2024,Animal species nZO,All animals,Single treatments companion animals,2666
10.2024,Dogs,All animals,Single treatments companion animals,18522
10.2024,Cats,All animals,Single treatments companion animals,28677
10.2024,Animal species nZO,Pets,Single treatments companion animals,2666
10.2024,Equids,Pets,Single treatments companion animals,1918
10.2024,Dogs,Pets,Single treatments companion animals,18522
10.2024,Equids,All animals,Single treatments companion animals,1918
10.2024,Cats,Pets,Single treatments companion animals,28677
10.2024,Pigs,All animals,Single treatments farm animals,433
10.2024,Poultry,Farm animals,Single treatments farm animals,6
10.2024,All species,Farm animals,Single treatments farm animals,66966
10.2024,Camelids,All animals,Single treatments farm animals,54
10.2024,Camelids,Farm animals,Single treatments farm animals,54
10.2024,Poultry,All animals,Single treatments farm animals,6
10.2024,Rabbits,Farm animals,Single treatments farm animals,1
10.2024,Cattle,Farm animals,Single treatments farm animals,64574
10.2024,Rabbits,All animals,Single treatments farm animals,1
10.2024,Pigs,Farm animals,Single treatments farm animals,433
10.2024,All species,All animals,Single treatments farm animals,66966
10.2024,Sheep,Farm animals,Single treatments farm animals,1458
10.2024,Goats,Farm animals,Single treatments farm animals,440
10.2024,Cattle,All animals,Single treatments farm animals,64574
10.2024,Goats,All animals,Single treatments farm animals,440
10.2024,Sheep,All animals,Single treatments farm animals,1458
10.2024,Goats,Farm animals,Oral group treatments,5
10.2024,Goats,All animals,Oral group treatments,5
10.2024,Poultry,All animals,Oral group treatments,49
10.2024,Fish,All animals,Oral group treatments,4
10.2024,Poultry,Farm animals,Oral group treatments,49
