Jahr;Produktgruppe;Hauptkategorie;Unterkategorie;Energiegehalt (kcal pro 100 g);Eiweiss (g pro 100 g);Fett (g pro 100 g);Kohlenhydrate (g pro 100 g);davon Zucker (g pro 100 g);Salz (g pro 100 g);Salz jodiert;Bio
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fisch gekühlt/TK;133.0;6.4;4.9;15.0;2.0;1.0;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fisch gekühlt/TK;117.0;7.7;5.4;8.3;1.0;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fisch gekühlt/TK;127.0;5.9;7.5;8.3;1.0;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fisch gekühlt/TK;151.0;7.3;7.3;13.0;1.0;0.7;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fisch gekühlt/TK;126.0;4.5;5.9;13.0;1.2;0.9;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fisch gekühlt/TK;151.0;7.2;7.1;13.6;1.1;0.7;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fisch gekühlt/TK;130.0;7.8;4.0;15.0;0.9;1.2;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fisch gekühlt/TK;135.0;7.8;4.1;16.0;0.9;1.3;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fisch gekühlt/TK;125.0;7.4;3.1;16.0;0.9;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fisch gekühlt/TK;121.0;7.0;2.8;16.0;0.8;1.2;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fisch gekühlt/TK;120.0;6.8;2.9;16.0;0.7;1.2;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fisch gekühlt/TK;90.0;4.8;0.8;15.4;1.5;0.7;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch Dose/ungekühlt;85.0;3.6;1.9;13.0;3.7;1.1;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch Dose/ungekühlt;92.0;4.1;2.4;13.0;3.5;1.3;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch Dose/ungekühlt;88.0;4.3;2.3;12.0;2.8;1.1;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch Dose/ungekühlt;84.0;4.7;2.7;9.1;3.7;1.0;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch Dose/ungekühlt;99.0;5.3;4.0;9.3;0.9;1.1;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch Dose/ungekühlt;90.0;3.9;2.3;13.0;3.5;1.3;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch Dose/ungekühlt;89.0;4.5;2.3;12.0;1.8;1.2;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch Dose/ungekühlt;82.0;3.4;2.5;11.0;2.7;1.2;nein;ja
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch Dose/ungekühlt;85.0;3.6;1.9;13.0;3.7;1.1;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch Dose/ungekühlt;91.0;4.1;2.3;13.0;3.4;1.3;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch Dose/ungekühlt;89.0;4.5;2.3;12.0;1.8;1.2;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch Dose/ungekühlt;83.0;3.5;2.1;12.0;3.6;1.3;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch Dose/ungekühlt;88.0;4.3;2.3;12.0;2.8;1.1;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch Dose/ungekühlt;82.0;3.4;2.5;11.0;2.7;1.2;nein;ja
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;164.0;9.3;5.3;19.0;3.6;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;182.0;6.9;4.8;27.0;6.7;1.0;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;127.0;6.7;4.2;15.0;1.8;1.1;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;141.0;7.9;4.7;16.0;2.1;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;170.0;6.4;6.5;21.0;1.5;0.9;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;150.0;7.5;5.4;17.0;2.2;1.2;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;95.0;4.4;1.8;15.0;8.1;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;159.0;6.4;4.6;22.0;1.4;1.2;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;149.0;6.8;5.7;17.0;1.1;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;159.0;8.8;4.5;20.0;2.2;1.2;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;164.0;9.3;5.3;19.0;3.6;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;131.0;6.4;3.5;18.0;1.9;1.1;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;178.0;5.6;8.0;20.0;2.4;1.2;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;152.0;7.7;6.4;15.0;2.2;1.2;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;148.0;7.4;6.2;15.0;1.8;1.2;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;146.0;6.4;5.6;17.3;1.4;0.9;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;147.0;5.4;5.0;19.4;2.8;1.0;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;120.0;7.9;2.5;14.8;2.0;1.3;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;153.0;7.1;6.4;16.1;2.1;0.7;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;145.0;4.8;7.4;14.1;1.6;1.0;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;154.0;4.9;7.1;17.0;3.3;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;136.0;7.7;5.3;13.3;0.5;1.0;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;137.0;7.8;5.7;13.0;2.3;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;116.0;7.9;2.5;15.0;2.0;1.3;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;113.0;5.2;6.1;8.7;2.0;1.0;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;110.0;5.7;4.6;11.0;1.7;1.2;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;113.0;5.7;0.8;20.0;5.9;1.0;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;145.0;7.4;3.6;20.0;2.2;1.0;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;143.0;6.4;5.3;17.0;1.4;0.9;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;132.0;7.0;3.5;18.0;2.0;1.0;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;152.0;7.4;5.3;18.0;2.6;1.0;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;147.0;4.7;7.7;14.0;1.7;0.9;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;132.0;7.7;5.3;13.0;0.8;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;146.0;6.0;6.1;16.0;2.5;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;133.0;7.7;5.4;13.0;0.0;1.0;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;164.0;5.7;7.4;18.0;3.3;1.2;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;113.0;5.7;0.8;20.0;6.0;1.0;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;192.0;7.3;8.3;21.0;3.3;0.8;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;131.0;7.4;5.3;13.0;1.2;0.8;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;148.0;6.1;5.6;18.0;2.7;1.0;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;138.0;6.9;5.0;16.0;1.4;0.9;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;98.0;6.4;3.2;11.0;0.9;1.2;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;149.0;7.4;3.9;18.0;1.0;1.3;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;59.0;4.6;0.4;22.5;6.3;1.2;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;107.0;6.6;1.3;16.0;1.8;1.6;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;143.0;7.7;3.9;19.0;1.1;1.0;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;108.0;8.4;2.3;13.0;2.5;1.3;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;137.0;8.6;3.8;17.0;2.1;1.3;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;111.0;4.9;2.6;17.0;2.3;0.7;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;144.0;4.7;6.1;17.0;3.4;1.2;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;164.0;7.0;8.6;13.0;1.8;0.9;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;169.0;7.0;9.2;12.7;1.6;0.9;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;85.0;5.1;7.7;21.0;;0.7;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;90.0;3.6;2.0;14.0;3.4;1.1;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;150.0;6.8;8.0;12.0;3.4;1.3;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;195.0;7.7;9.9;17.9;1.4;1.2;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;134.0;2.7;9.2;9.6;1.0;1.3;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;157.0;5.6;7.1;17.0;1.5;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;152.0;5.0;5.9;19.0;2.1;1.5;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;138.0;5.4;8.8;9.0;2.3;0.9;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;167.0;6.5;8.3;16.3;1.0;1.0;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;155.0;5.5;10.1;8.8;2.3;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;111.0;5.5;5.5;9.4;2.4;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;129.0;5.6;2.9;19.0;1.7;1.4;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;166.0;6.0;11.0;9.8;2.3;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;152.0;5.9;6.3;17.0;0.9;1.1;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;147.0;7.6;6.1;15.0;0.9;1.2;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;132.0;5.9;6.4;17.0;1.2;1.4;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;192.0;8.8;9.1;18.0;1.5;1.3;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;147.0;4.9;5.3;19.0;4.7;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;151.0;5.5;10.0;8.9;2.4;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;165.0;8.2;8.2;14.0;2.9;1.4;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;87.0;5.3;3.3;8.7;2.2;1.4;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;120.0;8.9;3.3;13.0;3.1;1.1;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;142.0;6.8;4.5;18.0;1.5;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;130.0;6.0;6.2;12.0;3.0;0.8;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;155.0;7.6;8.3;12.0;3.4;1.3;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;173.0;5.4;10.0;15.0;0.6;1.0;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;125.0;6.1;5.6;12.0;2.5;0.9;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;143.0;6.9;9.3;7.6;1.6;0.9;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;130.0;7.2;3.9;16.0;1.8;1.3;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;149.0;7.5;5.0;18.0;1.5;1.2;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;120.0;8.9;3.3;13.0;3.1;1.1;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;126.0;6.0;6.2;11.0;2.5;0.8;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;157.0;6.6;7.2;16.0;0.6;1.0;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;157.0;6.6;7.2;16.0;0.6;1.0;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;148.0;8.1;4.2;19.0;1.8;1.2;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;130.0;7.9;3.6;16.0;2.7;1.1;ja;ja
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;136.0;6.7;3.0;20.0;1.7;1.2;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;120.0;8.9;3.3;13.0;3.1;1.1;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;139.0;5.5;5.2;17.0;1.8;1.0;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;115.0;5.6;3.0;16.0;1.9;1.0;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;125.0;6.3;3.0;16.8;2.2;1.2;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch gekühlt;148.0;6.8;7.9;11.5;3.5;1.2;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch TK;134.0;5.7;4.9;16.0;2.9;0.9;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch TK;148.0;6.7;4.7;19.0;1.8;0.8;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch TK;401.0;5.8;1.7;13.6;1.0;0.6;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch TK;394.0;5.5;1.6;13.6;1.6;0.7;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch TK;101.0;5.7;3.2;12.0;3.0;0.5;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit Fleisch TK;155.0;6.4;5.7;19.0;3.1;0.7;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegan Dose/ungekühlt;160.0;8.1;2.9;22.0;0.4;0.5;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegan Dose/ungekühlt;82.0;5.3;1.4;10.0;1.0;0.6;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegan Dose/ungekühlt;68.0;3.1;1.0;9.9;0.7;0.6;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegan Dose/ungekühlt;109.0;4.1;5.0;10.0;2.3;1.1;nein;ja
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegan Dose/ungekühlt;88.0;3.9;2.5;12.0;3.6;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegan Dose/ungekühlt;120.0;3.9;2.2;20.0;2.0;1.3;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegan Dose/ungekühlt;95.0;3.8;0.9;16.0;4.2;0.8;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegan Dose/ungekühlt;83.0;4.2;2.1;10.0;1.9;0.6;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegan Dose/ungekühlt;89.0;3.6;1.2;14.0;3.6;0.5;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegan Dose/ungekühlt;75.0;2.5;2.3;10.0;3.9;1.1;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegan gekühlt/TK;105.0;3.9;5.8;8.3;3.4;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegan gekühlt/TK;142.0;3.4;3.4;24.0;4.4;1.5;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegan gekühlt/TK;180.0;2.8;6.8;26.0;2.4;0.7;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegan gekühlt/TK;124.0;4.8;0.6;21.0;0.8;0.8;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegan gekühlt/TK;189.0;3.1;4.2;34.0;0.8;1.1;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegan gekühlt/TK;104.0;7.2;2.2;12.0;2.9;1.3;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegan gekühlt/TK;84.0;5.5;1.3;11.0;2.0;0.8;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegan gekühlt/TK;205.0;3.3;3.8;38.0;16.0;1.5;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegetarisch gekühlt/TK;150.0;3.6;6.8;18.0;2.0;1.5;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegetarisch gekühlt/TK;126.0;4.7;1.7;22.0;2.3;1.0;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegetarisch gekühlt/TK;109.0;2.9;1.3;21.0;1.0;0.8;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegetarisch gekühlt/TK;124.0;4.9;6.4;11.0;2.6;1.1;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegetarisch gekühlt/TK;124.0;6.0;2.7;18.0;3.7;1.1;ja;ja
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegetarisch gekühlt/TK;199.0;7.4;11.0;17.0;1.8;1.0;ja;ja
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegetarisch gekühlt/TK;114.0;2.4;4.3;16.0;1.6;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegetarisch gekühlt/TK;170.0;6.5;8.0;17.0;2.7;1.3;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegetarisch gekühlt/TK;230.0;12.0;12.0;18.0;2.4;1.2;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegetarisch gekühlt/TK;139.0;4.7;5.8;16.0;1.2;0.9;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegetarisch gekühlt/TK;151.0;5.6;8.6;12.0;2.9;1.1;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegetarisch gekühlt/TK;146.0;5.3;7.8;13.0;4.2;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegetarisch gekühlt/TK;161.0;5.4;9.2;13.0;0.9;0.9;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegetarisch gekühlt/TK;199.0;8.7;9.6;19.0;2.7;1.1;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegetarisch gekühlt/TK;128.0;5.6;5.2;14.0;2.6;1.2;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegetarisch gekühlt/TK;116.0;4.3;5.3;12.3;4.4;1.4;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegetarisch gekühlt/TK;162.0;5.8;7.5;17.0;3.7;1.3;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegetarisch gekühlt/TK;125.0;6.0;2.7;18.1;3.7;1.1;ja;ja
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegetarisch gekühlt/TK;140.0;4.7;5.8;16.4;1.2;0.9;ja;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegetarisch gekühlt/TK;149.0;4.6;7.0;16.0;3.3;0.7;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegetarisch gekühlt/TK;209.0;7.3;13.0;15.0;2.3;0.8;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegetarisch gekühlt/TK;135.0;5.6;6.4;13.0;3.9;0.9;nein;nein
2024;Fertiggerichte;Fertigmahlzeiten;Fertigmahlzeit vegetarisch gekühlt/TK;255.0;5.9;15.0;17.0;0.6;0.8;nein;nein
2024;Fertiggerichte;Pizza;Pizza Fisch frisch/TK;254.0;12.2;11.7;24.1;3.2;1.5;nein;nein
2024;Fertiggerichte;Pizza;Pizza Fisch frisch/TK;191.0;12.0;6.2;21.0;;1.3;nein;nein
2024;Fertiggerichte;Pizza;Pizza Fisch frisch/TK;207.0;12.0;8.3;21.0;;1.7;ja;nein
2024;Fertiggerichte;Pizza;Pizza Fisch frisch/TK;208.0;14.0;4.8;26.0;1.8;1.5;ja;nein
2024;Fertiggerichte;Pizza;Pizza Fisch frisch/TK;209.0;13.9;4.8;26.3;1.7;1.5;ja;nein
2024;Fertiggerichte;Pizza;Pizza Fisch frisch/TK;255.0;7.8;7.3;38.0;;1.5;nein;nein
2024;Fertiggerichte;Pizza;Pizza Fisch frisch/TK;220.0;8.8;6.4;31.0;;1.9;ja;nein
2024;Fertiggerichte;Pizza;Pizza Fisch frisch/TK;217.0;8.7;6.7;28.0;;1.8;ja;nein
2024;Fertiggerichte;Pizza;Pizza Fisch frisch/TK;220.0;8.8;6.4;31.0;;1.9;ja;nein
2024;Fertiggerichte;Pizza;Pizza Fisch frisch/TK;213.0;9.8;7.3;26.0;4.0;1.0;nein;nein
2024;Fertiggerichte;Pizza;Pizza Fisch frisch/TK;213.0;9.8;7.3;26.0;4.0;1.0;nein;nein
2024;Fertiggerichte;Pizza;Pizza Fleisch frisch;237.0;9.9;9.9;26.0;4.2;1.5;nein;nein
2024;Fertiggerichte;Pizza;Pizza Fleisch frisch;222.0;10.8;8.2;25.2;3.5;1.5;nein;nein
2024;Fertiggerichte;Pizza;Pizza Fleisch frisch;264.0;11.5;4.8;25.2;3.5;1.6;nein;nein
2024;Fertiggerichte;Pizza;Pizza Fleisch frisch;228.0;10.3;3.6;29.6;2.2;1.6;nein;nein
2024;Fertiggerichte;Pizza;Pizza Fleisch frisch;233.0;11.0;8.6;27.0;;1.4;ja;nein
2024;Fertiggerichte;Pizza;Pizza Fleisch frisch;249.0;12.0;9.8;27.0;;1.7;ja;nein
2024;Fertiggerichte;Pizza;Pizza Fleisch frisch;251.0;11.0;10.0;27.0;;1.6;ja;nein
2024;Fertiggerichte;Pizza;Pizza Fleisch frisch;218.0;10.0;9.9;21.0;;1.1;nein;nein
