Jahr;Produktgruppe;Firmencode;Kategorie gemäss Anhang Erklärung von Mailand;Basis: Tierische Milch;Basis: Pflanzlich;Energiegehalt (kcal pro 100 g);Eiweiss (g pro 100 g);Fett (g pro 100 g);Kohlenhydrate (g pro 100 g);davon Zucker (g pro 100 g) gemäss Verpackung;Zucker zugesetzt (g pro 100 g) berechnet;Neu eingeführt seit 2018;Zielgruppe Kinder;Proteinangereichert;Laktosefrei;Bio
2024;Joghurt;I;Frucht;ja;nein;103.0;3.3;3.4;15.0;14.0;5.0;ja;nein;nein;nein;ja
2024;Joghurt;I;Aroma;ja;nein;101.0;3.5;3.5;14.0;13.0;6.0;ja;nein;nein;nein;ja
2024;Joghurt;I;Frucht;ja;nein;104.0;3.3;3.4;15.0;14.0;6.0;ja;nein;nein;nein;ja
2024;Joghurt;I;Aroma;ja;nein;133.0;4.2;5.4;16.0;14.0;8.6;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;133.0;4.0;5.0;18.0;15.0;7.6;ja;nein;nein;nein;nein
2024;Joghurt;I;Müesli;ja;nein;109.0;8.9;3.0;11.2;9.2;5.6;ja;nein;nein;ja;nein
2024;Joghurt;I;Müesli;ja;nein;111.0;9.0;3.3;10.8;9.3;5.7;ja;nein;nein;nein;nein
2024;Joghurt;I;Müesli;ja;nein;109.0;8.8;2.8;11.8;9.4;5.8;ja;nein;nein;ja;nein
2024;Joghurt;I;Frucht;ja;nein;85.0;3.4;2.6;12.0;11.0;7.1;nein;ja;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;89.0;3.7;2.8;11.0;11.0;6.4;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;88.0;3.7;2.8;12.0;11.0;6.4;ja;nein;nein;nein;nein
2024;Joghurt;I;Aroma;ja;nein;114.0;0.7;7.0;11.0;7.7;7.5;ja;nein;nein;ja;ja
2024;Joghurt;I;Frucht;ja;nein;117.0;0.8;7.2;12.0;8.7;8.0;ja;nein;nein;ja;ja
2024;Joghurt;I;Frucht;ja;nein;81.0;3.3;1.4;13.0;12.0;6.8;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;77.0;3.2;1.4;12.0;11.0;7.0;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;80.0;3.3;1.4;13.0;12.0;7.6;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;80.0;3.2;1.4;13.0;12.0;7.7;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;82.0;3.3;1.4;13.0;12.0;7.7;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;81.0;3.2;1.4;13.0;12.0;8.1;ja;nein;nein;nein;nein
2024;Joghurt;I;Aroma;ja;nein;82.0;3.4;1.4;13.0;12.0;8.5;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;85.0;3.2;1.4;14.0;13.0;8.8;ja;nein;nein;nein;nein
2024;Joghurt;I;Müesli;ja;nein;116.0;4.2;4.7;13.0;7.8;3.2;ja;nein;nein;nein;nein
2024;Joghurt;I;Müesli;ja;nein;105.0;3.6;4.0;13.0;7.9;1.1;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;86.0;3.3;2.5;12.4;12.0;7.6;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;86.0;3.3;2.5;12.4;11.8;7.8;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;89.0;3.3;2.5;13.1;12.6;8.3;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;89.0;2.5;2.8;13.0;9.9;6.0;ja;ja;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;80.0;2.5;2.8;13.0;9.9;6.0;ja;ja;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;89.0;2.9;3.0;12.0;11.0;7.0;ja;nein;nein;ja;nein
2024;Joghurt;I;Frucht;ja;nein;88.0;2.9;2.9;12.0;11.0;7.9;ja;nein;nein;ja;nein
2024;Joghurt;I;Aroma;ja;nein;90.0;2.9;3.0;12.0;12.0;7.4;ja;nein;nein;ja;nein
2024;Joghurt;I;Frucht;ja;nein;112.0;4.5;3.8;15.0;14.0;9.0;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;112.0;4.5;3.8;15.0;14.0;9.4;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;112.0;4.5;3.8;15.0;14.0;9.5;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;112.0;4.5;3.8;15.0;14.0;10.0;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;392.0;2.7;2.8;13.0;12.0;8.4;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;95.0;2.7;2.8;13.0;12.0;8.8;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;98.0;2.7;2.8;14.0;12.0;9.2;ja;nein;nein;nein;nein
2024;Joghurt;I;Aroma;ja;nein;102.0;2.9;3.0;15.0;14.0;11.2;ja;nein;nein;nein;nein
2024;Joghurt;I;Aroma;ja;nein;127.0;2.5;7.3;12.4;11.8;8.8;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;129.0;2.6;7.4;12.3;11.8;8.5;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;128.0;2.5;7.4;12.3;8.5;8.3;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;128.0;2.6;7.4;12.2;11.8;8.9;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;133.0;2.5;7.3;14.0;13.5;10.6;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;129.0;2.6;7.4;12.5;12.0;8.3;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;102.0;3.5;4.1;13.0;12.0;7.7;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;107.0;3.6;4.2;14.0;13.0;8.7;ja;nein;nein;nein;nein
2024;Joghurt;I;Aroma;ja;nein;133.0;3.5;5.7;17.0;16.0;12.0;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;nein;ja;71.0;3.6;2.0;9.4;7.9;7.2;ja;nein;nein;ja;nein
2024;Joghurt;I;Aroma;nein;ja;70.0;3.5;2.0;9.3;7.6;7.7;ja;nein;nein;ja;nein
2024;Joghurt;I;Frucht;nein;ja;74.0;3.6;2.0;10.0;8.2;7.7;ja;nein;nein;ja;nein
2024;Joghurt;I;Frucht;ja;nein;62.0;3.3;2.6;5.6;4.7;0.0;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;59.0;3.4;2.6;4.8;4.1;0.0;ja;nein;nein;nein;nein
2024;Joghurt;I;Müesli;ja;nein;94.0;3.8;3.4;14.0;13.0;6.9;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;84.0;3.8;3.1;12.0;12.0;7.5;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;85.0;3.8;3.1;12.4;12.1;7.5;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;78.0;3.8;3.0;10.7;10.1;5.4;ja;nein;nein;nein;nein
2024;Joghurt;I;Nuss;ja;nein;100.0;4.0;4.9;12.0;11.0;7.0;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;88.0;3.8;3.1;13.0;13.0;7.5;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;88.0;3.8;3.1;13.0;13.0;7.5;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;78.0;3.9;3.1;10.6;10.5;6.0;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;87.0;3.7;3.0;13.0;12.0;7.5;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;88.0;4.5;3.0;13.0;12.0;7.5;ja;nein;nein;nein;nein
2024;Joghurt;I;Nuss;ja;nein;88.0;4.5;3.0;13.0;12.0;7.5;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;83.0;3.7;3.0;12.0;12.0;7.5;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;91.0;4.4;2.9;14.0;13.0;7.5;ja;nein;nein;nein;nein
2024;Joghurt;I;Müesli;ja;nein;126.0;4.0;4.6;16.0;11.0;7.2;ja;nein;nein;nein;nein
2024;Joghurt;I;Müesli;ja;nein;128.0;3.8;5.0;16.0;12.0;8.5;ja;nein;nein;nein;nein
2024;Joghurt;I;Aroma;ja;nein;97.0;3.7;2.8;14.0;13.0;8.4;ja;nein;nein;nein;nein
2024;Joghurt;I;Aroma;ja;nein;101.0;3.9;2.8;15.5;15.2;10.1;ja;nein;nein;nein;nein
2024;Joghurt;I;Aroma;ja;nein;100.0;3.8;2.7;15.0;15.0;11.1;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;99.0;3.1;3.0;13.7;13.4;11.0;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;118.0;3.6;3.9;17.0;16.0;11.5;ja;ja;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;117.0;3.5;3.9;17.0;16.0;13.3;ja;ja;nein;nein;nein
2024;Joghurt;I;Müesli;ja;nein;92.0;2.5;2.6;13.0;11.0;6.8;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;90.0;3.4;2.6;13.0;12.0;7.3;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;95.0;3.8;3.3;12.2;11.7;7.8;ja;nein;nein;nein;ja
2024;Joghurt;I;Frucht;ja;nein;100.0;3.8;3.3;13.2;12.7;8.9;ja;nein;nein;nein;ja
2024;Joghurt;I;Aroma;ja;nein;101.0;4.7;3.4;13.0;13.0;8.8;ja;nein;nein;nein;ja
2024;Joghurt;I;Aroma;ja;nein;97.0;3.9;3.1;13.0;12.0;9.2;ja;nein;nein;nein;ja
2024;Joghurt;I;Frucht;ja;nein;131.0;2.8;7.8;12.4;11.8;6.0;ja;nein;nein;nein;nein
2024;Joghurt;I;Frucht;ja;nein;132.0;3.1;8.8;10.0;9.7;7.2;ja;nein;nein;nein;nein
2024;Joghurt;G;Aroma;ja;nein;92.0;4.2;3.0;12.0;12.0;9.9;ja;nein;nein;nein;nein
2024;Joghurt;G;Frucht;ja;nein;87.0;3.3;2.9;12.0;11.0;8.2;ja;nein;nein;nein;nein
2024;Joghurt;G;Aroma;ja;nein;93.0;4.1;3.2;12.4;12.4;9.2;nein;nein;nein;nein;nein
2024;Joghurt;G;Frucht;ja;nein;70.0;3.4;2.9;7.0;5.5;0.0;ja;nein;nein;ja;ja
2024;Joghurt;G;Frucht;ja;nein;87.0;3.3;2.8;11.6;10.4;7.6;ja;nein;nein;nein;nein
2024;Joghurt;G;Frucht;ja;nein;69.0;3.7;2.9;8.2;6.7;0.2;ja;nein;nein;ja;ja
2024;Joghurt;G;Frucht;ja;nein;62.0;3.7;2.9;5.1;4.3;0.0;ja;nein;nein;ja;ja
2024;Joghurt;G;Frucht;ja;nein;89.0;3.5;3.0;12.3;11.2;7.6;nein;nein;nein;nein;nein
2024;Joghurt;G;Aroma;ja;nein;100.0;4.1;3.5;12.8;12.5;9.0;ja;nein;nein;nein;ja
2024;Joghurt;G;Aroma;ja;nein;101.0;4.2;3.1;13.5;13.4;10.4;nein;nein;nein;nein;nein
2024;Joghurt;G;Frucht;ja;nein;91.0;3.6;3.1;11.9;10.8;7.6;nein;nein;nein;nein;nein
2024;Joghurt;G;Aroma;ja;nein;106.0;4.5;3.6;13.6;13.4;10.4;nein;nein;nein;nein;nein
2024;Joghurt;G;Aroma;ja;nein;119.0;3.6;4.6;15.0;13.9;10.9;nein;nein;nein;nein;nein
2024;Joghurt;G;Müesli;ja;nein;101.0;3.6;3.3;14.0;11.8;7.9;nein;nein;nein;nein;nein
2024;Joghurt;G;Müesli;ja;nein;101.0;3.1;3.1;14.0;11.8;7.9;nein;nein;nein;nein;nein
2024;Joghurt;G;Frucht;ja;nein;89.0;3.5;3.0;12.0;10.9;7.6;nein;nein;nein;nein;nein
2024;Joghurt;G;Nuss;ja;nein;112.0;4.0;5.3;11.9;10.9;7.8;nein;nein;nein;nein;nein
2024;Joghurt;G;Frucht;ja;nein;90.0;3.6;3.0;12.5;11.3;7.1;nein;nein;nein;nein;nein
2024;Joghurt;G;Aroma;nein;ja;111.0;0.7;6.5;9.5;6.6;6.5;ja;nein;nein;ja;nein
2024;Joghurt;G;Frucht;ja;nein;98.0;4.0;3.3;12.6;12.2;8.5;ja;nein;nein;nein;ja
2024;Joghurt;G;Aroma;ja;nein;145.0;2.6;8.3;14.5;13.2;9.7;ja;nein;nein;nein;ja
2024;Joghurt;G;Frucht;ja;nein;134.0;2.5;8.0;13.0;12.4;8.3;ja;nein;nein;nein;ja
2024;Joghurt;G;Frucht;ja;nein;142.0;2.5;7.9;14.9;14.1;9.2;ja;nein;nein;nein;ja
2024;Joghurt;G;Aroma;ja;nein;113.0;4.8;3.6;15.4;15.1;11.0;ja;nein;nein;nein;ja
2024;Joghurt;G;Aroma;ja;nein;100.0;4.1;3.5;12.7;12.4;9.0;ja;nein;nein;nein;ja
2024;Joghurt;G;Frucht;ja;nein;94.0;3.9;3.3;13.0;12.2;8.1;ja;nein;nein;nein;ja
2024;Joghurt;G;Frucht;ja;nein;93.0;3.8;3.2;11.6;11.2;8.0;ja;nein;nein;nein;ja
2024;Joghurt;G;Frucht;ja;nein;98.0;3.9;3.3;13.3;13.0;8.5;ja;nein;nein;nein;ja
2024;Joghurt;G;Frucht;ja;nein;93.0;3.8;3.2;12.3;11.9;8.2;ja;nein;nein;nein;ja
