Kanton CODE,Kampagne CODE,Erhebungsgrund CODE,Betriebskategorie CODE,Produktionsland CODE,Ursprungsland CODE,Produktionsmethode CODE,Probe ID,Datum Probenahme,Jahr,Probenbezugsteil CODE,PAID,MAID,Matrix Descriptor CODE,Ergebnis quantitativ,Einheit CODE,Ergebnis qualitativ,Ergebnisbewertung CODE,LOQ,LOD
AG,101,M2,C302,TR,,1.0,65066,2023-06-05,2023,,1003-96,9343-05,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C201,CH,,4.0,64554,2023-05-02,2023,,1003-96,6236-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C204,ES,,1.0,65177,2023-06-13,2023,,1003-96,13130-90,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C202,DE,,1.0,65023,2023-06-01,2023,,1003-96,13127-02,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,B501,CH,,1.0,61467,2023-01-04,2023,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,GB,,1.0,65162,2023-06-12,2023,,1003-96,13147-39,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C202,DE,,1.0,65025,2023-06-01,2023,,1003-96,13140-60,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,B501,CH,,1.0,61526,2023-01-10,2023,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,VN,,1.0,67458,2023-09-12,2023,,1003-96,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,CH,,1.0,64553,2023-05-02,2023,,1003-96,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B601,TH,,1.0,67529,2023-09-18,2023,,1003-96,19186-61,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B601,TH,,1.0,67530,2023-09-18,2023,,1003-96,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,67343,2023-09-04,2023,,1003-96,19186-61,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,IN,,1.0,67433,2023-09-11,2023,,1003-96,13671-19,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,68013,2023-09-27,2023,,1003-96,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,67337,2023-09-04,2023,,1003-96,9333-35,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,68010,2023-09-27,2023,,1003-96,8681-51,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C203,CH,,1.0,64301,2023-04-25,2023,,1003-96,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,VN,,1.0,67341,2023-09-04,2023,,1003-96,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,67338,2023-09-04,2023,,1003-96,6504-83,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,67524,2023-09-18,2023,,1003-96,6504-83,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,68014,2023-09-27,2023,,1003-96,6504-83,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,CN,,1.0,65161,2023-06-12,2023,,1003-96,13130-90,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C106,VN,,1.0,67342,2023-09-04,2023,,1003-96,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,CH,,1.0,64168,2023-04-18,2023,,1003-96,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C302,TH,,1.0,67339,2023-09-04,2023,,1003-96,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,67426,2023-09-11,2023,,1003-96,19204-07,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,IN,,1.0,65165,2023-06-12,2023,,1003-96,6516-47,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C201,CH,,1.0,64167,2023-04-18,2023,,1003-96,6236-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C204,EU,,1.0,65168,2023-06-12,2023,,1003-96,13130-90,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C106,TH,,1.0,67432,2023-09-11,2023,,1003-96,13065-91,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,SGA,,1.0,65397,2023-06-28,2023,,1003-96,9343-05,,,mg/kg,<LOQ,NB,0.05,
ZH,101,M2,C105,TH,TH,6.0,ghTcRvZLDgTWV1Mu1pCSVZNpLCaHSID0Yz6wKPXIeH4=,2023-11-23,2023,,1003-96,4759-80,,0.002,mg/kg,,K,,
AG,101,M2,C106,TH,,1.0,67531,2023-09-18,2023,,1003-96,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,VN,,1.0,67459,2023-09-12,2023,,1003-96,13070-76,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C204,PK,,1.0,65282,2023-06-21,2023,,1003-96,13124-11,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C202,PE,,1.0,65026,2023-06-01,2023,,1003-96,6514-53,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C105,CH,,1.0,64084,2023-04-11,2023,,1003-96,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C204,TR,,1.0,65335,2023-06-22,2023,,1003-96,13124-11,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C302,TR,,1.0,65064,2023-06-05,2023,,1003-96,13124-11,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C106,TH,,1.0,68009,2023-09-27,2023,,1003-96,13671-19,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,ID,,1.0,65107,2023-06-08,2023,,1003-96,13808-93,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,B601,TH,,1.0,67427,2023-09-11,2023,,1003-96,13671-19,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,64548,2023-05-02,2023,,1003-96,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,CH,,1.0,64166,2023-04-18,2023,,1003-96,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,EU,,1.0,65199,2023-06-14,2023,,1003-96,13135-75,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,B601,TH,,1.0,67425,2023-09-11,2023,,1003-96,13068-82,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C203,CH,,1.0,64162,2023-04-18,2023,,1003-96,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,A206,CH,,1.0,64133,2023-04-13,2023,,1003-96,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,68011,2023-09-27,2023,,1003-96,9333-35,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C303,BR,,4.0,65104,2023-06-08,2023,,1003-96,13808-93,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C201,CH,,1.0,64278,2023-04-24,2023,,1003-96,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,67344,2023-09-04,2023,,1003-96,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,CH,,1.0,64163,2023-04-18,2023,,1003-96,6236-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,SGA,,1.0,65109,2023-06-08,2023,,1003-96,13134-78,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C204,ID,,1.0,65167,2023-06-12,2023,,1003-96,9532-20,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C302,CH,,1.0,64275,2023-04-24,2023,,1003-96,6236-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,IN,,4.0,65398,2023-06-28,2023,,1003-96,13144-48,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C106,LK,,1.0,68017,2023-09-27,2023,,1003-96,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C302,CH,,1.0,64272,2023-04-24,2023,,1003-96,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,64155,2023-04-17,2023,,1003-96,6236-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,A206,CH,,1.0,64135,2023-04-13,2023,,1003-96,6227-41,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,GR,,1.0,65186,2023-06-14,2023,,1003-96,9343-05,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C204,IN,,1.0,65343,2023-06-22,2023,,1003-96,13144-48,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C401,TH,,1.0,67528,2023-09-18,2023,,1003-96,13671-19,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,VN,,1.0,67340,2023-09-04,2023,,1003-96,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,64157,2023-04-17,2023,,1003-96,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,67526,2023-09-18,2023,,1003-96,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,61774,2023-01-10,2023,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,CH,,1.0,64551,2023-05-02,2023,,1003-96,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,64115,2023-04-12,2023,,1003-96,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,67523,2023-09-18,2023,,1003-96,19186-61,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,67525,2023-09-18,2023,,1003-96,4759-80,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,68008,2023-09-27,2023,,1003-96,19186-61,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C204,MG,,1.0,65334,2023-06-22,2023,,1003-96,13147-39,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C201,IN,,1.0,65198,2023-06-14,2023,,1003-96,6513-56,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C303,LK,,4.0,65103,2023-06-08,2023,,1003-96,13808-93,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C302,TR,,1.0,65065,2023-06-05,2023,,1003-96,13126-05,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C302,CH,,1.0,64276,2023-04-24,2023,,1003-96,6227-41,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,CH,,1.0,64168,2023-04-18,2023,,10044-36,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,68015,2023-09-27,2023,,10044-36,19204-07,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C204,PK,,1.0,65282,2023-06-21,2023,,10044-36,13124-11,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C204,MG,,1.0,65334,2023-06-22,2023,,10044-36,13147-39,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C106,TH,,1.0,68010,2023-09-27,2023,,10044-36,8681-51,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,67531,2023-09-18,2023,,10044-36,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,CN,,1.0,65161,2023-06-12,2023,,10044-36,13130-90,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C106,TH,,1.0,68011,2023-09-27,2023,,10044-36,9333-35,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,67528,2023-09-18,2023,,10044-36,13671-19,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,IN,,1.0,65165,2023-06-12,2023,,10044-36,6516-47,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,A206,CH,,1.0,64135,2023-04-13,2023,,10044-36,6227-41,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,67338,2023-09-04,2023,,10044-36,6504-83,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,67524,2023-09-18,2023,,10044-36,6504-83,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,64157,2023-04-17,2023,,10044-36,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,68009,2023-09-27,2023,,10044-36,13671-19,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,61527,2023-01-10,2023,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,SGA,,1.0,65109,2023-06-08,2023,,10044-36,13134-78,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C203,CH,,1.0,64301,2023-04-25,2023,,10044-36,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B601,TH,,1.0,67429,2023-09-11,2023,,10044-36,8681-51,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,61526,2023-01-10,2023,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,61774,2023-01-10,2023,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,CH,,1.0,64551,2023-05-02,2023,,10044-36,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C204,ES,,1.0,65177,2023-06-13,2023,,10044-36,13130-90,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C105,CH,,1.0,64084,2023-04-11,2023,,10044-36,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,DE,,1.0,65025,2023-06-01,2023,,10044-36,13140-60,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C106,LK,,1.0,68017,2023-09-27,2023,,10044-36,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,67527,2023-09-18,2023,,10044-36,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,A206,CH,,1.0,64133,2023-04-13,2023,,10044-36,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,67523,2023-09-18,2023,,10044-36,19186-61,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,DE,,1.0,65023,2023-06-01,2023,,10044-36,13127-02,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C401,TH,,1.0,67525,2023-09-18,2023,,10044-36,4759-80,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C204,EU,,1.0,65168,2023-06-12,2023,,10044-36,13130-90,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C303,LK,,4.0,65103,2023-06-08,2023,,10044-36,13808-93,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C106,VN,,1.0,67342,2023-09-04,2023,,10044-36,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C302,TR,,1.0,65065,2023-06-05,2023,,10044-36,13126-05,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C202,DE,,1.0,65024,2023-06-01,2023,,10044-36,9532-20,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C106,GB,,1.0,65162,2023-06-12,2023,,10044-36,13147-39,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C204,ID,,1.0,65167,2023-06-12,2023,,10044-36,9532-20,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C201,CH,,1.0,64166,2023-04-18,2023,,10044-36,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,67431,2023-09-11,2023,,10044-36,7216-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,PK,,1.0,65164,2023-06-12,2023,,10044-36,13124-11,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C106,TH,,1.0,67426,2023-09-11,2023,,10044-36,19204-07,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,CH,,1.0,64167,2023-04-18,2023,,10044-36,6236-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B601,TH,,1.0,67425,2023-09-11,2023,,10044-36,13068-82,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B601,TH,,1.0,67428,2023-09-11,2023,,10044-36,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B601,TH,,1.0,67529,2023-09-18,2023,,10044-36,19186-61,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C303,BR,,4.0,65104,2023-06-08,2023,,10044-36,13808-93,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C204,IN,,1.0,65343,2023-06-22,2023,,10044-36,13144-48,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C201,IN,,1.0,65198,2023-06-14,2023,,10044-36,6513-56,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,B501,CH,,1.0,61528,2023-01-10,2023,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,61559,2023-01-11,2023,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,VN,,1.0,67459,2023-09-12,2023,,10044-36,13070-76,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,VN,,1.0,67340,2023-09-04,2023,,10044-36,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,CH,,4.0,64554,2023-05-02,2023,,10044-36,6236-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,EU,,1.0,65199,2023-06-14,2023,,10044-36,13135-75,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,B501,CH,,1.0,64115,2023-04-12,2023,,10044-36,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,IN,,1.0,67433,2023-09-11,2023,,10044-36,13671-19,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,4.0,61775,2023-01-11,2023,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,PE,,1.0,65026,2023-06-01,2023,,10044-36,6514-53,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C302,TH,,1.0,67339,2023-09-04,2023,,10044-36,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C302,CH,,1.0,64276,2023-04-24,2023,,10044-36,6227-41,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,67343,2023-09-04,2023,,10044-36,19186-61,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,SGA,,1.0,65110,2023-06-08,2023,,10044-36,6443-72,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C401,TH,,1.0,67526,2023-09-18,2023,,10044-36,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,CH,,1.0,64553,2023-05-02,2023,,10044-36,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,SGA,,1.0,65397,2023-06-28,2023,,10044-36,9343-05,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,B601,TH,,1.0,67427,2023-09-11,2023,,10044-36,13671-19,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C302,CH,,1.0,64275,2023-04-24,2023,,10044-36,6236-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,67337,2023-09-04,2023,,10044-36,9333-35,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C203,CH,,1.0,64162,2023-04-18,2023,,10044-36,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,68014,2023-09-27,2023,,10044-36,6504-83,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,GR,,1.0,65186,2023-06-14,2023,,10044-36,9343-05,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,B601,TH,,1.0,67530,2023-09-18,2023,,10044-36,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,68013,2023-09-27,2023,,10044-36,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C203,CH,,1.0,64300,2023-04-25,2023,,10044-36,6236-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,PL,,1.0,65187,2023-06-14,2023,,10044-36,9343-05,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C106,TH,,1.0,68008,2023-09-27,2023,,10044-36,19186-61,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,64155,2023-04-17,2023,,10044-36,6236-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,64548,2023-05-02,2023,,10044-36,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,68016,2023-09-27,2023,,10044-36,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,SGA,,1.0,65197,2023-06-14,2023,,10044-36,6504-83,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C201,CH,,1.0,64278,2023-04-24,2023,,10044-36,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,67344,2023-09-04,2023,,10044-36,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,IN,,4.0,65398,2023-06-28,2023,,10044-36,13144-48,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C302,CH,,1.0,64272,2023-04-24,2023,,10044-36,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,CH,,1.0,64163,2023-04-18,2023,,10044-36,6236-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,VN,,1.0,67458,2023-09-12,2023,,10044-36,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C302,TR,,1.0,65064,2023-06-05,2023,,10044-36,13124-11,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C302,TR,,1.0,65068,2023-06-05,2023,,10044-36,6512-59,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,B501,CH,,1.0,61561,2023-01-11,2023,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,CH,,1.0,64277,2023-04-24,2023,,10044-36,6236-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,ID,,1.0,65107,2023-06-08,2023,,10044-36,13808-93,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C302,TR,,1.0,65066,2023-06-05,2023,,10044-36,9343-05,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C204,TR,,1.0,65338,2023-06-22,2023,,10044-36,4810-24,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C204,TR,,1.0,65335,2023-06-22,2023,,10044-36,13124-11,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C106,VN,,1.0,67341,2023-09-04,2023,,10044-36,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,61467,2023-01-04,2023,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,SGA,,1.0,65105,2023-06-08,2023,,10044-36,13808-93,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C201,EG,,1.0,65399,2023-06-28,2023,,10044-36,6516-47,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C302,TR,,1.0,65067,2023-06-05,2023,,10044-36,6514-53,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C202,CH,,1.0,64156,2023-04-17,2023,,10044-36,6236-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,67432,2023-09-11,2023,,10044-36,13065-91,,,mg/kg,<LOQ,NB,0.01,
