Year,Canton,Species,Type of Slaughter,Origin of animal,Fitness for consumption,Count
2014,GR,Sheep,Sanitary,Abroad,No,0
2014,GR,Swine,Normal,Inland,Yes,3985
2014,GR,Swine,Sanitary,Inland,Yes,35
2014,GR,Swine,Normal,Abroad,Yes,0
2014,GR,Swine,Sanitary,Abroad,Yes,0
2014,GR,Swine,Normal,Inland,No,4
2014,GR,Swine,Sanitary,Inland,No,0
2014,GR,Swine,Normal,Abroad,No,0
2014,GR,Swine,Sanitary,Abroad,No,0
2014,JU,Cattle < 6We,Normal,Inland,Yes,283
2014,JU,Cattle < 6We,Sanitary,Inland,Yes,8
2014,JU,Cattle < 6We,Normal,Abroad,Yes,0
2014,JU,Cattle < 6We,Sanitary,Abroad,Yes,0
2014,JU,Cattle < 6We,Normal,Inland,No,1
2014,JU,Cattle < 6We,Sanitary,Inland,No,7
2014,JU,Cattle < 6We,Normal,Abroad,No,0
2014,JU,Cattle < 6We,Sanitary,Abroad,No,0
2014,JU,Cattle > 6We,Normal,Inland,Yes,2310
2014,JU,Cattle > 6We,Sanitary,Inland,Yes,1126
2014,JU,Cattle > 6We,Normal,Abroad,Yes,0
2014,JU,Cattle > 6We,Sanitary,Abroad,Yes,0
2014,JU,Cattle > 6We,Normal,Inland,No,8
2014,JU,Cattle > 6We,Sanitary,Inland,No,653
2014,JU,Cattle > 6We,Normal,Abroad,No,0
2014,JU,Cattle > 6We,Sanitary,Abroad,No,0
2014,JU,Equidae,Normal,Inland,Yes,543
2014,JU,Equidae,Sanitary,Inland,Yes,27
2014,JU,Equidae,Normal,Abroad,Yes,0
2014,JU,Equidae,Sanitary,Abroad,Yes,0
2014,JU,Equidae,Normal,Inland,No,2
2014,JU,Equidae,Sanitary,Inland,No,16
2014,JU,Equidae,Normal,Abroad,No,0
2014,JU,Equidae,Sanitary,Abroad,No,0
2014,JU,Goats,Normal,Inland,Yes,281
2014,JU,Goats,Sanitary,Inland,Yes,1
2014,JU,Goats,Normal,Abroad,Yes,0
2014,JU,Goats,Sanitary,Abroad,Yes,0
2014,JU,Goats,Normal,Inland,No,0
2014,JU,Goats,Sanitary,Inland,No,1
2014,JU,Goats,Normal,Abroad,No,0
2014,JU,Goats,Sanitary,Abroad,No,0
2014,JU,Sheep,Normal,Inland,Yes,1585
2014,JU,Sheep,Sanitary,Inland,Yes,6
2014,JU,Sheep,Normal,Abroad,Yes,0
2014,JU,Sheep,Sanitary,Abroad,Yes,0
2014,JU,Sheep,Normal,Inland,No,1
2014,JU,Sheep,Sanitary,Inland,No,3
2014,JU,Sheep,Normal,Abroad,No,0
2014,JU,Sheep,Sanitary,Abroad,No,0
2014,JU,Swine,Normal,Inland,Yes,7339
2014,JU,Swine,Sanitary,Inland,Yes,580
2014,JU,Swine,Normal,Abroad,Yes,0
2014,JU,Swine,Sanitary,Abroad,Yes,0
2014,JU,Swine,Normal,Inland,No,6
2014,JU,Swine,Sanitary,Inland,No,121
2014,JU,Swine,Normal,Abroad,No,0
2014,JU,Swine,Sanitary,Abroad,No,0
2014,LU,Cattle < 6We,Normal,Inland,Yes,3647
2014,LU,Cattle < 6We,Sanitary,Inland,Yes,63
2014,LU,Cattle < 6We,Normal,Abroad,Yes,0
2014,LU,Cattle < 6We,Sanitary,Abroad,Yes,0
2014,LU,Cattle < 6We,Normal,Inland,No,13
2014,LU,Cattle < 6We,Sanitary,Inland,No,2
2014,LU,Cattle < 6We,Normal,Abroad,No,0
2014,LU,Cattle < 6We,Sanitary,Abroad,No,0
2014,LU,Cattle > 6We,Normal,Inland,Yes,26395
2014,LU,Cattle > 6We,Sanitary,Inland,Yes,1304
2014,LU,Cattle > 6We,Normal,Abroad,Yes,0
2014,LU,Cattle > 6We,Sanitary,Abroad,Yes,0
2014,LU,Cattle > 6We,Normal,Inland,No,73
2014,LU,Cattle > 6We,Sanitary,Inland,No,84
2014,LU,Cattle > 6We,Normal,Abroad,No,0
2014,LU,Cattle > 6We,Sanitary,Abroad,No,0
2014,LU,Equidae,Normal,Inland,Yes,154
2014,LU,Equidae,Sanitary,Inland,Yes,2
2014,LU,Equidae,Normal,Abroad,Yes,0
2014,LU,Equidae,Sanitary,Abroad,Yes,0
2014,LU,Equidae,Normal,Inland,No,1
2014,LU,Equidae,Sanitary,Inland,No,0
2014,LU,Equidae,Normal,Abroad,No,0
2014,LU,Equidae,Sanitary,Abroad,No,0
2014,LU,Goats,Normal,Inland,Yes,3400
2014,LU,Goats,Sanitary,Inland,Yes,8
2014,LU,Goats,Normal,Abroad,Yes,0
2014,LU,Goats,Sanitary,Abroad,Yes,0
2014,LU,Goats,Normal,Inland,No,6
2014,LU,Goats,Sanitary,Inland,No,1
2014,LU,Goats,Normal,Abroad,No,0
2014,LU,Goats,Sanitary,Abroad,No,0
2014,LU,Sheep,Normal,Inland,Yes,15805
2014,LU,Sheep,Sanitary,Inland,Yes,27
2014,LU,Sheep,Normal,Abroad,Yes,0
2014,LU,Sheep,Sanitary,Abroad,Yes,0
2014,LU,Sheep,Normal,Inland,No,27
2014,LU,Sheep,Sanitary,Inland,No,2
2014,LU,Sheep,Normal,Abroad,No,0
2014,LU,Sheep,Sanitary,Abroad,No,0
2014,LU,Swine,Normal,Inland,Yes,302358
2014,LU,Swine,Sanitary,Inland,Yes,2231
2014,LU,Swine,Normal,Abroad,Yes,0
2014,LU,Swine,Sanitary,Abroad,Yes,0
2014,LU,Swine,Normal,Inland,No,690
2014,LU,Swine,Sanitary,Inland,No,269
2014,LU,Swine,Normal,Abroad,No,0
2014,LU,Swine,Sanitary,Abroad,No,0
2014,NE,Cattle < 6We,Normal,Inland,Yes,0
2014,NE,Cattle < 6We,Sanitary,Inland,Yes,0
2014,NE,Cattle < 6We,Normal,Abroad,Yes,0
2014,NE,Cattle < 6We,Sanitary,Abroad,Yes,0
2014,NE,Cattle < 6We,Normal,Inland,No,0
2014,NE,Cattle < 6We,Sanitary,Inland,No,0
2014,NE,Cattle < 6We,Normal,Abroad,No,0
2014,NE,Cattle < 6We,Sanitary,Abroad,No,0
2014,NE,Cattle > 6We,Normal,Inland,Yes,1062
2014,NE,Cattle > 6We,Sanitary,Inland,Yes,10
2014,NE,Cattle > 6We,Normal,Abroad,Yes,0
2014,NE,Cattle > 6We,Sanitary,Abroad,Yes,0
2014,NE,Cattle > 6We,Normal,Inland,No,1
2014,NE,Cattle > 6We,Sanitary,Inland,No,3
2014,NE,Cattle > 6We,Normal,Abroad,No,0
2014,NE,Cattle > 6We,Sanitary,Abroad,No,0
2014,NE,Equidae,Normal,Inland,Yes,5
2014,NE,Equidae,Sanitary,Inland,Yes,0
2014,NE,Equidae,Normal,Abroad,Yes,0
2014,NE,Equidae,Sanitary,Abroad,Yes,0
2014,NE,Equidae,Normal,Inland,No,0
2014,NE,Equidae,Sanitary,Inland,No,0
2014,NE,Equidae,Normal,Abroad,No,0
2014,NE,Equidae,Sanitary,Abroad,No,0
2014,NE,Goats,Normal,Inland,Yes,51
2014,NE,Goats,Sanitary,Inland,Yes,0
2014,NE,Goats,Normal,Abroad,Yes,0
2014,NE,Goats,Sanitary,Abroad,Yes,0
2014,NE,Goats,Normal,Inland,No,0
2014,NE,Goats,Sanitary,Inland,No,0
2014,NE,Goats,Normal,Abroad,No,0
2014,NE,Goats,Sanitary,Abroad,No,0
2014,NE,Sheep,Normal,Inland,Yes,422
2014,NE,Sheep,Sanitary,Inland,Yes,0
2014,NE,Sheep,Normal,Abroad,Yes,0
2014,NE,Sheep,Sanitary,Abroad,Yes,0
2014,NE,Sheep,Normal,Inland,No,1
2014,NE,Sheep,Sanitary,Inland,No,0
2014,NE,Sheep,Normal,Abroad,No,0
2014,NE,Sheep,Sanitary,Abroad,No,0
2014,NE,Swine,Normal,Inland,Yes,6587
2014,NE,Swine,Sanitary,Inland,Yes,2
2014,NE,Swine,Normal,Abroad,Yes,0
2014,NE,Swine,Sanitary,Abroad,Yes,0
2014,NE,Swine,Normal,Inland,No,13
2014,NE,Swine,Sanitary,Inland,No,6
2014,NE,Swine,Normal,Abroad,No,0
2014,NE,Swine,Sanitary,Abroad,No,0
2014,NW,Cattle < 6We,Normal,Inland,Yes,1
2014,NW,Cattle < 6We,Sanitary,Inland,Yes,0
2014,NW,Cattle < 6We,Normal,Abroad,Yes,0
2014,NW,Cattle < 6We,Sanitary,Abroad,Yes,0
2014,NW,Cattle < 6We,Normal,Inland,No,0
2014,NW,Cattle < 6We,Sanitary,Inland,No,1
2014,NW,Cattle < 6We,Normal,Abroad,No,0
2014,NW,Cattle < 6We,Sanitary,Abroad,No,0
2014,NW,Cattle > 6We,Normal,Inland,Yes,1553
2014,NW,Cattle > 6We,Sanitary,Inland,Yes,81
2014,NW,Cattle > 6We,Normal,Abroad,Yes,0
2014,NW,Cattle > 6We,Sanitary,Abroad,Yes,0
2014,NW,Cattle > 6We,Normal,Inland,No,3
2014,NW,Cattle > 6We,Sanitary,Inland,No,11
2014,NW,Cattle > 6We,Normal,Abroad,No,0
2014,NW,Cattle > 6We,Sanitary,Abroad,No,0
2014,NW,Equidae,Normal,Inland,Yes,27
2014,NW,Equidae,Sanitary,Inland,Yes,0
2014,NW,Equidae,Normal,Abroad,Yes,0
2014,NW,Equidae,Sanitary,Abroad,Yes,0
2014,NW,Equidae,Normal,Inland,No,0
2014,NW,Equidae,Sanitary,Inland,No,0
2014,NW,Equidae,Normal,Abroad,No,0
2014,NW,Equidae,Sanitary,Abroad,No,0
2014,NW,Goats,Normal,Inland,Yes,299
2014,NW,Goats,Sanitary,Inland,Yes,0
2014,NW,Goats,Normal,Abroad,Yes,0
2014,NW,Goats,Sanitary,Abroad,Yes,0
2014,NW,Goats,Normal,Inland,No,0
2014,NW,Goats,Sanitary,Inland,No,0
2014,NW,Goats,Normal,Abroad,No,0
2014,NW,Goats,Sanitary,Abroad,No,0
2014,NW,Sheep,Normal,Inland,Yes,672
2014,NW,Sheep,Sanitary,Inland,Yes,2
2014,NW,Sheep,Normal,Abroad,Yes,0
2014,NW,Sheep,Sanitary,Abroad,Yes,0
2014,NW,Sheep,Normal,Inland,No,1
2014,NW,Sheep,Sanitary,Inland,No,0
2014,NW,Sheep,Normal,Abroad,No,0
2014,NW,Sheep,Sanitary,Abroad,No,0
2014,NW,Swine,Normal,Inland,Yes,5821
2014,NW,Swine,Sanitary,Inland,Yes,15
2014,NW,Swine,Normal,Abroad,Yes,0
2014,NW,Swine,Sanitary,Abroad,Yes,0
2014,NW,Swine,Normal,Inland,No,11
2014,NW,Swine,Sanitary,Inland,No,1
2014,NW,Swine,Normal,Abroad,No,0
2014,NW,Swine,Sanitary,Abroad,No,0
2014,OW,Cattle < 6We,Normal,Inland,Yes,471
2014,OW,Cattle < 6We,Sanitary,Inland,Yes,4
2014,OW,Cattle < 6We,Normal,Abroad,Yes,0
2014,OW,Cattle < 6We,Sanitary,Abroad,Yes,0
2014,OW,Cattle < 6We,Normal,Inland,No,0
2014,OW,Cattle < 6We,Sanitary,Inland,No,0
2014,OW,Cattle < 6We,Normal,Abroad,No,0
2014,OW,Cattle < 6We,Sanitary,Abroad,No,0
2014,OW,Cattle > 6We,Normal,Inland,Yes,794
2014,OW,Cattle > 6We,Sanitary,Inland,Yes,80
2014,OW,Cattle > 6We,Normal,Abroad,Yes,0
2014,OW,Cattle > 6We,Sanitary,Abroad,Yes,0
2014,OW,Cattle > 6We,Normal,Inland,No,1
2014,OW,Cattle > 6We,Sanitary,Inland,No,1
2014,OW,Cattle > 6We,Normal,Abroad,No,0
2014,OW,Cattle > 6We,Sanitary,Abroad,No,0
2014,OW,Equidae,Normal,Inland,Yes,2
2014,OW,Equidae,Sanitary,Inland,Yes,0
2014,OW,Equidae,Normal,Abroad,Yes,0
2014,OW,Equidae,Sanitary,Abroad,Yes,0
2014,OW,Equidae,Normal,Inland,No,0
2014,OW,Equidae,Sanitary,Inland,No,0
2014,OW,Equidae,Normal,Abroad,No,0
2014,OW,Equidae,Sanitary,Abroad,No,0
2014,OW,Goats,Normal,Inland,Yes,157
2014,OW,Goats,Sanitary,Inland,Yes,2
2014,OW,Goats,Normal,Abroad,Yes,0
2014,OW,Goats,Sanitary,Abroad,Yes,0
2014,OW,Goats,Normal,Inland,No,0
2014,OW,Goats,Sanitary,Inland,No,0
2014,OW,Goats,Normal,Abroad,No,0
2014,OW,Goats,Sanitary,Abroad,No,0
2014,OW,Sheep,Normal,Inland,Yes,405
2014,OW,Sheep,Sanitary,Inland,Yes,5
2014,OW,Sheep,Normal,Abroad,Yes,0
2014,OW,Sheep,Sanitary,Abroad,Yes,0
2014,OW,Sheep,Normal,Inland,No,0
2014,OW,Sheep,Sanitary,Inland,No,0
2014,OW,Sheep,Normal,Abroad,No,0
2014,OW,Sheep,Sanitary,Abroad,No,0
2014,OW,Swine,Normal,Inland,Yes,3559
2014,OW,Swine,Sanitary,Inland,Yes,5
2014,OW,Swine,Normal,Abroad,Yes,0
2014,OW,Swine,Sanitary,Abroad,Yes,0
2014,OW,Swine,Normal,Inland,No,16
2014,OW,Swine,Sanitary,Inland,No,0
2014,OW,Swine,Normal,Abroad,No,0
2014,OW,Swine,Sanitary,Abroad,No,0
2014,SG,Cattle < 6We,Normal,Inland,Yes,2162
2014,SG,Cattle < 6We,Sanitary,Inland,Yes,5
2014,SG,Cattle < 6We,Normal,Abroad,Yes,0
2014,SG,Cattle < 6We,Sanitary,Abroad,Yes,0
2014,SG,Cattle < 6We,Normal,Inland,No,3
2014,SG,Cattle < 6We,Sanitary,Inland,No,0
2014,SG,Cattle < 6We,Normal,Abroad,No,0
2014,SG,Cattle < 6We,Sanitary,Abroad,No,0
2014,SG,Cattle > 6We,Normal,Inland,Yes,112894
2014,SG,Cattle > 6We,Sanitary,Inland,Yes,436
2014,SG,Cattle > 6We,Normal,Abroad,Yes,0
2014,SG,Cattle > 6We,Sanitary,Abroad,Yes,0
2014,SG,Cattle > 6We,Normal,Inland,No,111
2014,SG,Cattle > 6We,Sanitary,Inland,No,51
2014,SG,Cattle > 6We,Normal,Abroad,No,0
2014,SG,Cattle > 6We,Sanitary,Abroad,No,0
2014,SG,Equidae,Normal,Inland,Yes,130
2014,SG,Equidae,Sanitary,Inland,Yes,0
2014,SG,Equidae,Normal,Abroad,Yes,0
2014,SG,Equidae,Sanitary,Abroad,Yes,0
2014,SG,Equidae,Normal,Inland,No,2
2014,SG,Equidae,Sanitary,Inland,No,0
2014,SG,Equidae,Normal,Abroad,No,0
2014,SG,Equidae,Sanitary,Abroad,No,0
2014,SG,Goats,Normal,Inland,Yes,3577
2014,SG,Goats,Sanitary,Inland,Yes,6
2014,SG,Goats,Normal,Abroad,Yes,0
2014,SG,Goats,Sanitary,Abroad,Yes,0
2014,SG,Goats,Normal,Inland,No,2
2014,SG,Goats,Sanitary,Inland,No,4
2014,SG,Goats,Normal,Abroad,No,0
2014,SG,Goats,Sanitary,Abroad,No,0
2014,SG,Sheep,Normal,Inland,Yes,11581
2014,SG,Sheep,Sanitary,Inland,Yes,22
2014,SG,Sheep,Normal,Abroad,Yes,0
2014,SG,Sheep,Sanitary,Abroad,Yes,0
2014,SG,Sheep,Normal,Inland,No,7
2014,SG,Sheep,Sanitary,Inland,No,2
2014,SG,Sheep,Normal,Abroad,No,0
2014,SG,Sheep,Sanitary,Abroad,No,0
2014,SG,Swine,Normal,Inland,Yes,743938
2014,SG,Swine,Sanitary,Inland,Yes,66
2014,SG,Swine,Normal,Abroad,Yes,0
2014,SG,Swine,Sanitary,Abroad,Yes,0
2014,SG,Swine,Normal,Inland,No,757
2014,SG,Swine,Sanitary,Inland,No,10
2014,SG,Swine,Normal,Abroad,No,0
2014,SG,Swine,Sanitary,Abroad,No,0
2014,SH,Cattle < 6We,Normal,Inland,Yes,0
2014,SH,Cattle < 6We,Sanitary,Inland,Yes,0
2014,SH,Cattle < 6We,Normal,Abroad,Yes,0
2014,SH,Cattle < 6We,Sanitary,Abroad,Yes,0
2014,SH,Cattle < 6We,Normal,Inland,No,0
2014,SH,Cattle < 6We,Sanitary,Inland,No,0
2014,SH,Cattle < 6We,Normal,Abroad,No,0
2014,SH,Cattle < 6We,Sanitary,Abroad,No,0
2014,SH,Cattle > 6We,Normal,Inland,Yes,389
2014,SH,Cattle > 6We,Sanitary,Inland,Yes,86
2014,SH,Cattle > 6We,Normal,Abroad,Yes,0
2014,SH,Cattle > 6We,Sanitary,Abroad,Yes,0
2014,SH,Cattle > 6We,Normal,Inland,No,0
2014,SH,Cattle > 6We,Sanitary,Inland,No,8
2014,SH,Cattle > 6We,Normal,Abroad,No,0
2014,SH,Cattle > 6We,Sanitary,Abroad,No,0
2014,SH,Equidae,Normal,Inland,Yes,14
2014,SH,Equidae,Sanitary,Inland,Yes,1
2014,SH,Equidae,Normal,Abroad,Yes,0
2014,SH,Equidae,Sanitary,Abroad,Yes,0
2014,SH,Equidae,Normal,Inland,No,3
2014,SH,Equidae,Sanitary,Inland,No,0
2014,SH,Equidae,Normal,Abroad,No,0
2014,SH,Equidae,Sanitary,Abroad,No,0
2014,SH,Goats,Normal,Inland,Yes,49
2014,SH,Goats,Sanitary,Inland,Yes,0
2014,SH,Goats,Normal,Abroad,Yes,0
2014,SH,Goats,Sanitary,Abroad,Yes,0
2014,SH,Goats,Normal,Inland,No,0
2014,SH,Goats,Sanitary,Inland,No,0
2014,SH,Goats,Normal,Abroad,No,0
2014,SH,Goats,Sanitary,Abroad,No,0
2014,SH,Sheep,Normal,Inland,Yes,298
2014,SH,Sheep,Sanitary,Inland,Yes,2
2014,SH,Sheep,Normal,Abroad,Yes,0
2014,SH,Sheep,Sanitary,Abroad,Yes,0
2014,SH,Sheep,Normal,Inland,No,0
2014,SH,Sheep,Sanitary,Inland,No,0
2014,SH,Sheep,Normal,Abroad,No,0
2014,SH,Sheep,Sanitary,Abroad,No,0
2014,SH,Swine,Normal,Inland,Yes,1531
2014,SH,Swine,Sanitary,Inland,Yes,8
2014,SH,Swine,Normal,Abroad,Yes,0
2014,SH,Swine,Sanitary,Abroad,Yes,0
2014,SH,Swine,Normal,Inland,No,3
2014,SH,Swine,Sanitary,Inland,No,1
2014,SH,Swine,Normal,Abroad,No,0
2014,SH,Swine,Sanitary,Abroad,No,0
2014,SO,Cattle < 6We,Normal,Inland,Yes,5
2014,SO,Cattle < 6We,Sanitary,Inland,Yes,1
2014,SO,Cattle < 6We,Normal,Abroad,Yes,0
2014,SO,Cattle < 6We,Sanitary,Abroad,Yes,0
2014,SO,Cattle < 6We,Normal,Inland,No,0
2014,SO,Cattle < 6We,Sanitary,Inland,No,0
2014,SO,Cattle < 6We,Normal,Abroad,No,0
2014,SO,Cattle < 6We,Sanitary,Abroad,No,0
2014,SO,Cattle > 6We,Normal,Inland,Yes,149868
2014,SO,Cattle > 6We,Sanitary,Inland,Yes,91
2014,SO,Cattle > 6We,Normal,Abroad,Yes,0
2014,SO,Cattle > 6We,Sanitary,Abroad,Yes,0
2014,SO,Cattle > 6We,Normal,Inland,No,107
2014,SO,Cattle > 6We,Sanitary,Inland,No,304
2014,SO,Cattle > 6We,Normal,Abroad,No,0
2014,SO,Cattle > 6We,Sanitary,Abroad,No,0
2014,SO,Equidae,Normal,Inland,Yes,0
2014,SO,Equidae,Sanitary,Inland,Yes,0
2014,SO,Equidae,Normal,Abroad,Yes,0
2014,SO,Equidae,Sanitary,Abroad,Yes,0
2014,SO,Equidae,Normal,Inland,No,0
2014,SO,Equidae,Sanitary,Inland,No,0
2014,SO,Equidae,Normal,Abroad,No,0
2014,SO,Equidae,Sanitary,Abroad,No,0
2014,SO,Goats,Normal,Inland,Yes,86
2014,SO,Goats,Sanitary,Inland,Yes,2
2014,SO,Goats,Normal,Abroad,Yes,0
2014,SO,Goats,Sanitary,Abroad,Yes,0
2014,SO,Goats,Normal,Inland,No,0
2014,SO,Goats,Sanitary,Inland,No,0
2014,SO,Goats,Normal,Abroad,No,0
2014,SO,Goats,Sanitary,Abroad,No,0
2014,SO,Sheep,Normal,Inland,Yes,389
2014,SO,Sheep,Sanitary,Inland,Yes,4
2014,SO,Sheep,Normal,Abroad,Yes,0
2014,SO,Sheep,Sanitary,Abroad,Yes,0
2014,SO,Sheep,Normal,Inland,No,0
2014,SO,Sheep,Sanitary,Inland,No,0
2014,SO,Sheep,Normal,Abroad,No,0
2014,SO,Sheep,Sanitary,Abroad,No,0
2014,SO,Swine,Normal,Inland,Yes,1752
2014,SO,Swine,Sanitary,Inland,Yes,1
2014,SO,Swine,Normal,Abroad,Yes,0
2014,SO,Swine,Sanitary,Abroad,Yes,0
2014,SO,Swine,Normal,Inland,No,1
2014,SO,Swine,Sanitary,Inland,No,1
2014,SO,Swine,Normal,Abroad,No,0
2014,SO,Swine,Sanitary,Abroad,No,0
2014,SZ,Cattle < 6We,Normal,Inland,Yes,135
2014,SZ,Cattle < 6We,Sanitary,Inland,Yes,0
2014,SZ,Cattle < 6We,Normal,Abroad,Yes,0
2014,SZ,Cattle < 6We,Sanitary,Abroad,Yes,0
2014,SZ,Cattle < 6We,Normal,Inland,No,0
2014,SZ,Cattle < 6We,Sanitary,Inland,No,0
2014,SZ,Cattle < 6We,Normal,Abroad,No,0
2014,SZ,Cattle < 6We,Sanitary,Abroad,No,0
2014,SZ,Cattle > 6We,Normal,Inland,Yes,21591
2014,SZ,Cattle > 6We,Sanitary,Inland,Yes,54
2014,SZ,Cattle > 6We,Normal,Abroad,Yes,0
2014,SZ,Cattle > 6We,Sanitary,Abroad,Yes,0
2014,SZ,Cattle > 6We,Normal,Inland,No,13
2014,SZ,Cattle > 6We,Sanitary,Inland,No,8
2014,SZ,Cattle > 6We,Normal,Abroad,No,0
2014,SZ,Cattle > 6We,Sanitary,Abroad,No,0
2014,SZ,Equidae,Normal,Inland,Yes,6
2014,SZ,Equidae,Sanitary,Inland,Yes,0
2014,SZ,Equidae,Normal,Abroad,Yes,0
2014,SZ,Equidae,Sanitary,Abroad,Yes,0
2014,SZ,Equidae,Normal,Inland,No,0
2014,SZ,Equidae,Sanitary,Inland,No,0
2014,SZ,Equidae,Normal,Abroad,No,0
2014,SZ,Equidae,Sanitary,Abroad,No,0
2014,SZ,Goats,Normal,Inland,Yes,1368
2014,SZ,Goats,Sanitary,Inland,Yes,0
2014,SZ,Goats,Normal,Abroad,Yes,0
2014,SZ,Goats,Sanitary,Abroad,Yes,0
2014,SZ,Goats,Normal,Inland,No,8
2014,SZ,Goats,Sanitary,Inland,No,0
2014,SZ,Goats,Normal,Abroad,No,0
2014,SZ,Goats,Sanitary,Abroad,No,0
2014,SZ,Sheep,Normal,Inland,Yes,4971
2014,SZ,Sheep,Sanitary,Inland,Yes,2
2014,SZ,Sheep,Normal,Abroad,Yes,0
2014,SZ,Sheep,Sanitary,Abroad,Yes,0
2014,SZ,Sheep,Normal,Inland,No,6
2014,SZ,Sheep,Sanitary,Inland,No,2
2014,SZ,Sheep,Normal,Abroad,No,0
2014,SZ,Sheep,Sanitary,Abroad,No,0
2014,SZ,Swine,Normal,Inland,Yes,66945
2014,SZ,Swine,Sanitary,Inland,Yes,2
2014,SZ,Swine,Normal,Abroad,Yes,0
2014,SZ,Swine,Sanitary,Abroad,Yes,0
2014,SZ,Swine,Normal,Inland,No,160
2014,SZ,Swine,Sanitary,Inland,No,5
2014,SZ,Swine,Normal,Abroad,No,0
2014,SZ,Swine,Sanitary,Abroad,No,0
2014,TG,Cattle < 6We,Normal,Inland,Yes,0
2014,TG,Cattle < 6We,Sanitary,Inland,Yes,0
2014,TG,Cattle < 6We,Normal,Abroad,Yes,0
2014,TG,Cattle < 6We,Sanitary,Abroad,Yes,0
2014,TG,Cattle < 6We,Normal,Inland,No,0
2014,TG,Cattle < 6We,Sanitary,Inland,No,0
2014,TG,Cattle < 6We,Normal,Abroad,No,0
2014,TG,Cattle < 6We,Sanitary,Abroad,No,0
2014,TG,Cattle > 6We,Normal,Inland,Yes,4954
2014,TG,Cattle > 6We,Sanitary,Inland,Yes,252
2014,TG,Cattle > 6We,Normal,Abroad,Yes,0
2014,TG,Cattle > 6We,Sanitary,Abroad,Yes,0
2014,TG,Cattle > 6We,Normal,Inland,No,34
2014,TG,Cattle > 6We,Sanitary,Inland,No,35
2014,TG,Cattle > 6We,Normal,Abroad,No,0
2014,TG,Cattle > 6We,Sanitary,Abroad,No,0
2014,TG,Equidae,Normal,Inland,Yes,186
2014,TG,Equidae,Sanitary,Inland,Yes,0
2014,TG,Equidae,Normal,Abroad,Yes,0
2014,TG,Equidae,Sanitary,Abroad,Yes,0
2014,TG,Equidae,Normal,Inland,No,0
2014,TG,Equidae,Sanitary,Inland,No,6
2014,TG,Equidae,Normal,Abroad,No,0
2014,TG,Equidae,Sanitary,Abroad,No,0
2014,TG,Goats,Normal,Inland,Yes,379
2014,TG,Goats,Sanitary,Inland,Yes,1
2014,TG,Goats,Normal,Abroad,Yes,0
2014,TG,Goats,Sanitary,Abroad,Yes,0
2014,TG,Goats,Normal,Inland,No,0
2014,TG,Goats,Sanitary,Inland,No,0
2014,TG,Goats,Normal,Abroad,No,0
2014,TG,Goats,Sanitary,Abroad,No,0
2014,TG,Sheep,Normal,Inland,Yes,4144
2014,TG,Sheep,Sanitary,Inland,Yes,12
2014,TG,Sheep,Normal,Abroad,Yes,0
2014,TG,Sheep,Sanitary,Abroad,Yes,0
2014,TG,Sheep,Normal,Inland,No,2
2014,TG,Sheep,Sanitary,Inland,No,2
2014,TG,Sheep,Normal,Abroad,No,0
2014,TG,Sheep,Sanitary,Abroad,No,0
2014,TG,Swine,Normal,Inland,Yes,21742
2014,TG,Swine,Sanitary,Inland,Yes,1533
2014,TG,Swine,Normal,Abroad,Yes,0
2014,TG,Swine,Sanitary,Abroad,Yes,0
2014,TG,Swine,Normal,Inland,No,148
2014,TG,Swine,Sanitary,Inland,No,20
2014,TG,Swine,Normal,Abroad,No,0
2014,TG,Swine,Sanitary,Abroad,No,0
2014,TI,Cattle < 6We,Normal,Inland,Yes,0
2014,TI,Cattle < 6We,Sanitary,Inland,Yes,0
2014,TI,Cattle < 6We,Normal,Abroad,Yes,0
2014,TI,Cattle < 6We,Sanitary,Abroad,Yes,0
2014,TI,Cattle < 6We,Normal,Inland,No,0
2014,TI,Cattle < 6We,Sanitary,Inland,No,0
2014,TI,Cattle < 6We,Normal,Abroad,No,0
2014,TI,Cattle < 6We,Sanitary,Abroad,No,0
2014,TI,Cattle > 6We,Normal,Inland,Yes,1255
2014,TI,Cattle > 6We,Sanitary,Inland,Yes,5
2014,TI,Cattle > 6We,Normal,Abroad,Yes,0
2014,TI,Cattle > 6We,Sanitary,Abroad,Yes,0
2014,TI,Cattle > 6We,Normal,Inland,No,3
2014,TI,Cattle > 6We,Sanitary,Inland,No,0
2014,TI,Cattle > 6We,Normal,Abroad,No,0
2014,TI,Cattle > 6We,Sanitary,Abroad,No,0
2014,TI,Equidae,Normal,Inland,Yes,29
2014,TI,Equidae,Sanitary,Inland,Yes,0
2014,TI,Equidae,Normal,Abroad,Yes,0
2014,TI,Equidae,Sanitary,Abroad,Yes,0
2014,TI,Equidae,Normal,Inland,No,0
2014,TI,Equidae,Sanitary,Inland,No,0
2014,TI,Equidae,Normal,Abroad,No,0
2014,TI,Equidae,Sanitary,Abroad,No,0
2014,TI,Goats,Normal,Inland,Yes,3419
2014,TI,Goats,Sanitary,Inland,Yes,0
2014,TI,Goats,Normal,Abroad,Yes,0
2014,TI,Goats,Sanitary,Abroad,Yes,0
2014,TI,Goats,Normal,Inland,No,1
2014,TI,Goats,Sanitary,Inland,No,0
2014,TI,Goats,Normal,Abroad,No,0
2014,TI,Goats,Sanitary,Abroad,No,0
2014,TI,Sheep,Normal,Inland,Yes,1310
2014,TI,Sheep,Sanitary,Inland,Yes,0
