Year,Canton,Species,Type of Slaughter,Origin of animal,Fitness for consumption,Count
2018,SO,Swine,Sanitary,Inland,No,0
2018,SO,Swine,Normal,Abroad,No,0
2018,SO,Swine,Sanitary,Abroad,No,0
2018,SZ,Cattle < 6We,Normal,Inland,Yes,0
2018,SZ,Cattle < 6We,Sanitary,Inland,Yes,0
2018,SZ,Cattle < 6We,Normal,Abroad,Yes,0
2018,SZ,Cattle < 6We,Sanitary,Abroad,Yes,0
2018,SZ,Cattle < 6We,Normal,Inland,No,1
2018,SZ,Cattle < 6We,Sanitary,Inland,No,0
2018,SZ,Cattle < 6We,Normal,Abroad,No,0
2018,SZ,Cattle < 6We,Sanitary,Abroad,No,0
2018,SZ,Cattle > 6We,Normal,Inland,Yes,21945
2018,SZ,Cattle > 6We,Sanitary,Inland,Yes,84
2018,SZ,Cattle > 6We,Normal,Abroad,Yes,0
2018,SZ,Cattle > 6We,Sanitary,Abroad,Yes,0
2018,SZ,Cattle > 6We,Normal,Inland,No,18
2018,SZ,Cattle > 6We,Sanitary,Inland,No,2
2018,SZ,Cattle > 6We,Normal,Abroad,No,0
2018,SZ,Cattle > 6We,Sanitary,Abroad,No,0
2018,SZ,Equidae,Normal,Inland,Yes,6
2018,SZ,Equidae,Sanitary,Inland,Yes,0
2018,SZ,Equidae,Normal,Abroad,Yes,0
2018,SZ,Equidae,Sanitary,Abroad,Yes,0
2018,SZ,Equidae,Normal,Inland,No,0
2018,SZ,Equidae,Sanitary,Inland,No,0
2018,SZ,Equidae,Normal,Abroad,No,0
2018,SZ,Equidae,Sanitary,Abroad,No,0
2018,SZ,Goats,Normal,Inland,Yes,1576
2018,SZ,Goats,Sanitary,Inland,Yes,1
2018,SZ,Goats,Normal,Abroad,Yes,0
2018,SZ,Goats,Sanitary,Abroad,Yes,0
2018,SZ,Goats,Normal,Inland,No,0
2018,SZ,Goats,Sanitary,Inland,No,0
2018,SZ,Goats,Normal,Abroad,No,0
2018,SZ,Goats,Sanitary,Abroad,No,0
2018,SZ,Sheep,Normal,Inland,Yes,6737
2018,SZ,Sheep,Sanitary,Inland,Yes,1
2018,SZ,Sheep,Normal,Abroad,Yes,0
2018,SZ,Sheep,Sanitary,Abroad,Yes,0
2018,SZ,Sheep,Normal,Inland,No,23
2018,SZ,Sheep,Sanitary,Inland,No,0
2018,SZ,Sheep,Normal,Abroad,No,0
2018,SZ,Sheep,Sanitary,Abroad,No,0
2018,SZ,Swine,Normal,Inland,Yes,62841
2018,SZ,Swine,Sanitary,Inland,Yes,0
2018,SZ,Swine,Normal,Abroad,Yes,0
2018,SZ,Swine,Sanitary,Abroad,Yes,0
2018,SZ,Swine,Normal,Inland,No,190
2018,SZ,Swine,Sanitary,Inland,No,0
2018,SZ,Swine,Normal,Abroad,No,0
2018,SZ,Swine,Sanitary,Abroad,No,0
2018,TG,Cattle < 6We,Normal,Inland,Yes,2
2018,TG,Cattle < 6We,Sanitary,Inland,Yes,1
2018,TG,Cattle < 6We,Normal,Abroad,Yes,0
2018,TG,Cattle < 6We,Sanitary,Abroad,Yes,0
2018,TG,Cattle < 6We,Normal,Inland,No,0
2018,TG,Cattle < 6We,Sanitary,Inland,No,0
2018,TG,Cattle < 6We,Normal,Abroad,No,0
2018,TG,Cattle < 6We,Sanitary,Abroad,No,0
2018,TG,Cattle > 6We,Normal,Inland,Yes,3436
2018,TG,Cattle > 6We,Sanitary,Inland,Yes,247
2018,TG,Cattle > 6We,Normal,Abroad,Yes,0
2018,TG,Cattle > 6We,Sanitary,Abroad,Yes,0
2018,TG,Cattle > 6We,Normal,Inland,No,14
2018,TG,Cattle > 6We,Sanitary,Inland,No,20
2018,TG,Cattle > 6We,Normal,Abroad,No,0
2018,TG,Cattle > 6We,Sanitary,Abroad,No,0
2018,TG,Equidae,Normal,Inland,Yes,146
2018,TG,Equidae,Sanitary,Inland,Yes,2
2018,TG,Equidae,Normal,Abroad,Yes,0
2018,TG,Equidae,Sanitary,Abroad,Yes,0
2018,TG,Equidae,Normal,Inland,No,0
2018,TG,Equidae,Sanitary,Inland,No,2
2018,TG,Equidae,Normal,Abroad,No,0
2018,TG,Equidae,Sanitary,Abroad,No,0
2018,TG,Goats,Normal,Inland,Yes,472
2018,TG,Goats,Sanitary,Inland,Yes,1
2018,TG,Goats,Normal,Abroad,Yes,0
2018,TG,Goats,Sanitary,Abroad,Yes,0
2018,TG,Goats,Normal,Inland,No,0
2018,TG,Goats,Sanitary,Inland,No,0
2018,TG,Goats,Normal,Abroad,No,0
2018,TG,Goats,Sanitary,Abroad,No,0
2018,TG,Sheep,Normal,Inland,Yes,3540
2018,TG,Sheep,Sanitary,Inland,Yes,11
2018,TG,Sheep,Normal,Abroad,Yes,0
2018,TG,Sheep,Sanitary,Abroad,Yes,0
2018,TG,Sheep,Normal,Inland,No,2
2018,TG,Sheep,Sanitary,Inland,No,2
2018,TG,Sheep,Normal,Abroad,No,0
2018,TG,Sheep,Sanitary,Abroad,No,0
2018,TG,Swine,Normal,Inland,Yes,14133
2018,TG,Swine,Sanitary,Inland,Yes,2106
2018,TG,Swine,Normal,Abroad,Yes,0
2018,TG,Swine,Sanitary,Abroad,Yes,0
2018,TG,Swine,Normal,Inland,No,80
2018,TG,Swine,Sanitary,Inland,No,27
2018,TG,Swine,Normal,Abroad,No,0
2018,TG,Swine,Sanitary,Abroad,No,0
2018,TI,Cattle < 6We,Normal,Inland,Yes,0
2018,TI,Cattle < 6We,Sanitary,Inland,Yes,0
2018,TI,Cattle < 6We,Normal,Abroad,Yes,0
2018,TI,Cattle < 6We,Sanitary,Abroad,Yes,0
2018,TI,Cattle < 6We,Normal,Inland,No,0
2018,TI,Cattle < 6We,Sanitary,Inland,No,0
2018,TI,Cattle < 6We,Normal,Abroad,No,0
2018,TI,Cattle < 6We,Sanitary,Abroad,No,0
2018,TI,Cattle > 6We,Normal,Inland,Yes,1225
2018,TI,Cattle > 6We,Sanitary,Inland,Yes,7
2018,TI,Cattle > 6We,Normal,Abroad,Yes,0
2018,TI,Cattle > 6We,Sanitary,Abroad,Yes,0
2018,TI,Cattle > 6We,Normal,Inland,No,1
2018,TI,Cattle > 6We,Sanitary,Inland,No,0
2018,TI,Cattle > 6We,Normal,Abroad,No,0
2018,TI,Cattle > 6We,Sanitary,Abroad,No,0
2018,TI,Equidae,Normal,Inland,Yes,44
2018,TI,Equidae,Sanitary,Inland,Yes,0
2018,TI,Equidae,Normal,Abroad,Yes,0
2018,TI,Equidae,Sanitary,Abroad,Yes,0
2018,TI,Equidae,Normal,Inland,No,0
2018,TI,Equidae,Sanitary,Inland,No,0
2018,TI,Equidae,Normal,Abroad,No,0
2018,TI,Equidae,Sanitary,Abroad,No,0
2018,TI,Goats,Normal,Inland,Yes,3541
2018,TI,Goats,Sanitary,Inland,Yes,0
2018,TI,Goats,Normal,Abroad,Yes,0
2018,TI,Goats,Sanitary,Abroad,Yes,0
2018,TI,Goats,Normal,Inland,No,2
2018,TI,Goats,Sanitary,Inland,No,0
2018,TI,Goats,Normal,Abroad,No,0
2018,TI,Goats,Sanitary,Abroad,No,0
2018,TI,Sheep,Normal,Inland,Yes,1624
2018,TI,Sheep,Sanitary,Inland,Yes,0
2018,TI,Sheep,Normal,Abroad,Yes,0
2018,TI,Sheep,Sanitary,Abroad,Yes,0
2018,TI,Sheep,Normal,Inland,No,4
2018,TI,Sheep,Sanitary,Inland,No,0
2018,TI,Sheep,Normal,Abroad,No,0
2018,TI,Sheep,Sanitary,Abroad,No,0
2018,TI,Swine,Normal,Inland,Yes,3040
2018,TI,Swine,Sanitary,Inland,Yes,0
2018,TI,Swine,Normal,Abroad,Yes,0
2018,TI,Swine,Sanitary,Abroad,Yes,0
2018,TI,Swine,Normal,Inland,No,2
2018,TI,Swine,Sanitary,Inland,No,2
2018,TI,Swine,Normal,Abroad,No,0
2018,TI,Swine,Sanitary,Abroad,No,0
2018,UR,Cattle < 6We,Normal,Inland,Yes,0
2018,UR,Cattle < 6We,Sanitary,Inland,Yes,0
2018,UR,Cattle < 6We,Normal,Abroad,Yes,0
2018,UR,Cattle < 6We,Sanitary,Abroad,Yes,0
2018,UR,Cattle < 6We,Normal,Inland,No,0
2018,UR,Cattle < 6We,Sanitary,Inland,No,0
2018,UR,Cattle < 6We,Normal,Abroad,No,0
2018,UR,Cattle < 6We,Sanitary,Abroad,No,0
2018,UR,Cattle > 6We,Normal,Inland,Yes,521
2018,UR,Cattle > 6We,Sanitary,Inland,Yes,34
2018,UR,Cattle > 6We,Normal,Abroad,Yes,0
2018,UR,Cattle > 6We,Sanitary,Abroad,Yes,0
2018,UR,Cattle > 6We,Normal,Inland,No,0
2018,UR,Cattle > 6We,Sanitary,Inland,No,2
2018,UR,Cattle > 6We,Normal,Abroad,No,0
2018,UR,Cattle > 6We,Sanitary,Abroad,No,0
2018,UR,Equidae,Normal,Inland,Yes,0
2018,UR,Equidae,Sanitary,Inland,Yes,0
2018,UR,Equidae,Normal,Abroad,Yes,0
2018,UR,Equidae,Sanitary,Abroad,Yes,0
2018,UR,Equidae,Normal,Inland,No,0
2018,UR,Equidae,Sanitary,Inland,No,0
2018,UR,Equidae,Normal,Abroad,No,0
2018,UR,Equidae,Sanitary,Abroad,No,0
2018,UR,Goats,Normal,Inland,Yes,541
2018,UR,Goats,Sanitary,Inland,Yes,0
2018,UR,Goats,Normal,Abroad,Yes,0
2018,UR,Goats,Sanitary,Abroad,Yes,0
2018,UR,Goats,Normal,Inland,No,1
2018,UR,Goats,Sanitary,Inland,No,0
2018,UR,Goats,Normal,Abroad,No,0
2018,UR,Goats,Sanitary,Abroad,No,0
2018,UR,Sheep,Normal,Inland,Yes,979
2018,UR,Sheep,Sanitary,Inland,Yes,3
2018,UR,Sheep,Normal,Abroad,Yes,0
2018,UR,Sheep,Sanitary,Abroad,Yes,0
2018,UR,Sheep,Normal,Inland,No,2
2018,UR,Sheep,Sanitary,Inland,No,1
2018,UR,Sheep,Normal,Abroad,No,0
2018,UR,Sheep,Sanitary,Abroad,No,0
2018,UR,Swine,Normal,Inland,Yes,1069
2018,UR,Swine,Sanitary,Inland,Yes,0
2018,UR,Swine,Normal,Abroad,Yes,0
2018,UR,Swine,Sanitary,Abroad,Yes,0
2018,UR,Swine,Normal,Inland,No,6
2018,UR,Swine,Sanitary,Inland,No,0
2018,UR,Swine,Normal,Abroad,No,0
2018,UR,Swine,Sanitary,Abroad,No,0
2018,VD,Cattle < 6We,Normal,Inland,Yes,164
2018,VD,Cattle < 6We,Sanitary,Inland,Yes,16
2018,VD,Cattle < 6We,Normal,Abroad,Yes,0
2018,VD,Cattle < 6We,Sanitary,Abroad,Yes,0
2018,VD,Cattle < 6We,Normal,Inland,No,2
2018,VD,Cattle < 6We,Sanitary,Inland,No,0
2018,VD,Cattle < 6We,Normal,Abroad,No,0
2018,VD,Cattle < 6We,Sanitary,Abroad,No,0
2018,VD,Cattle > 6We,Normal,Inland,Yes,7157
2018,VD,Cattle > 6We,Sanitary,Inland,Yes,236
2018,VD,Cattle > 6We,Normal,Abroad,Yes,0
2018,VD,Cattle > 6We,Sanitary,Abroad,Yes,0
2018,VD,Cattle > 6We,Normal,Inland,No,24
2018,VD,Cattle > 6We,Sanitary,Inland,No,73
2018,VD,Cattle > 6We,Normal,Abroad,No,0
2018,VD,Cattle > 6We,Sanitary,Abroad,No,0
2018,VD,Equidae,Normal,Inland,Yes,227
2018,VD,Equidae,Sanitary,Inland,Yes,3
2018,VD,Equidae,Normal,Abroad,Yes,0
2018,VD,Equidae,Sanitary,Abroad,Yes,0
2018,VD,Equidae,Normal,Inland,No,0
2018,VD,Equidae,Sanitary,Inland,No,0
2018,VD,Equidae,Normal,Abroad,No,0
2018,VD,Equidae,Sanitary,Abroad,No,0
2018,VD,Goats,Normal,Inland,Yes,2200
2018,VD,Goats,Sanitary,Inland,Yes,2
2018,VD,Goats,Normal,Abroad,Yes,0
2018,VD,Goats,Sanitary,Abroad,Yes,0
2018,VD,Goats,Normal,Inland,No,2
2018,VD,Goats,Sanitary,Inland,No,2
2018,VD,Goats,Normal,Abroad,No,0
2018,VD,Goats,Sanitary,Abroad,No,0
2018,VD,Sheep,Normal,Inland,Yes,25515
2018,VD,Sheep,Sanitary,Inland,Yes,5
2018,VD,Sheep,Normal,Abroad,Yes,0
2018,VD,Sheep,Sanitary,Abroad,Yes,0
2018,VD,Sheep,Normal,Inland,No,30
2018,VD,Sheep,Sanitary,Inland,No,1
2018,VD,Sheep,Normal,Abroad,No,0
2018,VD,Sheep,Sanitary,Abroad,No,0
2018,VD,Swine,Normal,Inland,Yes,23106
2018,VD,Swine,Sanitary,Inland,Yes,139
2018,VD,Swine,Normal,Abroad,Yes,0
2018,VD,Swine,Sanitary,Abroad,Yes,0
2018,VD,Swine,Normal,Inland,No,11
2018,VD,Swine,Sanitary,Inland,No,9
2018,VD,Swine,Normal,Abroad,No,0
2018,VD,Swine,Sanitary,Abroad,No,0
2018,VS,Cattle < 6We,Normal,Inland,Yes,0
2018,VS,Cattle < 6We,Sanitary,Inland,Yes,0
2018,VS,Cattle < 6We,Normal,Abroad,Yes,0
2018,VS,Cattle < 6We,Sanitary,Abroad,Yes,0
2018,VS,Cattle < 6We,Normal,Inland,No,0
2018,VS,Cattle < 6We,Sanitary,Inland,No,0
2018,VS,Cattle < 6We,Normal,Abroad,No,0
2018,VS,Cattle < 6We,Sanitary,Abroad,No,0
2018,VS,Cattle > 6We,Normal,Inland,Yes,4609
2018,VS,Cattle > 6We,Sanitary,Inland,Yes,85
2018,VS,Cattle > 6We,Normal,Abroad,Yes,0
2018,VS,Cattle > 6We,Sanitary,Abroad,Yes,0
2018,VS,Cattle > 6We,Normal,Inland,No,16
2018,VS,Cattle > 6We,Sanitary,Inland,No,3
2018,VS,Cattle > 6We,Normal,Abroad,No,0
2018,VS,Cattle > 6We,Sanitary,Abroad,No,0
2018,VS,Equidae,Normal,Inland,Yes,20
2018,VS,Equidae,Sanitary,Inland,Yes,0
2018,VS,Equidae,Normal,Abroad,Yes,0
2018,VS,Equidae,Sanitary,Abroad,Yes,0
2018,VS,Equidae,Normal,Inland,No,0
2018,VS,Equidae,Sanitary,Inland,No,0
2018,VS,Equidae,Normal,Abroad,No,0
2018,VS,Equidae,Sanitary,Abroad,No,0
2018,VS,Goats,Normal,Inland,Yes,1599
2018,VS,Goats,Sanitary,Inland,Yes,2
2018,VS,Goats,Normal,Abroad,Yes,0
2018,VS,Goats,Sanitary,Abroad,Yes,0
2018,VS,Goats,Normal,Inland,No,1
2018,VS,Goats,Sanitary,Inland,No,0
2018,VS,Goats,Normal,Abroad,No,0
2018,VS,Goats,Sanitary,Abroad,No,0
2018,VS,Sheep,Normal,Inland,Yes,5285
2018,VS,Sheep,Sanitary,Inland,Yes,2
2018,VS,Sheep,Normal,Abroad,Yes,0
2018,VS,Sheep,Sanitary,Abroad,Yes,0
2018,VS,Sheep,Normal,Inland,No,5
2018,VS,Sheep,Sanitary,Inland,No,0
2018,VS,Sheep,Normal,Abroad,No,0
2018,VS,Sheep,Sanitary,Abroad,No,0
2018,VS,Swine,Normal,Inland,Yes,3147
2018,VS,Swine,Sanitary,Inland,Yes,4
2018,VS,Swine,Normal,Abroad,Yes,0
2018,VS,Swine,Sanitary,Abroad,Yes,0
2018,VS,Swine,Normal,Inland,No,3
2018,VS,Swine,Sanitary,Inland,No,1
2018,VS,Swine,Normal,Abroad,No,0
2018,VS,Swine,Sanitary,Abroad,No,0
2018,ZG,Cattle < 6We,Normal,Inland,Yes,0
2018,ZG,Cattle < 6We,Sanitary,Inland,Yes,0
2018,ZG,Cattle < 6We,Normal,Abroad,Yes,0
2018,ZG,Cattle < 6We,Sanitary,Abroad,Yes,0
2018,ZG,Cattle < 6We,Normal,Inland,No,0
2018,ZG,Cattle < 6We,Sanitary,Inland,No,0
2018,ZG,Cattle < 6We,Normal,Abroad,No,0
2018,ZG,Cattle < 6We,Sanitary,Abroad,No,0
2018,ZG,Cattle > 6We,Normal,Inland,Yes,1176
2018,ZG,Cattle > 6We,Sanitary,Inland,Yes,63
2018,ZG,Cattle > 6We,Normal,Abroad,Yes,0
2018,ZG,Cattle > 6We,Sanitary,Abroad,Yes,0
2018,ZG,Cattle > 6We,Normal,Inland,No,3
2018,ZG,Cattle > 6We,Sanitary,Inland,No,15
2018,ZG,Cattle > 6We,Normal,Abroad,No,0
2018,ZG,Cattle > 6We,Sanitary,Abroad,No,0
2018,ZG,Equidae,Normal,Inland,Yes,4
2018,ZG,Equidae,Sanitary,Inland,Yes,1
2018,ZG,Equidae,Normal,Abroad,Yes,0
2018,ZG,Equidae,Sanitary,Abroad,Yes,0
2018,ZG,Equidae,Normal,Inland,No,0
2018,ZG,Equidae,Sanitary,Inland,No,0
2018,ZG,Equidae,Normal,Abroad,No,0
2018,ZG,Equidae,Sanitary,Abroad,No,0
2018,ZG,Goats,Normal,Inland,Yes,123
2018,ZG,Goats,Sanitary,Inland,Yes,1
2018,ZG,Goats,Normal,Abroad,Yes,0
2018,ZG,Goats,Sanitary,Abroad,Yes,0
2018,ZG,Goats,Normal,Inland,No,1
2018,ZG,Goats,Sanitary,Inland,No,0
2018,ZG,Goats,Normal,Abroad,No,0
2018,ZG,Goats,Sanitary,Abroad,No,0
2018,ZG,Sheep,Normal,Inland,Yes,1537
2018,ZG,Sheep,Sanitary,Inland,Yes,3
2018,ZG,Sheep,Normal,Abroad,Yes,0
2018,ZG,Sheep,Sanitary,Abroad,Yes,0
2018,ZG,Sheep,Normal,Inland,No,1
2018,ZG,Sheep,Sanitary,Inland,No,0
2018,ZG,Sheep,Normal,Abroad,No,0
2018,ZG,Sheep,Sanitary,Abroad,No,0
2018,ZG,Swine,Normal,Inland,Yes,1103
2018,ZG,Swine,Sanitary,Inland,Yes,10
2018,ZG,Swine,Normal,Abroad,Yes,0
2018,ZG,Swine,Sanitary,Abroad,Yes,0
2018,ZG,Swine,Normal,Inland,No,4
2018,ZG,Swine,Sanitary,Inland,No,5
2018,ZG,Swine,Normal,Abroad,No,0
2018,ZG,Swine,Sanitary,Abroad,No,0
2018,ZH,Cattle < 6We,Normal,Inland,Yes,162
2018,ZH,Cattle < 6We,Sanitary,Inland,Yes,1
2018,ZH,Cattle < 6We,Normal,Abroad,Yes,0
2018,ZH,Cattle < 6We,Sanitary,Abroad,Yes,0
2018,ZH,Cattle < 6We,Normal,Inland,No,0
2018,ZH,Cattle < 6We,Sanitary,Inland,No,1
2018,ZH,Cattle < 6We,Normal,Abroad,No,0
2018,ZH,Cattle < 6We,Sanitary,Abroad,No,0
2018,ZH,Cattle > 6We,Normal,Inland,Yes,107899
2018,ZH,Cattle > 6We,Sanitary,Inland,Yes,2225
2018,ZH,Cattle > 6We,Normal,Abroad,Yes,0
2018,ZH,Cattle > 6We,Sanitary,Abroad,Yes,0
2018,ZH,Cattle > 6We,Normal,Inland,No,52
2018,ZH,Cattle > 6We,Sanitary,Inland,No,75
2018,ZH,Cattle > 6We,Normal,Abroad,No,0
2018,ZH,Cattle > 6We,Sanitary,Abroad,No,0
2018,ZH,Equidae,Normal,Inland,Yes,22
2018,ZH,Equidae,Sanitary,Inland,Yes,23
2018,ZH,Equidae,Normal,Abroad,Yes,0
2018,ZH,Equidae,Sanitary,Abroad,Yes,0
2018,ZH,Equidae,Normal,Inland,No,0
2018,ZH,Equidae,Sanitary,Inland,No,1
2018,ZH,Equidae,Normal,Abroad,No,0
2018,ZH,Equidae,Sanitary,Abroad,No,0
2018,ZH,Goats,Normal,Inland,Yes,2852
2018,ZH,Goats,Sanitary,Inland,Yes,9
2018,ZH,Goats,Normal,Abroad,Yes,0
2018,ZH,Goats,Sanitary,Abroad,Yes,0
2018,ZH,Goats,Normal,Inland,No,2
2018,ZH,Goats,Sanitary,Inland,No,0
2018,ZH,Goats,Normal,Abroad,No,0
2018,ZH,Goats,Sanitary,Abroad,No,0
2018,ZH,Sheep,Normal,Inland,Yes,90410
2018,ZH,Sheep,Sanitary,Inland,Yes,174
2018,ZH,Sheep,Normal,Abroad,Yes,0
2018,ZH,Sheep,Sanitary,Abroad,Yes,0
2018,ZH,Sheep,Normal,Inland,No,42
2018,ZH,Sheep,Sanitary,Inland,No,11
2018,ZH,Sheep,Normal,Abroad,No,0
2018,ZH,Sheep,Sanitary,Abroad,No,0
2018,ZH,Swine,Normal,Inland,Yes,183777
2018,ZH,Swine,Sanitary,Inland,Yes,2503
2018,ZH,Swine,Normal,Abroad,Yes,0
2018,ZH,Swine,Sanitary,Abroad,Yes,0
2018,ZH,Swine,Normal,Inland,No,150
2018,ZH,Swine,Sanitary,Inland,No,67
2018,ZH,Swine,Normal,Abroad,No,0
2018,ZH,Swine,Sanitary,Abroad,No,0
2019,AG,Cattle < 6We,Normal,Inland,Yes,5
2019,AG,Cattle < 6We,Sanitary,Inland,Yes,2
2019,AG,Cattle < 6We,Normal,Abroad,Yes,0
2019,AG,Cattle < 6We,Sanitary,Abroad,Yes,0
2019,AG,Cattle < 6We,Normal,Inland,No,0
2019,AG,Cattle < 6We,Sanitary,Inland,No,1
2019,AG,Cattle < 6We,Normal,Abroad,No,0
2019,AG,Cattle < 6We,Sanitary,Abroad,No,0
2019,AG,Cattle > 6We,Normal,Inland,Yes,8137
2019,AG,Cattle > 6We,Sanitary,Inland,Yes,531
2019,AG,Cattle > 6We,Normal,Abroad,Yes,0
2019,AG,Cattle > 6We,Sanitary,Abroad,Yes,0
2019,AG,Cattle > 6We,Normal,Inland,No,7
2019,AG,Cattle > 6We,Sanitary,Inland,No,35
2019,AG,Cattle > 6We,Normal,Abroad,No,0
2019,AG,Cattle > 6We,Sanitary,Abroad,No,0
2019,AG,Equidae,Normal,Inland,Yes,142
2019,AG,Equidae,Sanitary,Inland,Yes,4
2019,AG,Equidae,Normal,Abroad,Yes,0
2019,AG,Equidae,Sanitary,Abroad,Yes,0
2019,AG,Equidae,Normal,Inland,No,0
2019,AG,Equidae,Sanitary,Inland,No,2
2019,AG,Equidae,Normal,Abroad,No,0
2019,AG,Equidae,Sanitary,Abroad,No,0
2019,AG,Goats,Normal,Inland,Yes,910
2019,AG,Goats,Sanitary,Inland,Yes,1
2019,AG,Goats,Normal,Abroad,Yes,0
2019,AG,Goats,Sanitary,Abroad,Yes,0
2019,AG,Goats,Normal,Inland,No,0
2019,AG,Goats,Sanitary,Inland,No,0
2019,AG,Goats,Normal,Abroad,No,0
2019,AG,Goats,Sanitary,Abroad,No,0
2019,AG,Sheep,Normal,Inland,Yes,9953
2019,AG,Sheep,Sanitary,Inland,Yes,55
2019,AG,Sheep,Normal,Abroad,Yes,0
2019,AG,Sheep,Sanitary,Abroad,Yes,0
2019,AG,Sheep,Normal,Inland,No,12
2019,AG,Sheep,Sanitary,Inland,No,2
2019,AG,Sheep,Normal,Abroad,No,0
2019,AG,Sheep,Sanitary,Abroad,No,0
2019,AG,Swine,Normal,Inland,Yes,24543
2019,AG,Swine,Sanitary,Inland,Yes,196
2019,AG,Swine,Normal,Abroad,Yes,0
2019,AG,Swine,Sanitary,Abroad,Yes,0
2019,AG,Swine,Normal,Inland,No,32
2019,AG,Swine,Sanitary,Inland,No,15
2019,AG,Swine,Normal,Abroad,No,0
2019,AG,Swine,Sanitary,Abroad,No,0
2019,AI,Cattle < 6We,Normal,Inland,Yes,0
2019,AI,Cattle < 6We,Sanitary,Inland,Yes,0
2019,AI,Cattle < 6We,Normal,Abroad,Yes,0
2019,AI,Cattle < 6We,Sanitary,Abroad,Yes,0
2019,AI,Cattle < 6We,Normal,Inland,No,0
2019,AI,Cattle < 6We,Sanitary,Inland,No,0
2019,AI,Cattle < 6We,Normal,Abroad,No,0
2019,AI,Cattle < 6We,Sanitary,Abroad,No,0
2019,AI,Cattle > 6We,Normal,Inland,Yes,455
2019,AI,Cattle > 6We,Sanitary,Inland,Yes,93
2019,AI,Cattle > 6We,Normal,Abroad,Yes,0
2019,AI,Cattle > 6We,Sanitary,Abroad,Yes,0
2019,AI,Cattle > 6We,Normal,Inland,No,0
2019,AI,Cattle > 6We,Sanitary,Inland,No,8
2019,AI,Cattle > 6We,Normal,Abroad,No,0
2019,AI,Cattle > 6We,Sanitary,Abroad,No,0
2019,AI,Equidae,Normal,Inland,Yes,0
2019,AI,Equidae,Sanitary,Inland,Yes,0
2019,AI,Equidae,Normal,Abroad,Yes,0
2019,AI,Equidae,Sanitary,Abroad,Yes,0
2019,AI,Equidae,Normal,Inland,No,0
2019,AI,Equidae,Sanitary,Inland,No,0
2019,AI,Equidae,Normal,Abroad,No,0
2019,AI,Equidae,Sanitary,Abroad,No,0
2019,AI,Goats,Normal,Inland,Yes,1207
2019,AI,Goats,Sanitary,Inland,Yes,0
2019,AI,Goats,Normal,Abroad,Yes,0
2019,AI,Goats,Sanitary,Abroad,Yes,0
2019,AI,Goats,Normal,Inland,No,1
2019,AI,Goats,Sanitary,Inland,No,0
2019,AI,Goats,Normal,Abroad,No,0
2019,AI,Goats,Sanitary,Abroad,No,0
2019,AI,Sheep,Normal,Inland,Yes,397
2019,AI,Sheep,Sanitary,Inland,Yes,0
2019,AI,Sheep,Normal,Abroad,Yes,0
2019,AI,Sheep,Sanitary,Abroad,Yes,0
2019,AI,Sheep,Normal,Inland,No,0
2019,AI,Sheep,Sanitary,Inland,No,0
2019,AI,Sheep,Normal,Abroad,No,0
2019,AI,Sheep,Sanitary,Abroad,No,0
2019,AI,Swine,Normal,Inland,Yes,1515
2019,AI,Swine,Sanitary,Inland,Yes,12
2019,AI,Swine,Normal,Abroad,Yes,0
2019,AI,Swine,Sanitary,Abroad,Yes,0
2019,AI,Swine,Normal,Inland,No,4
2019,AI,Swine,Sanitary,Inland,No,1
2019,AI,Swine,Normal,Abroad,No,0
2019,AI,Swine,Sanitary,Abroad,No,0
2019,AR,Cattle < 6We,Normal,Inland,Yes,6
2019,AR,Cattle < 6We,Sanitary,Inland,Yes,2
2019,AR,Cattle < 6We,Normal,Abroad,Yes,0
2019,AR,Cattle < 6We,Sanitary,Abroad,Yes,0
2019,AR,Cattle < 6We,Normal,Inland,No,0
2019,AR,Cattle < 6We,Sanitary,Inland,No,0
2019,AR,Cattle < 6We,Normal,Abroad,No,0
2019,AR,Cattle < 6We,Sanitary,Abroad,No,0
2019,AR,Cattle > 6We,Normal,Inland,Yes,353
2019,AR,Cattle > 6We,Sanitary,Inland,Yes,83
2019,AR,Cattle > 6We,Normal,Abroad,Yes,0
2019,AR,Cattle > 6We,Sanitary,Abroad,Yes,0
2019,AR,Cattle > 6We,Normal,Inland,No,1
2019,AR,Cattle > 6We,Sanitary,Inland,No,4
2019,AR,Cattle > 6We,Normal,Abroad,No,0
2019,AR,Cattle > 6We,Sanitary,Abroad,No,0
2019,AR,Equidae,Normal,Inland,Yes,77
2019,AR,Equidae,Sanitary,Inland,Yes,0
2019,AR,Equidae,Normal,Abroad,Yes,0
2019,AR,Equidae,Sanitary,Abroad,Yes,0
2019,AR,Equidae,Normal,Inland,No,0
2019,AR,Equidae,Sanitary,Inland,No,0
2019,AR,Equidae,Normal,Abroad,No,0
2019,AR,Equidae,Sanitary,Abroad,No,0
2019,AR,Goats,Normal,Inland,Yes,148
2019,AR,Goats,Sanitary,Inland,Yes,1
2019,AR,Goats,Normal,Abroad,Yes,0
2019,AR,Goats,Sanitary,Abroad,Yes,0
2019,AR,Goats,Normal,Inland,No,0
2019,AR,Goats,Sanitary,Inland,No,0
2019,AR,Goats,Normal,Abroad,No,0
2019,AR,Goats,Sanitary,Abroad,No,0
2019,AR,Sheep,Normal,Inland,Yes,538
2019,AR,Sheep,Sanitary,Inland,Yes,2
2019,AR,Sheep,Normal,Abroad,Yes,0
2019,AR,Sheep,Sanitary,Abroad,Yes,0
